,index,cod_loja,datetime,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,quarter,ano,mes,categoria_loja,receita_trim1,receita_trim2,receita_trim3,receita_media,receita_ano_passado,cnt_feriados,receita_minha_categoria
2,24138.0,1171,2018-03-01,3550308005192,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,1,35.31,FEATURE_05_VALUE_03,6,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,96.9,100.0,100.0,96.0,98.1,1,2018,3,20,179857.42,217873.49,408807.81,268846.24,397979.2499999997,0.0,219108.8286315789
0,24158.0,1172,2018-01-01,3554508003002,3554508,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,49.04,FEATURE_05_VALUE_03,11,0.226762845005806,0.203901727090584,18.49965419,2.48793352241628,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,106058.82000000002,159626.66,319457.6399999998,195047.70666666664,124881.72000000002,1.0,107494.8804223901
1,24160.0,1172,2018-02-01,3554508003002,3554508,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,49.04,FEATURE_05_VALUE_03,11,0.226762845005806,0.203901727090584,18.49965419,2.48793352241628,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,106058.82000000002,159626.66,319457.6399999998,195047.70666666664,153031.80000000002,0.0,84367.13394908841
2,24162.0,1172,2018-03-01,3554508003002,3554508,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,49.04,FEATURE_05_VALUE_03,11,0.226762845005806,0.203901727090584,18.49965419,2.48793352241628,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,106058.82000000002,159626.66,319457.6399999998,195047.70666666664,331738.1799999997,0.0,101601.59410732712
0,24182.0,1174,2018-01-01,3509502005006,3509502,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,95.7,FEATURE_05_VALUE_05,23,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,96.3,87.5,100.0,90.0,69.1,84.5,1,2018,1,40,625509.7900000003,788172.22,1751508.949999998,1055063.6533333326,588999.5400000003,1.0,552910.4643333333
1,24184.0,1174,2018-02-01,3509502005006,3509502,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,95.7,FEATURE_05_VALUE_05,23,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,96.3,87.5,100.0,90.0,69.1,84.5,1,2018,2,40,625509.7900000003,788172.22,1751508.949999998,1055063.6533333326,704983.7399999999,0.0,435209.4936666666
2,24186.0,1174,2018-03-01,3509502005006,3509502,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,95.7,FEATURE_05_VALUE_05,23,0.181659821321196,0.17793854192416195,589.72783319,4.12336418411508,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,96.3,87.5,100.0,90.0,69.1,84.5,1,2018,3,40,625509.7900000003,788172.22,1751508.949999998,1055063.6533333326,1629484.5600000047,0.0,520654.6213333333
0,24206.0,1176,2018-01-01,2610707003012,2610707,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.78,FEATURE_05_VALUE_05,4,0.1242655343867,0.0727125830348488,148.31820845,1.23942614569454,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,46058.15,66118.35,88773.77000000002,66983.42333333334,63420.27,1.0,45986.62604746691
1,24208.0,1176,2018-02-01,2610707003012,2610707,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.78,FEATURE_05_VALUE_05,4,0.1242655343867,0.0727125830348488,148.31820845,1.23942614569454,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,46058.15,66118.35,88773.77000000002,66983.42333333334,52594.3,0.0,34970.68196257417
2,24210.0,1176,2018-03-01,2610707003012,2610707,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,22.78,FEATURE_05_VALUE_05,4,0.1242655343867,0.0727125830348488,148.31820845,1.23942614569454,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,46058.15,66118.35,88773.77000000002,66983.42333333334,108929.63,0.0,41821.36338658147
0,24230.0,1177,2018-01-01,3525904005019,3525904,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,32.52,FEATURE_05_VALUE_05,8,0.254780238181455,0.24696395645968305,188.31757217,2.48820590401497,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,20,214512.31,272010.41999999987,535795.94,340772.88999999996,174127.35999999993,1.0,234713.085175644
1,24232.0,1177,2018-02-01,3525904005019,3525904,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,32.52,FEATURE_05_VALUE_05,8,0.254780238181455,0.24696395645968305,188.31757217,2.48820590401497,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,20,214512.31,272010.41999999987,535795.94,340772.88999999996,197961.18999999992,0.0,181884.19919109024
2,24234.0,1177,2018-03-01,3525904005019,3525904,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,0,32.52,FEATURE_05_VALUE_05,8,0.254780238181455,0.24696395645968305,188.31757217,2.48820590401497,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,20,214512.31,272010.41999999987,535795.94,340772.88999999996,537150.6799999998,0.0,219108.8286315789
0,24254.0,1178,2018-01-01,3108305001001,3108305,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.06,FEATURE_05_VALUE_03,6,0.163188894715266,0.154549783601701,5.84265512,5.3527459586768,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,42337.78,48164.32,114868.45,68456.84999999999,43516.28,1.0,45986.62604746691
1,24256.0,1178,2018-02-01,3108305001001,3108305,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.06,FEATURE_05_VALUE_03,6,0.163188894715266,0.154549783601701,5.84265512,5.3527459586768,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,42337.78,48164.32,114868.45,68456.84999999999,42587.03,0.0,34970.68196257417
2,24258.0,1178,2018-03-01,3108305001001,3108305,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,25.06,FEATURE_05_VALUE_03,6,0.163188894715266,0.154549783601701,5.84265512,5.3527459586768,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,42337.78,48164.32,114868.45,68456.84999999999,109643.22,0.0,41821.36338658147
0,24278.0,1179,2018-01-01,3123601001001,3123601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.32,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,7.2930437,3.66730233240428,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,70213.69000000003,73051.86000000003,199949.92999999988,114405.15999999997,75131.38,1.0,107494.8804223901
1,24280.0,1179,2018-02-01,3123601001001,3123601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.32,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,7.2930437,3.66730233240428,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,70213.69000000003,73051.86000000003,199949.92999999988,114405.15999999997,70754.67000000001,0.0,84367.13394908841
2,24282.0,1179,2018-03-01,3123601001001,3123601,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,29.32,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,7.2930437,3.66730233240428,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,70213.69000000003,73051.86000000003,199949.92999999988,114405.15999999997,231607.78999999983,0.0,101601.59410732712
0,24302.0,1181,2018-01-01,3152501003001,3152501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,27.48,FEATURE_05_VALUE_06,3,0.163188894715266,0.154549783601701,60.79033893,3.47593954645941,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,92313.33,123561.69,219774.30999999988,145216.4433333333,85656.12,1.0,107494.8804223901
1,24304.0,1181,2018-02-01,3152501003001,3152501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,27.48,FEATURE_05_VALUE_06,3,0.163188894715266,0.154549783601701,60.79033893,3.47593954645941,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,92313.33,123561.69,219774.30999999988,145216.4433333333,96794.23,0.0,84367.13394908841
2,24306.0,1181,2018-03-01,3152501003001,3152501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,27.48,FEATURE_05_VALUE_06,3,0.163188894715266,0.154549783601701,60.79033893,3.47593954645941,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,92313.33,123561.69,219774.30999999988,145216.4433333333,181690.26999999981,0.0,101601.59410732712
0,24326.0,1182,2018-01-01,3550308005053,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,50.7,FEATURE_05_VALUE_05,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,99.2,93.0,100.0,100.0,98.4,96.0,1,2018,1,30,329769.91999999987,408649.97,1075013.350000003,604477.7466666676,286845.06999999983,1.0,420234.18488372077
1,24328.0,1182,2018-02-01,3550308005053,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,50.7,FEATURE_05_VALUE_05,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,99.2,93.0,100.0,100.0,98.4,96.0,1,2018,2,30,329769.91999999987,408649.97,1075013.350000003,604477.7466666676,356436.3599999999,0.0,309421.73356589145
2,24330.0,1182,2018-03-01,3550308005053,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,1,50.7,FEATURE_05_VALUE_05,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,99.2,93.0,100.0,100.0,98.4,96.0,1,2018,3,30,329769.91999999987,408649.97,1075013.350000003,604477.7466666676,1076090.9300000009,0.0,371674.0496124029
0,24350.0,1183,2018-01-01,5300108005003,5300108,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,46.62,FEATURE_05_VALUE_05,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,138217.31,150873.39,324633.8399999998,204574.8466666666,149725.85000000006,1.0,107494.8804223901
1,24352.0,1183,2018-02-01,5300108005003,5300108,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,46.62,FEATURE_05_VALUE_05,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,138217.31,150873.39,324633.8399999998,204574.8466666666,151261.7,0.0,84367.13394908841
2,24354.0,1183,2018-03-01,5300108005003,5300108,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,46.62,FEATURE_05_VALUE_05,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,138217.31,150873.39,324633.8399999998,204574.8466666666,332360.6099999998,0.0,101601.59410732712
0,24374.0,1184,2018-01-01,4205704001001,4205704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.14,FEATURE_05_VALUE_03,4,0.199854467713688,0.19353139053434806,8.44035234,4.74811262523147,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,55898.56000000002,75529.98000000001,215208.25999999983,115545.59999999996,56834.45,1.0,107494.8804223901
1,24376.0,1184,2018-02-01,4205704001001,4205704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.14,FEATURE_05_VALUE_03,4,0.199854467713688,0.19353139053434806,8.44035234,4.74811262523147,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,55898.56000000002,75529.98000000001,215208.25999999983,115545.59999999996,67111.84,0.0,84367.13394908841
2,24378.0,1184,2018-03-01,4205704001001,4205704,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,20.14,FEATURE_05_VALUE_03,4,0.199854467713688,0.19353139053434806,8.44035234,4.74811262523147,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,55898.56000000002,75529.98000000001,215208.25999999983,115545.59999999996,201426.84999999992,0.0,101601.59410732712
0,24398.0,1185,2018-01-01,4217709003001,4217709,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,0,34.04,FEATURE_05_VALUE_03,3,0.173900738837029,0.174444493810435,9.81697212,3.45232341365739,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,80002.73,97080.05,311286.71999999986,162789.83333333328,83748.78,1.0,107494.8804223901
1,24400.0,1185,2018-02-01,4217709003001,4217709,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,0,34.04,FEATURE_05_VALUE_03,3,0.173900738837029,0.174444493810435,9.81697212,3.45232341365739,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,80002.73,97080.05,311286.71999999986,162789.83333333328,85257.24999999999,0.0,84367.13394908841
2,24402.0,1185,2018-03-01,4217709003001,4217709,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,0,34.04,FEATURE_05_VALUE_03,3,0.173900738837029,0.174444493810435,9.81697212,3.45232341365739,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,80002.73,97080.05,311286.71999999986,162789.83333333328,320771.41000000003,0.0,101601.59410732712
0,24422.0,1187,2018-01-01,3111606003001,3111606,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,18.5,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,5.93448456,3.46272377852419,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,29049.06,35337.73,96614.21,53667.0,30738.31,1.0,45986.62604746691
1,24424.0,1187,2018-02-01,3111606003001,3111606,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,18.5,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,5.93448456,3.46272377852419,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,29049.06,35337.73,96614.21,53667.0,30116.58,0.0,34970.68196257417
2,24426.0,1187,2018-03-01,3111606003001,3111606,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,18.5,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,5.93448456,3.46272377852419,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,29049.06,35337.73,96614.21,53667.0,95862.29000000002,0.0,41821.36338658147
0,24446.0,1188,2018-01-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,30.0,FEATURE_05_VALUE_03,5,0.19125211700342604,0.194069599927863,7.05323781,1.7721070352649295,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,96.5,66.7,100.0,77.1,90.0,1,2018,1,0,43.8,82082.12999999999,65057.27999999999,49061.07,45545.4,1.0,45986.62604746691
1,24448.0,1188,2018-02-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,30.0,FEATURE_05_VALUE_03,5,0.19125211700342604,0.194069599927863,7.05323781,1.7721070352649295,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,96.5,66.7,100.0,77.1,90.0,1,2018,2,0,43.8,82082.12999999999,65057.27999999999,49061.07,64394.42999999999,0.0,34970.68196257417
2,24450.0,1188,2018-03-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,30.0,FEATURE_05_VALUE_03,5,0.19125211700342604,0.194069599927863,7.05323781,1.7721070352649295,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,96.5,66.7,100.0,77.1,90.0,1,2018,3,0,43.8,82082.12999999999,65057.27999999999,49061.07,76079.41,0.0,41821.36338658147
0,24470.0,1189,2018-01-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,32.5,FEATURE_05_VALUE_03,3,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,74177.74,106747.14,185243.3,122056.06,75156.06,1.0,107494.8804223901
1,24472.0,1189,2018-02-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,32.5,FEATURE_05_VALUE_03,3,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,74177.74,106747.14,185243.3,122056.06,90300.72999999998,0.0,84367.13394908841
2,24474.0,1189,2018-03-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,32.5,FEATURE_05_VALUE_03,3,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,74177.74,106747.14,185243.3,122056.06,191929.71999999988,0.0,101601.59410732712
0,24494.0,1190,2018-01-01,4208302003002,4208302,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,39.31,FEATURE_05_VALUE_03,6,0.169939584308514,0.180518442629214,27.15683069,5.25495279300741,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,100.0,100.0,90.6,93.0,1,2018,1,20,163582.89,209212.90999999992,504940.1700000001,292578.6566666667,144869.06,1.0,234713.085175644
1,24496.0,1190,2018-02-01,4208302003002,4208302,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,39.31,FEATURE_05_VALUE_03,6,0.169939584308514,0.180518442629214,27.15683069,5.25495279300741,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,100.0,100.0,90.6,93.0,1,2018,2,20,163582.89,209212.90999999992,504940.1700000001,292578.6566666667,53440.94,0.0,181884.19919109024
2,24498.0,1190,2018-03-01,4208302003002,4208302,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,0,39.31,FEATURE_05_VALUE_03,6,0.169939584308514,0.180518442629214,27.15683069,5.25495279300741,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,90.0,100.0,100.0,90.6,93.0,1,2018,3,20,163582.89,209212.90999999992,504940.1700000001,292578.6566666667,507462.4799999999,0.0,219108.8286315789
0,24518.0,1191,2018-01-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,35.12,FEATURE_05_VALUE_06,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,175879.81000000006,219049.50000000003,365588.82999999984,253506.04666666663,178801.6899999999,1.0,107494.8804223901
1,24520.0,1191,2018-02-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,35.12,FEATURE_05_VALUE_06,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,175879.81000000006,219049.50000000003,365588.82999999984,253506.04666666663,183420.0,0.0,84367.13394908841
2,24522.0,1191,2018-03-01,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,1,35.12,FEATURE_05_VALUE_06,9,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,175879.81000000006,219049.50000000003,365588.82999999984,253506.04666666663,352814.6899999997,0.0,101601.59410732712
0,24542.0,1192,2018-01-01,3507100001001,3507100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,28.56,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,9.04646932,4.34310532030402,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,39883.74,49548.13000000001,103713.5,64381.79,45221.81999999999,1.0,45986.62604746691
1,24544.0,1192,2018-02-01,3507100001001,3507100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,28.56,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,9.04646932,4.34310532030402,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,39883.74,49548.13000000001,103713.5,64381.79,54156.32,0.0,34970.68196257417
2,24546.0,1192,2018-03-01,3507100001001,3507100,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,28.56,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,9.04646932,4.34310532030402,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,39883.74,49548.13000000001,103713.5,64381.79,114516.48,0.0,41821.36338658147
0,24566.0,1193,2018-01-01,3201308005012,3201308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.78,FEATURE_05_VALUE_03,4,0.118748745112078,0.110059743182675,148.70348692,1.30957931074222,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,74661.65,87022.93000000001,142791.58999999994,101492.05666666664,75649.45,1.0,107494.8804223901
1,24568.0,1193,2018-02-01,3201308005012,3201308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.78,FEATURE_05_VALUE_03,4,0.118748745112078,0.110059743182675,148.70348692,1.30957931074222,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,74661.65,87022.93000000001,142791.58999999994,101492.05666666664,72844.05,0.0,84367.13394908841
2,24570.0,1193,2018-03-01,3201308005012,3201308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,0,25.78,FEATURE_05_VALUE_03,4,0.118748745112078,0.110059743182675,148.70348692,1.30957931074222,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,10,74661.65,87022.93000000001,142791.58999999994,101492.05666666664,124473.1,0.0,101601.59410732712
0,24590.0,1194,2018-01-01,2927002003002,2927002,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,25.0,FEATURE_05_VALUE_03,16,0.156398507799793,0.14094424173871806,9.29799532,2.4504398539537795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,0,24268.86,41715.21,55221.50000000001,40401.85666666667,28813.88,1.0,45986.62604746691
1,24592.0,1194,2018-02-01,2927002003002,2927002,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,25.0,FEATURE_05_VALUE_03,16,0.156398507799793,0.14094424173871806,9.29799532,2.4504398539537795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,0,24268.86,41715.21,55221.50000000001,40401.85666666667,37459.34,0.0,34970.68196257417
2,24594.0,1194,2018-03-01,2927002003002,2927002,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,0,25.0,FEATURE_05_VALUE_03,16,0.156398507799793,0.14094424173871806,9.29799532,2.4504398539537795,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,3,0,24268.86,41715.21,55221.50000000001,40401.85666666667,45335.05,0.0,41821.36338658147
0,24614.0,1195,2018-01-01,5002209001001,5002209,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,30.49,FEATURE_05_VALUE_03,3,0.236813321949031,0.266772786154512,6.96743196,4.75127096498313,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,98.5,100.0,100.0,100.0,99.8,1,2018,1,10,82122.3,93099.02999999998,175470.38,116897.23666666665,90473.65999999996,1.0,107494.8804223901
1,24616.0,1195,2018-02-01,5002209001001,5002209,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,30.49,FEATURE_05_VALUE_03,3,0.236813321949031,0.266772786154512,6.96743196,4.75127096498313,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,98.5,100.0,100.0,100.0,99.8,1,2018,2,10,82122.3,93099.02999999998,175470.38,116897.23666666665,91329.55,0.0,84367.13394908841
2,24618.0,1195,2018-03-01,5002209001001,5002209,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,1,30.49,FEATURE_05_VALUE_03,3,0.236813321949031,0.266772786154512,6.96743196,4.75127096498313,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,98.5,100.0,100.0,100.0,99.8,1,2018,3,10,82122.3,93099.02999999998,175470.38,116897.23666666665,162370.28,0.0,101601.59410732712
0,24638.0,1197,2018-01-01,3550308005024,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,34.48,FEATURE_05_VALUE_03,2,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,1,10,59157.72000000001,74605.83,143950.40000000002,92571.3166666667,61009.7,1.0,107494.8804223901
1,24640.0,1197,2018-02-01,3550308005024,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,1,34.48,FEATURE_05_VALUE_03,2,0.190102227825834,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,100.0,86.9,100.0,100.0,91.1,90.5,1,2018,2,10,59157.72000000001,74605.83,143950.40000000002,92571.3166666667,87102.69,0.0,84367.13394908841
