cod_loja,mes,receita
1390,9,7772.380368171026
1390,10,7938.924937537192
1390,11,10006.393896330825
1390,12,21265.142524781375
1448,1,7727.246491545888
1448,2,6483.081762954137
1448,3,7745.515885885898
1448,4,7528.499232628399
1448,5,11576.74703703704
1448,6,9969.159104829205
1448,7,7566.437881305637
1448,8,9212.328341260403
1448,9,7772.380368171026
1448,10,7938.924937537192
1448,11,10006.393896330825
1448,12,21265.142524781375
1524,1,7727.246491545888
1524,2,6483.081762954137
1524,3,7745.515885885898
1524,4,7528.499232628399
1524,5,11576.74703703704
1524,6,9969.159104829205
1524,7,7566.437881305637
1524,8,9212.328341260403
1524,9,7772.380368171026
1524,10,7938.924937537192
1524,11,10006.393896330825
1524,12,21265.142524781375
1930,1,7727.246491545888
1930,2,6483.081762954137
1930,3,7745.515885885898
1930,4,7528.499232628399
1930,5,11576.74703703704
1930,6,9969.159104829205
1930,7,7566.437881305637
1930,8,9212.328341260403
1930,9,7772.380368171026
1930,10,7938.924937537192
1930,11,10006.393896330825
1930,12,21265.142524781375
2096,1,7727.246491545888
2096,2,6483.081762954137
2096,3,7745.515885885898
2096,4,7528.499232628399
2096,5,11576.74703703704
2096,6,9969.159104829205
2096,7,7566.437881305637
2096,8,9212.328341260403
2096,9,7772.380368171026
2096,10,7938.924937537192
2096,11,10006.393896330825
2096,12,21265.142524781375
2136,1,7727.246491545888
2136,2,6483.081762954137
2136,3,7745.515885885898
2136,4,7528.499232628399
2136,5,11576.74703703704
2136,6,9969.159104829205
2136,7,7566.437881305637
2136,8,9212.328341260403
2136,9,7772.380368171026
2136,10,7938.924937537192
2136,11,10006.393896330825
2136,12,21265.142524781375
2152,1,7727.246491545888
2152,2,6483.081762954137
2152,3,7745.515885885898
2152,4,7528.499232628399
2152,5,11576.74703703704
2152,6,9969.159104829205
2152,7,7566.437881305637
2152,8,9212.328341260403
2152,9,7772.380368171026
2152,10,7938.924937537192
2152,11,10006.393896330825
2152,12,21265.142524781375
2153,1,7727.246491545888
2153,2,6483.081762954137
2153,3,7745.515885885898
2153,4,7528.499232628399
2153,5,11576.74703703704
2153,6,9969.159104829205
2153,7,7566.437881305637
2153,8,9212.328341260403
2153,9,7772.380368171026
2153,10,7938.924937537192
2153,11,10006.393896330825
2153,12,21265.142524781375
2163,1,7727.246491545888
2163,2,6483.081762954137
2163,3,7745.515885885898
2163,4,7528.499232628399
2163,5,11576.74703703704
2163,6,9969.159104829205
2163,7,7566.437881305637
2163,8,9212.328341260403
2163,9,7772.380368171026
2163,10,7938.924937537192
2163,11,10006.393896330825
2163,12,21265.142524781375
2284,1,7727.246491545888
2284,2,6483.081762954137
2284,3,7745.515885885898
2284,4,7528.499232628399
2284,5,11576.74703703704
2284,6,9969.159104829205
2284,7,7566.437881305637
2284,8,9212.328341260403
2284,9,7772.380368171026
2284,10,7938.924937537192
2284,11,10006.393896330825
2284,12,21265.142524781375
2382,1,7727.246491545888
2382,2,6483.081762954137
2382,3,7745.515885885898
2382,4,7528.499232628399
2382,5,11576.74703703704
2382,6,9969.159104829205
2382,7,7566.437881305637
2382,8,9212.328341260403
2382,9,7772.380368171026
2382,10,7938.924937537192
2382,11,10006.393896330825
2382,12,21265.142524781375
2527,1,7727.246491545888
2527,2,6483.081762954137
2527,3,7745.515885885898
2527,4,7528.499232628399
2527,5,11576.74703703704
2527,6,9969.159104829205
2527,7,7566.437881305637
2527,8,9212.328341260403
2527,9,7772.380368171026
2527,10,7938.924937537192
2527,11,10006.393896330825
2527,12,21265.142524781375
2934,1,7727.246491545888
2934,2,6483.081762954137
2934,3,7745.515885885898
2934,4,7528.499232628399
2934,5,11576.74703703704
2934,6,9969.159104829205
2934,7,7566.437881305637
2934,8,9212.328341260403
2934,9,7772.380368171026
2934,10,7938.924937537192
2934,11,10006.393896330825
2934,12,21265.142524781375
3464,1,7727.246491545888
3464,2,6483.081762954137
3464,3,7745.515885885898
3464,4,7528.499232628399
3464,5,11576.74703703704
3464,6,9969.159104829205
3464,7,7566.437881305637
3464,8,9212.328341260403
3464,9,7772.380368171026
3464,10,7938.924937537192
3464,11,10006.393896330825
3464,12,21265.142524781375
200,1,6055.915700934576
200,2,5036.923256880731
200,3,6188.563715596328
200,4,5964.356759259258
200,5,8997.126036866357
200,6,7257.81529680365
200,7,5914.279269406394
200,8,7732.68825688073
200,9,5787.519633027522
200,10,5905.7174770642105
200,11,7828.292119815664
200,12,14326.80771689498
201,1,5746.001026894865
201,2,4197.699027611044
201,3,5432.023639661432
201,4,5190.154969915768
201,5,7879.083591293847
201,6,6580.141270783849
201,7,4939.069020807834
201,8,6479.118111111118
201,9,5393.855331695331
201,10,5524.935662650608
201,11,6603.707430303023
201,12,13364.729770253936
514,1,5746.001026894865
514,2,4197.699027611044
514,3,5432.023639661432
514,4,5190.154969915768
514,5,7879.083591293847
514,6,6580.141270783849
514,7,4939.069020807834
514,8,6479.118111111118
514,9,5393.855331695331
514,10,5524.935662650608
514,11,6603.707430303023
514,12,13364.729770253936
522,1,5746.001026894865
522,2,4197.699027611044
522,3,5432.023639661432
522,4,5190.154969915768
522,5,7879.083591293847
522,6,6580.141270783849
522,7,4939.069020807834
522,8,6479.118111111118
522,9,5393.855331695331
522,10,5524.935662650608
522,11,6603.707430303023
522,12,13364.729770253936
1199,1,5746.001026894865
1199,2,4197.699027611044
1199,3,5432.023639661432
1199,4,5190.154969915768
1199,5,7879.083591293847
1199,6,6580.141270783849
1199,7,4939.069020807834
1199,8,6479.118111111118
1199,9,5393.855331695331
1199,10,5524.935662650608
1199,11,6603.707430303023
1199,12,13364.729770253936
1774,1,5746.001026894865
1774,2,4197.699027611044
1774,3,5432.023639661432
1774,4,5190.154969915768
1774,5,7879.083591293847
1774,6,6580.141270783849
1774,7,4939.069020807834
1774,8,6479.118111111118
1774,9,5393.855331695331
1774,10,5524.935662650608
1774,11,6603.707430303023
1774,12,13364.729770253936
1789,1,5746.001026894865
1789,2,4197.699027611044
1789,3,5432.023639661432
1789,4,5190.154969915768
1789,5,7879.083591293847
1789,6,6580.141270783849
1789,7,4939.069020807834
1789,8,6479.118111111118
1789,9,5393.855331695331
1789,10,5524.935662650608
1789,11,6603.707430303023
1789,12,13364.729770253936
2840,1,5746.001026894865
2840,2,4197.699027611044
2840,3,5432.023639661432
2840,4,5190.154969915768
2840,5,7879.083591293847
2840,6,6580.141270783849
2840,7,4939.069020807834
2840,8,6479.118111111118
2840,9,5393.855331695331
2840,10,5524.935662650608
2840,11,6603.707430303023
2840,12,13364.729770253936
3493,1,5746.001026894865
3493,2,4197.699027611044
3493,3,5432.023639661432
3493,4,5190.154969915768
3493,5,7879.083591293847
3493,6,6580.141270783849
3493,7,4939.069020807834
3493,8,6479.118111111118
3493,9,5393.855331695331
3493,10,5524.935662650608
3493,11,6603.707430303023
3493,12,13364.729770253936
3650,1,5746.001026894865
3650,2,4197.699027611044
3650,3,5432.023639661432
3650,4,5190.154969915768
3650,5,7879.083591293847
3650,6,6580.141270783849
3650,7,4939.069020807834
3650,8,6479.118111111118
3650,9,5393.855331695331
3650,10,5524.935662650608
3650,11,6603.707430303023
3650,12,13364.729770253936
202,1,5831.225357142856
202,2,4908.985595238095
202,3,6187.680121951223
202,4,5921.194642857139
202,5,8522.546785714287
202,6,7266.1580952380955
202,7,5842.434166666668
202,8,7341.732891566267
202,9,6171.234024390242
202,10,6138.117738095238
202,11,6779.561547619048
202,12,14960.72976190476
203,1,7469.330618556697
203,2,6134.40329113925
203,3,7419.8990409207245
203,4,7617.602582697208
203,5,11649.065602564106
203,6,9296.639187817264
203,7,7564.946662371144
203,8,9446.853656050953
203,9,7580.391099744254
203,10,7708.752360248448
203,11,9595.958795031067
203,12,18995.88654456656
300,1,7469.330618556697
300,2,6134.40329113925
300,3,7419.8990409207245
300,4,7617.602582697208
300,5,11649.065602564106
300,6,9296.639187817264
300,7,7564.946662371144
300,8,9446.853656050953
300,9,7580.391099744254
300,10,7708.752360248448
300,11,9595.958795031067
300,12,18995.88654456656
327,1,7469.330618556697
327,2,6134.40329113925
327,3,7419.8990409207245
327,4,7617.602582697208
327,5,11649.065602564106
327,6,9296.639187817264
327,7,7564.946662371144
327,8,9446.853656050953
327,9,7580.391099744254
327,10,7708.752360248448
327,11,9595.958795031067
327,12,18995.88654456656
1254,1,7469.330618556697
1254,2,6134.40329113925
1254,3,7419.8990409207245
1254,4,7617.602582697208
1254,5,11649.065602564106
1254,6,9296.639187817264
1254,7,7564.946662371144
1254,8,9446.853656050953
1254,9,7580.391099744254
1254,10,7708.752360248448
1254,11,9595.958795031067
1254,12,18995.88654456656
1531,1,7469.330618556697
1531,2,6134.40329113925
1531,3,7419.8990409207245
1531,4,7617.602582697208
1531,5,11649.065602564106
1531,6,9296.639187817264
1531,7,7564.946662371144
1531,8,9446.853656050953
1531,9,7580.391099744254
1531,10,7708.752360248448
1531,11,9595.958795031067
1531,12,18995.88654456656
2386,1,7469.330618556697
2386,2,6134.40329113925
2386,3,7419.8990409207245
2386,4,7617.602582697208
2386,5,11649.065602564106
2386,6,9296.639187817264
2386,7,7564.946662371144
2386,8,9446.853656050953
2386,9,7580.391099744254
2386,10,7708.752360248448
2386,11,9595.958795031067
2386,12,18995.88654456656
2436,1,7469.330618556697
2436,2,6134.40329113925
2436,3,7419.8990409207245
2436,4,7617.602582697208
2436,5,11649.065602564106
2436,6,9296.639187817264
2436,7,7564.946662371144
2436,8,9446.853656050953
2436,9,7580.391099744254
2436,10,7708.752360248448
2436,11,9595.958795031067
2436,12,18995.88654456656
2763,1,7469.330618556697
2763,2,6134.40329113925
2763,3,7419.8990409207245
2763,4,7617.602582697208
2763,5,11649.065602564106
2763,6,9296.639187817264
2763,7,7564.946662371144
2763,8,9446.853656050953
2763,9,7580.391099744254
2763,10,7708.752360248448
2763,11,9595.958795031067
2763,12,18995.88654456656
213,1,5212.9400000000005
213,2,3660.8189285714284
213,3,4722.446785714285
213,4,4058.904642857142
213,5,6964.482857142857
213,6,6031.330357142857
213,7,5318.257857142856
213,8,5044.843333333335
213,9,4767.9450000000015
213,10,4337.592222222222
213,11,6370.654285714285
213,12,11739.206666666665
215,1,3790.0556734693846
215,2,3029.7862096774193
215,3,3586.037842323649
215,4,3661.2894583333336
215,5,6031.633916666664
215,6,4725.47329166666
215,7,3805.30028340081
215,8,4937.34387755102
215,9,3978.3566942148777
215,10,4026.709508196718
215,11,4898.900447154469
215,12,9648.034696356279
232,1,4616.451689497717
232,2,3748.5577777777767
232,3,4206.356509433963
232,4,4183.265111111111
232,5,6873.799303482584
232,6,5704.63217821782
232,7,4435.861756097559
232,8,5813.252450980391
232,9,4672.756878048779
232,10,4738.236995305164
232,11,5714.914331797234
232,12,10950.409587155968
592,1,4616.451689497717
592,2,3748.5577777777767
592,3,4206.356509433963
592,4,4183.265111111111
592,5,6873.799303482584
592,6,5704.63217821782
592,7,4435.861756097559
592,8,5813.252450980391
592,9,4672.756878048779
592,10,4738.236995305164
592,11,5714.914331797234
592,12,10950.409587155968
1602,1,4616.451689497717
1602,2,3748.5577777777767
1602,3,4206.356509433963
1602,4,4183.265111111111
1602,5,6873.799303482584
1602,6,5704.63217821782
1602,7,4435.861756097559
1602,8,5813.252450980391
1602,9,4672.756878048779
1602,10,4738.236995305164
1602,11,5714.914331797234
1602,12,10950.409587155968
3406,1,4616.451689497717
3406,2,3748.5577777777767
3406,3,4206.356509433963
3406,4,4183.265111111111
3406,5,6873.799303482584
3406,6,5704.63217821782
3406,7,4435.861756097559
3406,8,5813.252450980391
3406,9,4672.756878048779
3406,10,4738.236995305164
3406,11,5714.914331797234
3406,12,10950.409587155968
234,1,3980.4078181818177
234,2,3800.9653703703702
234,3,4899.724909090909
234,4,4810.199464285714
234,5,7527.0846296296295
234,6,6601.266428571429
234,7,4850.107857142856
234,8,6043.812181818183
234,9,4731.957454545455
234,10,4590.036785714284
234,11,5993.421071428571
234,12,11547.284642857147
235,1,8087.2461495327225
235,2,6477.7261352357355
235,3,8596.66710444029
235,4,7782.142137973901
235,5,11261.496735074665
235,6,9712.43893788821
235,7,7850.256003729026
235,8,10260.210698393099
235,9,8275.287141967634
235,10,8475.218125778341
235,11,9540.285162297127
235,12,22201.038130841123
255,1,8087.2461495327225
255,2,6477.7261352357355
255,3,8596.66710444029
255,4,7782.142137973901
255,5,11261.496735074665
255,6,9712.43893788821
255,7,7850.256003729026
255,8,10260.210698393099
255,9,8275.287141967634
255,10,8475.218125778341
255,11,9540.285162297127
255,12,22201.038130841123
652,1,8087.2461495327225
652,2,6477.7261352357355
652,3,8596.66710444029
652,4,7782.142137973901
652,5,11261.496735074665
652,6,9712.43893788821
652,7,7850.256003729026
652,8,10260.210698393099
652,9,8275.287141967634
652,10,8475.218125778341
652,11,9540.285162297127
652,12,22201.038130841123
953,1,8087.2461495327225
953,2,6477.7261352357355
953,3,8596.66710444029
953,4,7782.142137973901
953,5,11261.496735074665
953,6,9712.43893788821
953,7,7850.256003729026
953,8,10260.210698393099
953,9,8275.287141967634
953,10,8475.218125778341
953,11,9540.285162297127
953,12,22201.038130841123
1213,1,8087.2461495327225
1213,2,6477.7261352357355
1213,3,8596.66710444029
1213,4,7782.142137973901
1213,5,11261.496735074665
1213,6,9712.43893788821
1213,7,7850.256003729026
1213,8,10260.210698393099
1213,9,8275.287141967634
1213,10,8475.218125778341
1213,11,9540.285162297127
1213,12,22201.038130841123
1724,1,8087.2461495327225
1724,2,6477.7261352357355
1724,3,8596.66710444029
1724,4,7782.142137973901
1724,5,11261.496735074665
1724,6,9712.43893788821
1724,7,7850.256003729026
1724,8,10260.210698393099
1724,9,8275.287141967634
1724,10,8475.218125778341
1724,11,9540.285162297127
1724,12,22201.038130841123
1743,1,8087.2461495327225
1743,2,6477.7261352357355
1743,3,8596.66710444029
1743,4,7782.142137973901
1743,5,11261.496735074665
1743,6,9712.43893788821
1743,7,7850.256003729026
1743,8,10260.210698393099
1743,9,8275.287141967634
1743,10,8475.218125778341
1743,11,9540.285162297127
1743,12,22201.038130841123
1752,1,8087.2461495327225
1752,2,6477.7261352357355
1752,3,8596.66710444029
1752,4,7782.142137973901
1752,5,11261.496735074665
1752,6,9712.43893788821
1752,7,7850.256003729026
1752,8,10260.210698393099
1752,9,8275.287141967634
1752,10,8475.218125778341
1752,11,9540.285162297127
1752,12,22201.038130841123
2420,1,8087.2461495327225
2420,2,6477.7261352357355
2420,3,8596.66710444029
2420,4,7782.142137973901
2420,5,11261.496735074665
2420,6,9712.43893788821
2420,7,7850.256003729026
2420,8,10260.210698393099
2420,9,8275.287141967634
2420,10,8475.218125778341
2420,11,9540.285162297127
2420,12,22201.038130841123
2423,1,8087.2461495327225
2423,2,6477.7261352357355
2423,3,8596.66710444029
2423,4,7782.142137973901
2423,5,11261.496735074665
2423,6,9712.43893788821
2423,7,7850.256003729026
2423,8,10260.210698393099
2423,9,8275.287141967634
2423,10,8475.218125778341
2423,11,9540.285162297127
2423,12,22201.038130841123
2966,1,8087.2461495327225
2966,2,6477.7261352357355
2966,3,8596.66710444029
2966,4,7782.142137973901
2966,5,11261.496735074665
2966,6,9712.43893788821
2966,7,7850.256003729026
2966,8,10260.210698393099
2966,9,8275.287141967634
2966,10,8475.218125778341
2966,11,9540.285162297127
2966,12,22201.038130841123
3552,1,8087.2461495327225
3552,2,6477.7261352357355
3552,3,8596.66710444029
3552,4,7782.142137973901
3552,5,11261.496735074665
3552,6,9712.43893788821
3552,7,7850.256003729026
3552,8,10260.210698393099
3552,9,8275.287141967634
3552,10,8475.218125778341
3552,11,9540.285162297127
3552,12,22201.038130841123
3559,1,8087.2461495327225
3559,2,6477.7261352357355
3559,3,8596.66710444029
3559,4,7782.142137973901
3559,5,11261.496735074665
3559,6,9712.43893788821
3559,7,7850.256003729026
3559,8,10260.210698393099
3559,9,8275.287141967634
3559,10,8475.218125778341
3559,11,9540.285162297127
3559,12,22201.038130841123
240,1,8356.013619047624
240,2,5801.163271028038
240,3,6085.075794392522
240,4,6690.198301886792
240,5,9195.774150943394
240,6,6997.850761904766
240,7,5172.028543689321
240,8,7881.7738613861375
240,9,5110.785899999999
240,10,7914.446320754718
240,11,10384.944859813086
240,12,14618.745142857137
241,1,4319.28433962264
241,2,2680.008545454546
241,3,3638.505272727272
241,4,4022.7444444444445
241,5,5334.764464285714
241,6,4165.191851851851
241,7,3434.6440740740736
241,8,3839.798148148149
241,9,3717.995714285715
241,10,3088.5274545454554
241,11,5317.212545454548
241,12,5812.633518518519
242,1,7294.097500000002
242,2,5269.638214285716
242,3,7841.979285714287
242,4,7391.889285714286
242,5,7797.540740740741
242,6,7912.480357142857
242,7,6076.6742857142835
242,8,7068.304444444446
242,9,6100.190714285714
242,10,7306.714814814814
242,11,7316.372222222224
242,12,13941.909642857141
254,1,7551.178303571427
254,2,6289.714107142859
254,3,7150.061061946902
254,4,7080.319203539822
254,5,10296.885090909085
254,6,8595.78830357143
254,7,7102.734196428572
254,8,8858.393750000001
254,9,7383.446071428576
254,10,7371.941769911502
254,11,8721.479017857142
254,12,23839.254285714287
1126,1,7551.178303571427
1126,2,6289.714107142859
1126,3,7150.061061946902
1126,4,7080.319203539822
1126,5,10296.885090909085
1126,6,8595.78830357143
1126,7,7102.734196428572
1126,8,8858.393750000001
1126,9,7383.446071428576
1126,10,7371.941769911502
1126,11,8721.479017857142
1126,12,23839.254285714287
2388,1,7551.178303571427
2388,2,6289.714107142859
2388,3,7150.061061946902
2388,4,7080.319203539822
2388,5,10296.885090909085
2388,6,8595.78830357143
2388,7,7102.734196428572
2388,8,8858.393750000001
2388,9,7383.446071428576
2388,10,7371.941769911502
2388,11,8721.479017857142
2388,12,23839.254285714287
261,1,3526.237037037039
261,2,2674.6967857142854
261,3,3275.52875
261,4,3251.7646428571425
261,5,4694.492678571429
261,6,4020.994444444445
261,7,3676.5553703703717
261,8,4175.313999999999
261,9,3400.491607142857
261,10,3161.8903571428577
261,11,4157.715090909092
261,12,8039.111071428574
262,1,4679.8772727272735
262,2,3661.900535714286
262,3,4914.719636363636
262,4,4646.634181818183
262,5,5478.767321428572
262,6,5299.037500000003
262,7,4306.445964912279
262,8,5166.081090909089
262,9,4366.813454545455
262,10,4608.351090909092
262,11,5297.942830188677
262,12,10932.207636363628
2454,1,4679.8772727272735
2454,2,3661.900535714286
2454,3,4914.719636363636
2454,4,4646.634181818183
2454,5,5478.767321428572
2454,6,5299.037500000003
2454,7,4306.445964912279
2454,8,5166.081090909089
2454,9,4366.813454545455
2454,10,4608.351090909092
2454,11,5297.942830188677
2454,12,10932.207636363628
285,1,8722.190946573774
285,2,7061.822454022996
285,3,8413.302604166684
285,4,8623.269574712644
285,5,12787.232069164242
285,6,10260.113797468359
285,7,8180.234061433477
285,8,10632.595769449195
285,9,8399.308824194477
285,10,9017.736287492933
285,11,10632.439600000002
285,12,22046.20994478192
868,1,8722.190946573774
868,2,7061.822454022996
868,3,8413.302604166684
868,4,8623.269574712644
868,5,12787.232069164242
868,6,10260.113797468359
868,7,8180.234061433477
868,8,10632.595769449195
868,9,8399.308824194477
868,10,9017.736287492933
868,11,10632.439600000002
868,12,22046.20994478192
1523,1,8722.190946573774
1523,2,7061.822454022996
1523,3,8413.302604166684
1523,4,8623.269574712644
1523,5,12787.232069164242
1523,6,10260.113797468359
1523,7,8180.234061433477
1523,8,10632.595769449195
1523,9,8399.308824194477
1523,10,9017.736287492933
1523,11,10632.439600000002
1523,12,22046.20994478192
1626,1,8722.190946573774
1626,2,7061.822454022996
1626,3,8413.302604166684
1626,4,8623.269574712644
1626,5,12787.232069164242
1626,6,10260.113797468359
1626,7,8180.234061433477
1626,8,10632.595769449195
1626,9,8399.308824194477
1626,10,9017.736287492933
1626,11,10632.439600000002
1626,12,22046.20994478192
1901,1,8722.190946573774
1901,2,7061.822454022996
1901,3,8413.302604166684
1901,4,8623.269574712644
1901,5,12787.232069164242
1901,6,10260.113797468359
1901,7,8180.234061433477
1901,8,10632.595769449195
1901,9,8399.308824194477
1901,10,9017.736287492933
1901,11,10632.439600000002
1901,12,22046.20994478192
1984,1,8722.190946573774
1984,2,7061.822454022996
1984,3,8413.302604166684
1984,4,8623.269574712644
1984,5,12787.232069164242
1984,6,10260.113797468359
1984,7,8180.234061433477
1984,8,10632.595769449195
1984,9,8399.308824194477
1984,10,9017.736287492933
1984,11,10632.439600000002
1984,12,22046.20994478192
2894,1,8722.190946573774
2894,2,7061.822454022996
2894,3,8413.302604166684
2894,4,8623.269574712644
2894,5,12787.232069164242
2894,6,10260.113797468359
2894,7,8180.234061433477
2894,8,10632.595769449195
2894,9,8399.308824194477
2894,10,9017.736287492933
2894,11,10632.439600000002
2894,12,22046.20994478192
3169,1,8722.190946573774
3169,2,7061.822454022996
3169,3,8413.302604166684
3169,4,8623.269574712644
3169,5,12787.232069164242
3169,6,10260.113797468359
3169,7,8180.234061433477
3169,8,10632.595769449195
3169,9,8399.308824194477
3169,10,9017.736287492933
3169,11,10632.439600000002
3169,12,22046.20994478192
302,1,4933.422784810126
302,2,4160.994814814813
302,3,5148.961374999998
302,4,4878.42373493976
302,5,7196.625499999997
302,6,6585.562682926829
302,7,5176.823414634146
302,8,6359.678024691359
302,9,5438.253734939758
302,10,5486.844999999997
302,11,7179.33950617284
302,12,14729.620853658536
3199,1,4933.422784810126
3199,2,4160.994814814813
3199,3,5148.961374999998
3199,4,4878.42373493976
3199,5,7196.625499999997
3199,6,6585.562682926829
3199,7,5176.823414634146
3199,8,6359.678024691359
3199,9,5438.253734939758
3199,10,5486.844999999997
3199,11,7179.33950617284
3199,12,14729.620853658536
3200,1,4933.422784810126
3200,2,4160.994814814813
3200,3,5148.961374999998
3200,4,4878.42373493976
3200,5,7196.625499999997
3200,6,6585.562682926829
3200,7,5176.823414634146
3200,8,6359.678024691359
3200,9,5438.253734939758
3200,10,5486.844999999997
3200,11,7179.33950617284
3200,12,14729.620853658536
303,1,6755.469999999999
303,2,4392.82862745098
303,3,6027.8158
303,4,5675.083076923077
303,5,8602.70276595745
303,6,8484.746041666664
303,7,6074.0362745098055
303,8,6539.517307692311
303,9,6366.972857142858
303,10,6398.3560416666705
303,11,8502.737346938771
303,12,12447.041
323,1,7372.733993288586
323,2,6101.873648208468
323,3,7140.908655737704
323,4,7192.955986842106
323,5,10608.773921568632
323,6,8551.521720779214
323,7,7324.559767441857
323,8,10100.980236486486
323,9,7163.014333333328
323,10,7574.440668896319
323,11,11095.412188552174
323,12,22932.73473154363
2070,1,7372.733993288586
2070,2,6101.873648208468
2070,3,7140.908655737704
2070,4,7192.955986842106
2070,5,10608.773921568632
2070,6,8551.521720779214
2070,7,7324.559767441857
2070,8,10100.980236486486
2070,9,7163.014333333328
2070,10,7574.440668896319
2070,11,11095.412188552174
2070,12,22932.73473154363
2120,1,7372.733993288586
2120,2,6101.873648208468
2120,3,7140.908655737704
2120,4,7192.955986842106
2120,5,10608.773921568632
2120,6,8551.521720779214
2120,7,7324.559767441857
2120,8,10100.980236486486
2120,9,7163.014333333328
2120,10,7574.440668896319
2120,11,11095.412188552174
2120,12,22932.73473154363
2889,1,7372.733993288586
2889,2,6101.873648208468
2889,3,7140.908655737704
2889,4,7192.955986842106
2889,5,10608.773921568632
2889,6,8551.521720779214
2889,7,7324.559767441857
2889,8,10100.980236486486
2889,9,7163.014333333328
2889,10,7574.440668896319
2889,11,11095.412188552174
2889,12,22932.73473154363
3675,1,7372.733993288586
3675,2,6101.873648208468
3675,3,7140.908655737704
3675,4,7192.955986842106
3675,5,10608.773921568632
3675,6,8551.521720779214
3675,7,7324.559767441857
3675,8,10100.980236486486
3675,9,7163.014333333328
3675,10,7574.440668896319
3675,11,11095.412188552174
3675,12,22932.73473154363
333,1,7034.274
333,2,4892.498571428572
333,3,6092.1814814814825
333,4,6222.687407407408
333,5,8575.577500000001
333,6,7721.857142857143
333,7,6021.99892857143
333,8,7106.125714285715
333,9,5991.041785714285
333,10,6092.918518518519
333,11,7490.618928571429
333,12,13558.304999999997
1274,1,7034.274
1274,2,4892.498571428572
1274,3,6092.1814814814825
1274,4,6222.687407407408
1274,5,8575.577500000001
1274,6,7721.857142857143
1274,7,6021.99892857143
1274,8,7106.125714285715
1274,9,5991.041785714285
1274,10,6092.918518518519
1274,11,7490.618928571429
1274,12,13558.304999999997
334,1,10456.354363636361
334,2,7532.861727272727
334,3,9508.02627272727
334,4,9497.570540540542
334,5,14404.246607142846
334,6,11710.318090909092
334,7,9455.822702702704
334,8,12011.257727272723
334,9,9669.382660550456
334,10,10319.950270270272
334,11,12427.996396396395
334,12,18054.052162162156
339,1,4295.239146341464
339,2,3015.7697590361463
339,3,3747.8846987951815
339,4,3586.392467532467
339,5,5316.654444444442
339,6,4984.916829268293
339,7,4047.723580246914
339,8,4450.902650602408
339,9,4354.233292682926
339,10,3566.608170731707
339,11,6789.231309523806
339,12,7442.728674698797
344,1,7283.215836734695
344,2,5517.5557028112435
344,3,6781.151295546561
344,4,7002.5551229508155
344,5,10967.645887096765
344,6,9791.239593495928
344,7,6572.279672131144
344,8,8898.8581707317
344,9,7076.883603238863
344,10,7426.938595041316
344,11,9071.10800796812
344,12,16985.949271255056
1669,1,7283.215836734695
1669,2,5517.5557028112435
1669,3,6781.151295546561
1669,4,7002.5551229508155
1669,5,10967.645887096765
1669,6,9791.239593495928
1669,7,6572.279672131144
1669,8,8898.8581707317
1669,9,7076.883603238863
1669,10,7426.938595041316
1669,11,9071.10800796812
1669,12,16985.949271255056
355,1,5435.34
355,2,3156.401851851851
355,3,4845.986666666667
355,4,4349.301428571429
355,5,5726.830357142858
355,6,4961.117142857142
355,7,5156.0325
355,8,5649.515925925927
355,9,6145.4625
355,10,4820.983214285713
355,11,7059.487857142857
355,12,7888.632592592594
384,1,11341.028965517242
384,2,8725.364285714286
384,3,9607.803214285712
384,4,9418.369285714287
384,5,14074.61074074074
384,6,11330.236785714285
384,7,9564.771785714287
384,8,10863.806785714285
384,9,10982.981481481484
384,10,9768.080740740741
384,11,11658.457857142852
384,12,21029.531428571423
394,1,9199.30308641975
394,2,7146.171547619049
394,3,9020.369404761903
394,4,7434.551785714284
394,5,13021.641927710843
394,6,10504.734337349395
394,7,7773.864578313254
394,8,9917.241686746991
394,9,8337.380000000005
394,10,8480.78457831325
394,11,9568.826265060243
394,12,22199.118705882338
420,1,3085.924099378882
420,2,2535.5009999999993
420,3,3028.499032258065
420,4,3314.7394871794877
420,5,4747.219685534591
420,6,4240.943354037268
420,7,3123.792901234568
420,8,3717.865370370372
420,9,3423.3788679245276
420,10,3384.758280254777
420,11,3945.6985624999966
420,12,7846.7071428571335
427,1,3953.7470624999987
427,2,2249.041402439025
427,3,2603.5318750000006
427,4,2776.823566878982
427,5,4327.715641025639
427,6,3563.2681249999987
427,7,2593.2922151898724
427,8,3094.2954716981108
427,9,2875.6815822784797
427,10,3019.431582278482
427,11,4759.710124223602
427,12,4362.545714285713
2543,1,3953.7470624999987
2543,2,2249.041402439025
2543,3,2603.5318750000006
2543,4,2776.823566878982
2543,5,4327.715641025639
2543,6,3563.2681249999987
2543,7,2593.2922151898724
2543,8,3094.2954716981108
2543,9,2875.6815822784797
2543,10,3019.431582278482
2543,11,4759.710124223602
2543,12,4362.545714285713
448,1,8756.975597484277
448,2,5040.042621951219
448,3,6404.166273291926
448,4,6508.843291925467
448,5,9517.717073170732
448,6,9520.220609756096
448,7,6216.749691358023
448,8,7614.318170731705
448,9,6779.140853658537
448,10,6754.990490797547
448,11,9570.616012269944
448,12,11164.539207317071
2801,1,8756.975597484277
2801,2,5040.042621951219
2801,3,6404.166273291926
2801,4,6508.843291925467
2801,5,9517.717073170732
2801,6,9520.220609756096
2801,7,6216.749691358023
2801,8,7614.318170731705
2801,9,6779.140853658537
