cod_loja,mes,ano,receita
2958,4,2016,7393.347134831464
2958,4,2017,7517.155415617134
2958,5,2016,10780.57031995935
2958,5,2017,10950.269136047667
2958,6,2016,8885.757712121225
2958,6,2017,9200.546272102152
2958,7,2016,7633.673850429523
2958,7,2017,7119.145614208176
2958,8,2016,8635.287905098432
2958,8,2017,8888.709281110561
2958,9,2016,7341.5836980749855
2958,9,2017,7556.663512051165
2958,10,2016,8229.483324847266
2958,10,2017,7666.27204397801
2958,11,2016,9502.995010121467
2958,11,2017,10054.199786200179
2958,12,2016,16904.522391304334
2958,12,2017,16677.522463414633
3098,1,2016,8611.691848151859
3098,1,2017,7745.343730886844
3098,2,2016,5946.335893574307
3098,2,2017,6294.395032778623
3098,3,2016,7064.739588205406
3098,3,2017,7562.592615694156
3098,4,2016,7393.347134831464
3098,4,2017,7517.155415617134
3098,5,2016,10780.57031995935
3098,5,2017,10950.269136047667
3098,6,2016,8885.757712121225
3098,6,2017,9200.546272102152
3098,7,2016,7633.673850429523
3098,7,2017,7119.145614208176
3098,8,2016,8635.287905098432
3098,8,2017,8888.709281110561
3098,9,2016,7341.5836980749855
3098,9,2017,7556.663512051165
3098,10,2016,8229.483324847266
3098,10,2017,7666.27204397801
3098,11,2016,9502.995010121467
3098,11,2017,10054.199786200179
3098,12,2016,16904.522391304334
3098,12,2017,16677.522463414633
3115,1,2016,8611.691848151859
3115,1,2017,7745.343730886844
3115,2,2016,5946.335893574307
3115,2,2017,6294.395032778623
3115,3,2016,7064.739588205406
3115,3,2017,7562.592615694156
3115,4,2016,7393.347134831464
3115,4,2017,7517.155415617134
3115,5,2016,10780.57031995935
3115,5,2017,10950.269136047667
3115,6,2016,8885.757712121225
3115,6,2017,9200.546272102152
3115,7,2016,7633.673850429523
3115,7,2017,7119.145614208176
3115,8,2016,8635.287905098432
3115,8,2017,8888.709281110561
3115,9,2016,7341.5836980749855
3115,9,2017,7556.663512051165
3115,10,2016,8229.483324847266
3115,10,2017,7666.27204397801
3115,11,2016,9502.995010121467
3115,11,2017,10054.199786200179
3115,12,2016,16904.522391304334
3115,12,2017,16677.522463414633
3294,1,2016,8611.691848151859
3294,1,2017,7745.343730886844
3294,2,2016,5946.335893574307
3294,2,2017,6294.395032778623
3294,3,2016,7064.739588205406
3294,3,2017,7562.592615694156
3294,4,2016,7393.347134831464
3294,4,2017,7517.155415617134
3294,5,2016,10780.57031995935
3294,5,2017,10950.269136047667
3294,6,2016,8885.757712121225
3294,6,2017,9200.546272102152
3294,7,2016,7633.673850429523
3294,7,2017,7119.145614208176
3294,8,2016,8635.287905098432
3294,8,2017,8888.709281110561
3294,9,2016,7341.5836980749855
3294,9,2017,7556.663512051165
3294,10,2016,8229.483324847266
3294,10,2017,7666.27204397801
3294,11,2016,9502.995010121467
3294,11,2017,10054.199786200179
3294,12,2016,16904.522391304334
3294,12,2017,16677.522463414633
3353,1,2016,8611.691848151859
3353,1,2017,7745.343730886844
3353,2,2016,5946.335893574307
3353,2,2017,6294.395032778623
3353,3,2016,7064.739588205406
3353,3,2017,7562.592615694156
3353,4,2016,7393.347134831464
3353,4,2017,7517.155415617134
3353,5,2016,10780.57031995935
3353,5,2017,10950.269136047667
3353,6,2016,8885.757712121225
3353,6,2017,9200.546272102152
3353,7,2016,7633.673850429523
3353,7,2017,7119.145614208176
3353,8,2016,8635.287905098432
3353,8,2017,8888.709281110561
3353,9,2016,7341.5836980749855
3353,9,2017,7556.663512051165
3353,10,2016,8229.483324847266
3353,10,2017,7666.27204397801
3353,11,2016,9502.995010121467
3353,11,2017,10054.199786200179
3353,12,2016,16904.522391304334
3353,12,2017,16677.522463414633
3436,1,2016,8611.691848151859
3436,1,2017,7745.343730886844
3436,2,2016,5946.335893574307
3436,2,2017,6294.395032778623
3436,3,2016,7064.739588205406
3436,3,2017,7562.592615694156
3436,4,2016,7393.347134831464
3436,4,2017,7517.155415617134
3436,5,2016,10780.57031995935
3436,5,2017,10950.269136047667
3436,6,2016,8885.757712121225
3436,6,2017,9200.546272102152
3436,7,2016,7633.673850429523
3436,7,2017,7119.145614208176
3436,8,2016,8635.287905098432
3436,8,2017,8888.709281110561
3436,9,2016,7341.5836980749855
3436,9,2017,7556.663512051165
3436,10,2016,8229.483324847266
3436,10,2017,7666.27204397801
3436,11,2016,9502.995010121467
3436,11,2017,10054.199786200179
3436,12,2016,16904.522391304334
3436,12,2017,16677.522463414633
3484,1,2016,8611.691848151859
3484,1,2017,7745.343730886844
3484,2,2016,5946.335893574307
3484,2,2017,6294.395032778623
3484,3,2016,7064.739588205406
3484,3,2017,7562.592615694156
3484,4,2016,7393.347134831464
3484,4,2017,7517.155415617134
3484,5,2016,10780.57031995935
3484,5,2017,10950.269136047667
3484,6,2016,8885.757712121225
3484,6,2017,9200.546272102152
3484,7,2016,7633.673850429523
3484,7,2017,7119.145614208176
3484,8,2016,8635.287905098432
3484,8,2017,8888.709281110561
3484,9,2016,7341.5836980749855
3484,9,2017,7556.663512051165
3484,10,2016,8229.483324847266
3484,10,2017,7666.27204397801
3484,11,2016,9502.995010121467
3484,11,2017,10054.199786200179
3484,12,2016,16904.522391304334
3484,12,2017,16677.522463414633
3626,1,2016,8611.691848151859
3626,1,2017,7745.343730886844
3626,2,2016,5946.335893574307
3626,2,2017,6294.395032778623
3626,3,2016,7064.739588205406
3626,3,2017,7562.592615694156
3626,4,2016,7393.347134831464
3626,4,2017,7517.155415617134
3626,5,2016,10780.57031995935
3626,5,2017,10950.269136047667
3626,6,2016,8885.757712121225
3626,6,2017,9200.546272102152
3626,7,2016,7633.673850429523
3626,7,2017,7119.145614208176
3626,8,2016,8635.287905098432
3626,8,2017,8888.709281110561
3626,9,2016,7341.5836980749855
3626,9,2017,7556.663512051165
3626,10,2016,8229.483324847266
3626,10,2017,7666.27204397801
3626,11,2016,9502.995010121467
3626,11,2017,10054.199786200179
3626,12,2016,16904.522391304334
3626,12,2017,16677.522463414633
3672,1,2016,8611.691848151859
3672,1,2017,7745.343730886844
3672,2,2016,5946.335893574307
3672,2,2017,6294.395032778623
3672,3,2016,7064.739588205406
3672,3,2017,7562.592615694156
3672,4,2016,7393.347134831464
3672,4,2017,7517.155415617134
3672,5,2016,10780.57031995935
3672,5,2017,10950.269136047667
3672,6,2016,8885.757712121225
3672,6,2017,9200.546272102152
3672,7,2016,7633.673850429523
3672,7,2017,7119.145614208176
3672,8,2016,8635.287905098432
3672,8,2017,8888.709281110561
3672,9,2016,7341.5836980749855
3672,9,2017,7556.663512051165
3672,10,2016,8229.483324847266
3672,10,2017,7666.27204397801
3672,11,2016,9502.995010121467
3672,11,2017,10054.199786200179
3672,12,2016,16904.522391304334
3672,12,2017,16677.522463414633
857,1,2016,7975.119642857144
857,1,2017,8546.478928571427
857,2,2016,6488.0032142857135
857,2,2017,6786.5875
857,3,2016,7651.461111111106
857,3,2017,8808.216785714283
857,4,2016,6248.891785714286
857,4,2017,7581.313928571427
857,5,2016,9452.225714285714
857,5,2017,10632.443571428566
857,6,2016,8077.375925925925
857,6,2017,8528.564827586206
857,7,2016,7598.29392857143
857,7,2017,7020.663928571429
857,8,2016,9378.13814814815
857,8,2017,10275.89925925926
857,9,2016,7419.25142857143
857,9,2017,7893.677142857144
857,10,2016,7395.567499999998
857,10,2017,7764.379642857142
857,11,2016,9138.070357142853
857,11,2017,11553.424642857139
857,12,2016,20477.322142857152
857,12,2017,22566.28785714287
861,1,2016,3642.7357142857145
861,1,2017,4319.439166666666
861,2,2016,2304.107857142857
861,2,2017,3541.0784615384614
861,3,2016,3412.135384615385
861,3,2017,5364.514615384615
861,4,2016,3573.055
861,4,2017,3945.2064285714287
861,5,2016,4931.596428571429
861,5,2017,5730.779285714286
861,6,2016,4315.113571428571
861,6,2017,4958.812142857144
861,7,2016,3571.8115384615385
861,7,2017,3629.8564285714283
861,8,2016,3256.0642857142857
861,8,2017,4067.719285714285
861,9,2016,2814.7685714285712
861,9,2017,4116.09
861,10,2016,3869.809285714285
861,10,2017,3251.5
861,11,2016,8278.815384615384
861,11,2017,6500.452142857144
861,12,2016,7377.99857142857
861,12,2017,6671.595000000001
866,1,2016,12317.709520958075
866,1,2017,12513.61357142856
866,2,2016,9180.299107142855
866,2,2017,10532.428875
866,3,2016,11162.382814371249
866,3,2017,12924.787388535035
866,4,2016,11380.692289156617
866,4,2017,12296.578373493976
866,5,2016,16671.810414201183
866,5,2017,18407.13278106511
866,6,2016,14040.970179640719
866,6,2017,15981.422848484843
866,7,2016,11883.318988095238
866,7,2017,12700.423493975894
866,8,2016,13824.865952380947
866,8,2017,15502.371524390253
866,9,2016,11547.998633540374
866,9,2017,12865.326380368098
866,10,2016,12884.862407407401
866,10,2017,13061.94603658536
866,11,2016,14503.710812500003
866,11,2017,16672.203192771074
866,12,2016,28103.688562499992
866,12,2017,28268.91988023955
3057,1,2016,12317.709520958075
3057,1,2017,12513.61357142856
3057,2,2016,9180.299107142855
3057,2,2017,10532.428875
3057,3,2016,11162.382814371249
3057,3,2017,12924.787388535035
3057,4,2016,11380.692289156617
3057,4,2017,12296.578373493976
3057,5,2016,16671.810414201183
3057,5,2017,18407.13278106511
3057,6,2016,14040.970179640719
3057,6,2017,15981.422848484843
3057,7,2016,11883.318988095238
3057,7,2017,12700.423493975894
3057,8,2016,13824.865952380947
3057,8,2017,15502.371524390253
3057,9,2016,11547.998633540374
3057,9,2017,12865.326380368098
3057,10,2016,12884.862407407401
3057,10,2017,13061.94603658536
3057,11,2016,14503.710812500003
3057,11,2017,16672.203192771074
3057,12,2016,28103.688562499992
3057,12,2017,28268.91988023955
885,1,2016,16305.268333333332
885,1,2017,16111.473292682913
885,2,2016,11702.564285714283
885,2,2017,13067.808690476184
885,3,2016,13901.814404761895
885,3,2017,15541.421785714285
885,4,2016,14747.863975903609
885,4,2017,14780.838928571422
885,5,2016,18462.962352941166
885,5,2017,21564.092857142852
885,6,2016,16077.907738095235
885,6,2017,18043.034470588238
885,7,2016,14187.883690476176
885,7,2017,14537.82807228915
885,8,2016,17076.495176470587
885,8,2017,18706.31144578312
885,9,2016,13688.572650602397
885,9,2017,15423.4582142857
885,10,2016,15668.33433734938
885,10,2017,15795.548333333314
885,11,2016,16861.280823529403
885,11,2017,19393.557380952378
885,12,2016,42776.46917647062
885,12,2017,43772.382261904844
929,1,2016,12739.843818181807
929,1,2017,11215.094386792456
929,2,2016,7381.915067873301
929,2,2017,9730.791314553986
929,3,2016,9912.344054054049
929,3,2017,10489.618990384606
929,4,2016,10792.768499999991
929,4,2017,10732.182788461541
929,5,2016,15112.094766355129
929,5,2017,16677.783221153844
929,6,2016,12804.830666666667
929,6,2017,12225.685693779908
929,7,2016,11281.601084905658
929,7,2017,10560.289278846156
929,8,2016,13076.510330188681
929,8,2017,13112.710047619055
929,9,2016,11056.103615023481
929,9,2017,12463.09600961538
929,10,2016,11442.325118483415
929,10,2017,11264.054162679422
929,11,2016,13921.398075117384
929,11,2017,15022.464485981312
929,12,2016,22646.460233644877
929,12,2017,19478.94767772512
1861,1,2016,12739.843818181807
1861,1,2017,11215.094386792456
1861,2,2016,7381.915067873301
1861,2,2017,9730.791314553986
1861,3,2016,9912.344054054049
1861,3,2017,10489.618990384606
1861,4,2016,10792.768499999991
1861,4,2017,10732.182788461541
1861,5,2016,15112.094766355129
1861,5,2017,16677.783221153844
1861,6,2016,12804.830666666667
1861,6,2017,12225.685693779908
1861,7,2016,11281.601084905658
1861,7,2017,10560.289278846156
1861,8,2016,13076.510330188681
1861,8,2017,13112.710047619055
1861,9,2016,11056.103615023481
1861,9,2017,12463.09600961538
1861,10,2016,11442.325118483415
1861,10,2017,11264.054162679422
1861,11,2016,13921.398075117384
1861,11,2017,15022.464485981312
1861,12,2016,22646.460233644877
1861,12,2017,19478.94767772512
2452,1,2016,12739.843818181807
2452,1,2017,11215.094386792456
2452,2,2016,7381.915067873301
2452,2,2017,9730.791314553986
2452,3,2016,9912.344054054049
2452,3,2017,10489.618990384606
2452,4,2016,10792.768499999991
2452,4,2017,10732.182788461541
2452,5,2016,15112.094766355129
2452,5,2017,16677.783221153844
2452,6,2016,12804.830666666667
2452,6,2017,12225.685693779908
2452,7,2016,11281.601084905658
2452,7,2017,10560.289278846156
2452,8,2016,13076.510330188681
2452,8,2017,13112.710047619055
2452,9,2016,11056.103615023481
2452,9,2017,12463.09600961538
2452,10,2016,11442.325118483415
2452,10,2017,11264.054162679422
2452,11,2016,13921.398075117384
2452,11,2017,15022.464485981312
2452,12,2016,22646.460233644877
2452,12,2017,19478.94767772512
936,1,2016,3634.1492857142853
936,1,2017,3369.2442857142855
936,2,2016,2288.405714285714
936,2,2017,2418.449230769231
936,3,2016,2728.0014285714283
936,3,2017,2655.1721428571427
936,4,2016,2975.5007142857144
936,4,2017,2453.766923076923
936,5,2016,3569.7900000000004
936,5,2017,3383.2400000000002
936,6,2016,3619.273076923077
936,6,2017,2455.29
936,7,2016,2339.4521428571425
936,7,2017,1822.8671428571429
936,8,2016,2988.0792857142865
936,8,2017,3369.233571428572
936,9,2016,2814.363076923077
936,9,2017,1566.8492307692309
936,10,2016,3196.197142857143
936,10,2017,1819.303571428571
936,11,2016,3427.4321428571425
936,11,2017,3828.3961538461535
936,12,2016,5363.96642857143
936,12,2017,4003.625714285714
953,1,2016,8764.295925925928
953,1,2017,8623.758461538462
953,2,2016,7532.108518518518
953,2,2017,6670.311071428571
953,3,2016,8707.978888888889
953,3,2017,10768.904615384612
953,4,2016,7976.434074074075
953,4,2017,9700.931923076918
953,5,2016,12356.959285714289
953,5,2017,13048.418148148148
953,6,2016,11449.302692307694
953,6,2017,12566.864444444445
953,7,2016,7667.307857142855
953,7,2017,9136.465555555556
953,8,2016,11090.131785714288
953,8,2017,11326.020357142856
953,9,2016,8426.268888888888
953,9,2017,8584.55
953,10,2016,8422.186071428569
953,10,2017,9586.982962962964
953,11,2016,9232.67851851852
953,11,2017,10572.752692307693
953,12,2016,23175.666785714275
953,12,2017,22896.676538461532
1025,1,2016,11464.180476190473
1025,1,2017,10312.189879518077
1025,2,2016,8771.16892857143
1025,2,2017,8756.839285714284
1025,3,2016,10080.424819277108
1025,3,2017,11322.074523809519
1025,4,2016,11497.048214285716
1025,4,2017,10798.390476190478
1025,5,2016,15866.158915662641
1025,5,2017,17389.041309523796
1025,6,2016,12825.790470588234
1025,6,2017,14822.367023809516
1025,7,2016,10368.544166666663
1025,7,2017,10262.789759036143
1025,8,2016,13549.99630952381
1025,8,2017,14923.309506172835
1025,9,2016,10492.97369047619
1025,9,2017,11513.820714285708
1025,10,2016,11751.351807228906
1025,10,2017,11617.902650602407
1025,11,2016,12036.177499999989
1025,11,2017,14434.427674418597
1025,12,2016,33542.330714285716
1025,12,2017,35818.08120481933
3415,1,2016,11464.180476190473
3415,1,2017,10312.189879518077
3415,2,2016,8771.16892857143
3415,2,2017,8756.839285714284
3415,3,2016,10080.424819277108
3415,3,2017,11322.074523809519
3415,4,2016,11497.048214285716
3415,4,2017,10798.390476190478
3415,5,2016,15866.158915662641
3415,5,2017,17389.041309523796
3415,6,2016,12825.790470588234
3415,6,2017,14822.367023809516
3415,7,2016,10368.544166666663
3415,7,2017,10262.789759036143
3415,8,2016,13549.99630952381
3415,8,2017,14923.309506172835
3415,9,2016,10492.97369047619
3415,9,2017,11513.820714285708
3415,10,2016,11751.351807228906
3415,10,2017,11617.902650602407
3415,11,2016,12036.177499999989
3415,11,2017,14434.427674418597
3415,12,2016,33542.330714285716
3415,12,2017,35818.08120481933
1027,1,2016,12465.278189749197
1027,1,2017,11089.64859823399
1027,2,2016,9352.633934065938
1027,2,2017,9212.67576673867
1027,3,2016,11800.63033003302
1027,3,2017,11837.602172523942
1027,4,2016,11686.266421514823
1027,4,2017,10853.48665964173
1027,5,2016,16737.25317339147
1027,5,2017,16806.28528221513
1027,6,2016,14164.4150989011
1027,6,2017,13590.614258474592
1027,7,2016,12251.312409638542
1027,7,2017,10716.261645299137
1027,8,2016,13133.171295681064
1027,8,2017,13593.150546623812
1027,9,2016,11935.839944134093
1027,9,2017,11005.584856230034
1027,10,2016,12439.366648106901
1027,10,2017,11168.27525695931
1027,11,2016,14001.705944134093
1027,11,2017,14287.231841004179
1027,12,2016,28599.0892316017
1027,12,2017,27786.400052410896
1308,1,2016,12465.278189749197
1308,1,2017,11089.64859823399
1308,2,2016,9352.633934065938
1308,2,2017,9212.67576673867
1308,3,2016,11800.63033003302
1308,3,2017,11837.602172523942
1308,4,2016,11686.266421514823
1308,4,2017,10853.48665964173
1308,5,2016,16737.25317339147
1308,5,2017,16806.28528221513
1308,6,2016,14164.4150989011
1308,6,2017,13590.614258474592
1308,7,2016,12251.312409638542
1308,7,2017,10716.261645299137
1308,8,2016,13133.171295681064
1308,8,2017,13593.150546623812
1308,9,2016,11935.839944134093
1308,9,2017,11005.584856230034
1308,10,2016,12439.366648106901
1308,10,2017,11168.27525695931
1308,11,2016,14001.705944134093
1308,11,2017,14287.231841004179
1308,12,2016,28599.0892316017
1308,12,2017,27786.400052410896
2046,1,2016,12465.278189749197
2046,1,2017,11089.64859823399
2046,2,2016,9352.633934065938
2046,2,2017,9212.67576673867
2046,3,2016,11800.63033003302
2046,3,2017,11837.602172523942
2046,4,2016,11686.266421514823
2046,4,2017,10853.48665964173
2046,5,2016,16737.25317339147
2046,5,2017,16806.28528221513
2046,6,2016,14164.4150989011
2046,6,2017,13590.614258474592
2046,7,2016,12251.312409638542
2046,7,2017,10716.261645299137
2046,8,2016,13133.171295681064
2046,8,2017,13593.150546623812
2046,9,2016,11935.839944134093
2046,9,2017,11005.584856230034
2046,10,2016,12439.366648106901
2046,10,2017,11168.27525695931
2046,11,2016,14001.705944134093
2046,11,2017,14287.231841004179
2046,12,2016,28599.0892316017
2046,12,2017,27786.400052410896
2461,1,2016,12465.278189749197
2461,1,2017,11089.64859823399
2461,2,2016,9352.633934065938
2461,2,2017,9212.67576673867
2461,3,2016,11800.63033003302
2461,3,2017,11837.602172523942
2461,4,2016,11686.266421514823
2461,4,2017,10853.48665964173
2461,5,2016,16737.25317339147
2461,5,2017,16806.28528221513
2461,6,2016,14164.4150989011
2461,6,2017,13590.614258474592
2461,7,2016,12251.312409638542
2461,7,2017,10716.261645299137
2461,8,2016,13133.171295681064
2461,8,2017,13593.150546623812
2461,9,2016,11935.839944134093
2461,9,2017,11005.584856230034
2461,10,2016,12439.366648106901
2461,10,2017,11168.27525695931
2461,11,2016,14001.705944134093
2461,11,2017,14287.231841004179
2461,12,2016,28599.0892316017
2461,12,2017,27786.400052410896
2689,1,2016,12465.278189749197
2689,1,2017,11089.64859823399
2689,2,2016,9352.633934065938
2689,2,2017,9212.67576673867
2689,3,2016,11800.63033003302
2689,3,2017,11837.602172523942
2689,4,2016,11686.266421514823
2689,4,2017,10853.48665964173
2689,5,2016,16737.25317339147
2689,5,2017,16806.28528221513
2689,6,2016,14164.4150989011
2689,6,2017,13590.614258474592
2689,7,2016,12251.312409638542
2689,7,2017,10716.261645299137
2689,8,2016,13133.171295681064
2689,8,2017,13593.150546623812
2689,9,2016,11935.839944134093
2689,9,2017,11005.584856230034
2689,10,2016,12439.366648106901
2689,10,2017,11168.27525695931
2689,11,2016,14001.705944134093
2689,11,2017,14287.231841004179
2689,12,2016,28599.0892316017
2689,12,2017,27786.400052410896
2702,1,2016,12465.278189749197
2702,1,2017,11089.64859823399
2702,2,2016,9352.633934065938
2702,2,2017,9212.67576673867
2702,3,2016,11800.63033003302
2702,3,2017,11837.602172523942
2702,4,2016,11686.266421514823
2702,4,2017,10853.48665964173
2702,5,2016,16737.25317339147
2702,5,2017,16806.28528221513
2702,6,2016,14164.4150989011
2702,6,2017,13590.614258474592
2702,7,2016,12251.312409638542
2702,7,2017,10716.261645299137
2702,8,2016,13133.171295681064
2702,8,2017,13593.150546623812
2702,9,2016,11935.839944134093
2702,9,2017,11005.584856230034
2702,10,2016,12439.366648106901
2702,10,2017,11168.27525695931
2702,11,2016,14001.705944134093
2702,11,2017,14287.231841004179
2702,12,2016,28599.0892316017
2702,12,2017,27786.400052410896
2779,1,2016,12465.278189749197
2779,1,2017,11089.64859823399
2779,2,2016,9352.633934065938
2779,2,2017,9212.67576673867
2779,3,2016,11800.63033003302
2779,3,2017,11837.602172523942
2779,4,2016,11686.266421514823
2779,4,2017,10853.48665964173
2779,5,2016,16737.25317339147
2779,5,2017,16806.28528221513
2779,6,2016,14164.4150989011
2779,6,2017,13590.614258474592
2779,7,2016,12251.312409638542
2779,7,2017,10716.261645299137
2779,8,2016,13133.171295681064
2779,8,2017,13593.150546623812
2779,9,2016,11935.839944134093
2779,9,2017,11005.584856230034
2779,10,2016,12439.366648106901
2779,10,2017,11168.27525695931
2779,11,2016,14001.705944134093
2779,11,2017,14287.231841004179
2779,12,2016,28599.0892316017
2779,12,2017,27786.400052410896
2792,1,2016,12465.278189749197
2792,1,2017,11089.64859823399
2792,2,2016,9352.633934065938
2792,2,2017,9212.67576673867
2792,3,2016,11800.63033003302
2792,3,2017,11837.602172523942
2792,4,2016,11686.266421514823
2792,4,2017,10853.48665964173
2792,5,2016,16737.25317339147
2792,5,2017,16806.28528221513
2792,6,2016,14164.4150989011
2792,6,2017,13590.614258474592
2792,7,2016,12251.312409638542
2792,7,2017,10716.261645299137
2792,8,2016,13133.171295681064
2792,8,2017,13593.150546623812
2792,9,2016,11935.839944134093
2792,9,2017,11005.584856230034
2792,10,2016,12439.366648106901
2792,10,2017,11168.27525695931
2792,11,2016,14001.705944134093
2792,11,2017,14287.231841004179
2792,12,2016,28599.0892316017
2792,12,2017,27786.400052410896
2877,1,2016,12465.278189749197
2877,1,2017,11089.64859823399
2877,2,2016,9352.633934065938
2877,2,2017,9212.67576673867
2877,3,2016,11800.63033003302
2877,3,2017,11837.602172523942
2877,4,2016,11686.266421514823
2877,4,2017,10853.48665964173
2877,5,2016,16737.25317339147
2877,5,2017,16806.28528221513
2877,6,2016,14164.4150989011
2877,6,2017,13590.614258474592
2877,7,2016,12251.312409638542
2877,7,2017,10716.261645299137
2877,8,2016,13133.171295681064
2877,8,2017,13593.150546623812
2877,9,2016,11935.839944134093
2877,9,2017,11005.584856230034
2877,10,2016,12439.366648106901
2877,10,2017,11168.27525695931
2877,11,2016,14001.705944134093
2877,11,2017,14287.231841004179
2877,12,2016,28599.0892316017
2877,12,2017,27786.400052410896
3004,1,2016,12465.278189749197
3004,1,2017,11089.64859823399
3004,2,2016,9352.633934065938
3004,2,2017,9212.67576673867
3004,3,2016,11800.63033003302
3004,3,2017,11837.602172523942
3004,4,2016,11686.266421514823
3004,4,2017,10853.48665964173
3004,5,2016,16737.25317339147
3004,5,2017,16806.28528221513
3004,6,2016,14164.4150989011
3004,6,2017,13590.614258474592
3004,7,2016,12251.312409638542
3004,7,2017,10716.261645299137
3004,8,2016,13133.171295681064
3004,8,2017,13593.150546623812
3004,9,2016,11935.839944134093
3004,9,2017,11005.584856230034
3004,10,2016,12439.366648106901
3004,10,2017,11168.27525695931
3004,11,2016,14001.705944134093
3004,11,2017,14287.231841004179
3004,12,2016,28599.0892316017
3004,12,2017,27786.400052410896
3008,1,2016,12465.278189749197
3008,1,2017,11089.64859823399
3008,2,2016,9352.633934065938
3008,2,2017,9212.67576673867
3008,3,2016,11800.63033003302
3008,3,2017,11837.602172523942
3008,4,2016,11686.266421514823
3008,4,2017,10853.48665964173
3008,5,2016,16737.25317339147
3008,5,2017,16806.28528221513
3008,6,2016,14164.4150989011
3008,6,2017,13590.614258474592
3008,7,2016,12251.312409638542
3008,7,2017,10716.261645299137
3008,8,2016,13133.171295681064
3008,8,2017,13593.150546623812
3008,9,2016,11935.839944134093
3008,9,2017,11005.584856230034
3008,10,2016,12439.366648106901
3008,10,2017,11168.27525695931
3008,11,2016,14001.705944134093
3008,11,2017,14287.231841004179
3008,12,2016,28599.0892316017
3008,12,2017,27786.400052410896
3661,1,2016,12465.278189749197
3661,1,2017,11089.64859823399
3661,2,2016,9352.633934065938
3661,2,2017,9212.67576673867
3661,3,2016,11800.63033003302
3661,3,2017,11837.602172523942
3661,4,2016,11686.266421514823
3661,4,2017,10853.48665964173
3661,5,2016,16737.25317339147
3661,5,2017,16806.28528221513
3661,6,2016,14164.4150989011
3661,6,2017,13590.614258474592
3661,7,2016,12251.312409638542
3661,7,2017,10716.261645299137
3661,8,2016,13133.171295681064
3661,8,2017,13593.150546623812
3661,9,2016,11935.839944134093
3661,9,2017,11005.584856230034
3661,10,2016,12439.366648106901
3661,10,2017,11168.27525695931
3661,11,2016,14001.705944134093
3661,11,2017,14287.231841004179
3661,12,2016,28599.0892316017
3661,12,2017,27786.400052410896
1094,1,2016,4097.935
1094,1,2017,4120.113571428572
1094,2,2016,3059.3137037037036
1094,2,2017,3353.9075000000003
1094,3,2016,3877.232592592592
1094,3,2017,4420.370357142859
1094,4,2016,4122.2532142857135
1094,4,2017,4660.4328
1094,5,2016,6348.123333333335
1094,5,2017,7216.759615384616
1094,6,2016,5087.866153846155
1094,6,2017,5676.098148148146
1094,7,2016,3868.0792592592593
1094,7,2017,3828.9582142857143
1094,8,2016,4589.229285714286
1094,8,2017,5342.019230769232
1094,9,2016,4239.5142857142855
1094,9,2017,4460.918888888889
1094,10,2016,4292.311428571429
1094,10,2017,4257.841538461539
1094,11,2016,5188.956923076922
1094,11,2017,5148.575925925926
1094,12,2016,8417.66148148148
1094,12,2017,9096.791851851855
1106,1,2016,16395.577380952378
1106,1,2017,15041.423499999994
1106,2,2016,11660.622380952376
1106,2,2017,12571.039390243897
1106,3,2016,14972.637976190466
1106,3,2017,16035.734457831328
1106,4,2016,14924.959285714278
1106,4,2017,15219.591084337342
1106,5,2016,21764.836585365847
1106,5,2017,22981.82202380952
1106,6,2016,17119.30607142857
1106,6,2017,18692.5438095238
1106,7,2016,15161.059761904751
1106,7,2017,15157.537804878044
1106,8,2016,16963.036785714277
1106,8,2017,19022.55304878048
1106,9,2016,14904.100476190464
1106,9,2017,16000.432439024387
1106,10,2016,16582.292976190467
1106,10,2017,15479.103902439016
1106,11,2016,18213.215833333325
1106,11,2017,19409.847857142857
1106,12,2016,40864.54517647057
1106,12,2017,42448.132857142904
2380,1,2016,16395.577380952378
2380,1,2017,15041.423499999994
2380,2,2016,11660.622380952376
2380,2,2017,12571.039390243897
2380,3,2016,14972.637976190466
2380,3,2017,16035.734457831328
2380,4,2016,14924.959285714278
2380,4,2017,15219.591084337342
2380,5,2016,21764.836585365847
2380,5,2017,22981.82202380952
2380,6,2016,17119.30607142857
2380,6,2017,18692.5438095238
2380,7,2016,15161.059761904751
2380,7,2017,15157.537804878044
2380,8,2016,16963.036785714277
2380,8,2017,19022.55304878048
2380,9,2016,14904.100476190464
2380,9,2017,16000.432439024387
2380,10,2016,16582.292976190467
2380,10,2017,15479.103902439016
2380,11,2016,18213.215833333325
2380,11,2017,19409.847857142857
2380,12,2016,40864.54517647057
2380,12,2017,42448.132857142904
1109,1,2016,8563.266829268292
1109,1,2017,8165.390731707316
1109,2,2016,7024.242380952381
1109,2,2017,7133.493902439024
1109,3,2016,7577.4571428571435
1109,3,2017,8438.28536585366
1109,4,2016,7883.316428571429
1109,4,2017,8866.220249999998
1109,5,2016,10855.842857142858
1109,5,2017,12530.991951219508
1109,6,2016,8908.067317073173
1109,6,2017,10002.80857142857
1109,7,2016,7681.160714285715
1109,7,2017,7828.447142857143
1109,8,2016,10169.700975609754
1109,8,2017,10969.607619047618
1109,9,2016,7950.722142857143
1109,9,2017,8924.681904761903
1109,10,2016,8626.093809523807
1109,10,2017,9283.568809523807
1109,11,2016,10071.327317073168
1109,11,2017,11696.829047619045
1109,12,2016,22153.762380952372
1109,12,2017,24818.358536585343
1114,1,2016,14585.652499999995
