"cod_mun","nome_mun","impostos_liq"
"4206306","Guabiruba (SC)","186136"
"4206405","Guaraciaba (SC)","19834"
"4206504","Guaramirim (SC)","206228"
"4206603","Guarujá do Sul (SC)","17367"
"4206652","Guatambú (SC)","28036"
"4206702","Herval d'Oeste (SC)","34256"
"4206751","Ibiam (SC)","2703"
"4206801","Ibicaré (SC)","6415"
"4206900","Ibirama (SC)","38897"
"4207007","Içara (SC)","296050"
"4207106","Ilhota (SC)","175505"
"4207205","Imaruí (SC)","5624"
"4207304","Imbituba (SC)","221423"
"4207403","Imbuia (SC)","6943"
"4207502","Indaial (SC)","357486"
"4207577","Iomerê (SC)","9732"
"4207601","Ipira (SC)","3320"
"4207650","Iporã do Oeste (SC)","15169"
"4207684","Ipuaçu (SC)","15207"
"4207700","Ipumirim (SC)","30167"
"4207759","Iraceminha (SC)","4216"
"4207809","Irani (SC)","15099"
"4207858","Irati (SC)","1676"
"4207908","Irineópolis (SC)","13886"
"4208005","Itá (SC)","21074"
"4208104","Itaiópolis (SC)","49412"
"4208203","Itajaí (SC)","7819743"
"4208302","Itapema (SC)","154079"
"4208401","Itapiranga (SC)","73061"
"4208450","Itapoá (SC)","79859"
"4208500","Ituporanga (SC)","73703"
"4208609","Jaborá (SC)","9379"
"4208708","Jacinto Machado (SC)","29564"
"4208807","Jaguaruna (SC)","31552"
"4208906","Jaraguá do Sul (SC)","1341049"
"4208955","Jardinópolis (SC)","1397"
"4209003","Joaçaba (SC)","185086"
"4209102","Joinville (SC)","5255870"
"4209151","José Boiteux (SC)","4729"
"4209177","Jupiá (SC)","2998"
"4209201","Lacerdópolis (SC)","7660"
"4209300","Lages (SC)","541487"
"4209409","Laguna (SC)","51460"
"4209458","Lajeado Grande (SC)","1389"
"4209508","Laurentino (SC)","35130"
"4209607","Lauro Müller (SC)","18768"
"4209706","Lebon Régis (SC)","9731"
"4209805","Leoberto Leal (SC)","3110"
"4209854","Lindóia do Sul (SC)","4548"
"4209904","Lontras (SC)","26942"
"4210001","Luiz Alves (SC)","103050"
"4210035","Luzerna (SC)","15565"
"4210050","Macieira (SC)","1578"
"4210100","Mafra (SC)","145933"
"4210209","Major Gercino (SC)","1826"
"4210308","Major Vieira (SC)","9280"
"4210407","Maracajá (SC)","18062"
"4210506","Maravilha (SC)","142669"
"4210555","Marema (SC)","2090"
"4210605","Massaranduba (SC)","58638"
"4210704","Matos Costa (SC)","1461"
"4210803","Meleiro (SC)","18671"
"4210852","Mirim Doce (SC)","3105"
"4210902","Modelo (SC)","6448"
"4211009","Mondaí (SC)","67748"
"4211058","Monte Carlo (SC)","7050"
"4211108","Monte Castelo (SC)","14178"
"4211207","Morro da Fumaça (SC)","93500"
"4211256","Morro Grande (SC)","11368"
"4211306","Navegantes (SC)","765371"
"4211405","Nova Erechim (SC)","11780"
"4211454","Nova Itaberaba (SC)","12905"
"4211504","Nova Trento (SC)","59452"
"4211603","Nova Veneza (SC)","99106"
"4211652","Novo Horizonte (SC)","5552"
"4211702","Orleans (SC)","117925"
"4211751","Otacílio Costa (SC)","62458"
"4211801","Ouro (SC)","10730"
"4211850","Ouro Verde (SC)","3412"
"4211876","Paial (SC)","1643"
"4211892","Painel (SC)","1324"
"4211900","Palhoça (SC)","745957"
"4212007","Palma Sola (SC)","15131"
"4212056","Palmeira (SC)","9007"
"4212106","Palmitos (SC)","55834"
"4212205","Papanduva (SC)","49944"
"4212239","Paraíso (SC)","5924"
"4212254","Passo de Torres (SC)","8003"
"4212270","Passos Maia (SC)","7390"
"4212304","Paulo Lopes (SC)","11737"
"4212403","Pedras Grandes (SC)","6769"
"4212502","Penha (SC)","64961"
"4212601","Peritiba (SC)","6817"
"4212650","Pescaria Brava (SC)","11308"
"4212700","Petrolândia (SC)","9041"
"4212809","Balneário Piçarras (SC)","213955"
"4212908","Pinhalzinho (SC)","131276"
"4213005","Pinheiro Preto (SC)","31303"
"4213104","Piratuba (SC)","11007"
"4213153","Planalto Alegre (SC)","4026"
"4213203","Pomerode (SC)","443480"
"4213302","Ponte Alta (SC)","5973"
"4213351","Ponte Alta do Norte (SC)","9274"
"4213401","Ponte Serrada (SC)","12543"
"4213500","Porto Belo (SC)","110014"
"4213609","Porto União (SC)","56531"
"4213708","Pouso Redondo (SC)","51580"
"4213807","Praia Grande (SC)","9844"
"4213906","Presidente Castello Branco (SC)","1818"
"4214003","Presidente Getúlio (SC)","55068"
"4214102","Presidente Nereu (SC)","1543"
"4214151","Princesa (SC)","6250"
"4214201","Quilombo (SC)","30568"
"4214300","Rancho Queimado (SC)","6811"
"4214409","Rio das Antas (SC)","9458"
"4214508","Rio do Campo (SC)","8528"
"4214607","Rio do Oeste (SC)","11509"
"4214706","Rio dos Cedros (SC)","34952"
"4214805","Rio do Sul (SC)","308248"
"4214904","Rio Fortuna (SC)","11244"
"4215000","Rio Negrinho (SC)","103336"
"4215059","Rio Rufino (SC)","1871"
"4215075","Riqueza (SC)","5753"
"4215109","Rodeio (SC)","36303"
"4215208","Romelândia (SC)","3214"
"4215307","Salete (SC)","11564"
"4215356","Saltinho (SC)","2730"
"4215406","Salto Veloso (SC)","17438"
"4215455","Sangão (SC)","34159"
"4215505","Santa Cecília (SC)","36453"
"4215554","Santa Helena (SC)","4305"
"4215604","Santa Rosa de Lima (SC)","3061"
"4215653","Santa Rosa do Sul (SC)","8650"
"4215679","Santa Terezinha (SC)","6331"
"4215687","Santa Terezinha do Progresso (SC)","2097"
"4215695","Santiago do Sul (SC)","1342"
"4215703","Santo Amaro da Imperatriz (SC)","51557"
"4215752","São Bernardino (SC)","3109"
"4215802","São Bento do Sul (SC)","342530"
"4215901","São Bonifácio (SC)","3807"
"4216008","São Carlos (SC)","22050"
"4216057","São Cristóvão do Sul (SC)","16694"
"4216107","São Domingos (SC)","19144"
"4216206","São Francisco do Sul (SC)","749328"
"4216255","São João do Oeste (SC)","18663"
"4216305","São João Batista (SC)","91725"
"4216354","São João do Itaperiú (SC)","15891"
"4216404","São João do Sul (SC)","9698"
"4216503","São Joaquim (SC)","41358"
"4216602","São José (SC)","2107748"
"4216701","São José do Cedro (SC)","28477"
"4216800","São José do Cerrito (SC)","8734"
"4216909","São Lourenço do Oeste (SC)","135289"
"4217006","São Ludgero (SC)","83228"
"4217105","São Martinho (SC)","5195"
"4217154","São Miguel da Boa Vista (SC)","1125"
"4217204","São Miguel do Oeste (SC)","141805"
"4217253","São Pedro de Alcântara (SC)","4411"
"4217303","Saudades (SC)","35318"
"4217402","Schroeder (SC)","55344"
"4217501","Seara (SC)","91310"
"4217550","Serra Alta (SC)","4668"
"4217600","Siderópolis (SC)","33290"
"4217709","Sombrio (SC)","66582"
"4217758","Sul Brasil (SC)","2166"
"4217808","Taió (SC)","63370"
"4217907","Tangará (SC)","44524"
"4217956","Tigrinhos (SC)","1368"
"4218004","Tijucas (SC)","241671"
"4218103","Timbé do Sul (SC)","8176"
"4218202","Timbó (SC)","260798"
"4218251","Timbó Grande (SC)","10167"
"4218301","Três Barras (SC)","119941"
"4218350","Treviso (SC)","9259"
"4218400","Treze de Maio (SC)","8697"
"4218509","Treze Tílias (SC)","88294"
"4218608","Trombudo Central (SC)","28282"
"4218707","Tubarão (SC)","351074"
"4218756","Tunápolis (SC)","5169"
"4218806","Turvo (SC)","51391"
"4218855","União do Oeste (SC)","2156"
"4218905","Urubici (SC)","12203"
"4218954","Urupema (SC)","2334"
"4219002","Urussanga (SC)","124134"
"4219101","Vargeão (SC)","10481"
"4219150","Vargem (SC)","1735"
"4219176","Vargem Bonita (SC)","43933"
"4219200","Vidal Ramos (SC)","20819"
"4219309","Videira (SC)","269149"
"4219358","Vitor Meireles (SC)","6100"
"4219408","Witmarsum (SC)","6571"
"4219507","Xanxerê (SC)","176634"
"4219606","Xavantina (SC)","11140"
"4219705","Xaxim (SC)","103248"
"4219853","Zortéa (SC)","2913"
"4220000","Balneário Rincão (SC)","16346"
"4300034","Aceguá (RS)","15302"
"4300059","Água Santa (RS)","26052"
"4300109","Agudo (RS)","44842"
"4300208","Ajuricaba (RS)","20565"
"4300307","Alecrim (RS)","4599"
"4300406","Alegrete (RS)","137663"
"4300455","Alegria (RS)","8709"
"4300471","Almirante Tamandaré do Sul (RS)","8152"
"4300505","Alpestre (RS)","5791"
"4300554","Alto Alegre (RS)","4105"
"4300570","Alto Feliz (RS)","7299"
"4300604","Alvorada (RS)","222944"
"4300638","Amaral Ferrador (RS)","2719"
"4300646","Ametista do Sul (RS)","5194"
"4300661","André da Rocha (RS)","2903"
"4300703","Anta Gorda (RS)","22127"
"4300802","Antônio Prado (RS)","73034"
"4300851","Arambaré (RS)","3977"
"4300877","Araricá (RS)","18293"
"4300901","Aratiba (RS)","11106"
"4301008","Arroio do Meio (RS)","181251"
"4301057","Arroio do Sal (RS)","15332"
"4301073","Arroio do Padre (RS)","2290"
"4301107","Arroio dos Ratos (RS)","13996"
"4301206","Arroio do Tigre (RS)","18704"
"4301305","Arroio Grande (RS)","24528"
"4301404","Arvorezinha (RS)","16532"
"4301503","Augusto Pestana (RS)","21655"
"4301552","Áurea (RS)","5615"
"4301602","Bagé (RS)","292309"
"4301636","Balneário Pinhal (RS)","13778"
"4301651","Barão (RS)","23423"
"4301701","Barão de Cotegipe (RS)","20317"
"4301750","Barão do Triunfo (RS)","3662"
"4301800","Barracão (RS)","8597"
"4301859","Barra do Guarita (RS)","1322"
"4301875","Barra do Quaraí (RS)","8340"
"4301909","Barra do Ribeiro (RS)","24987"
"4301925","Barra do Rio Azul (RS)","1351"
"4301958","Barra Funda (RS)","10852"
"4302006","Barros Cassal (RS)","7227"
"4302055","Benjamin Constant do Sul (RS)","863"
"4302105","Bento Gonçalves (RS)","778463"
"4302154","Boa Vista das Missões (RS)","6908"
"4302204","Boa Vista do Buricá (RS)","13352"
"4302220","Boa Vista do Cadeado (RS)","12085"
"4302238","Boa Vista do Incra (RS)","7096"
"4302253","Boa Vista do Sul (RS)","9442"
"4302303","Bom Jesus (RS)","17371"
"4302352","Bom Princípio (RS)","87290"
"4302378","Bom Progresso (RS)","3108"
"4302402","Bom Retiro do Sul (RS)","25388"
"4302451","Boqueirão do Leão (RS)","3954"
"4302501","Bossoroca (RS)","17874"
"4302584","Bozano (RS)","9253"
"4302600","Braga (RS)","5452"
"4302659","Brochier (RS)","4689"
"4302709","Butiá (RS)","24512"
"4302808","Caçapava do Sul (RS)","68916"
"4302907","Cacequi (RS)","13610"
"4303004","Cachoeira do Sul (RS)","156493"
"4303103","Cachoeirinha (RS)","918946"
"4303202","Cacique Doble (RS)","3178"
"4303301","Caibaté (RS)","12555"
"4303400","Caiçara (RS)","2800"
"4303509","Camaquã (RS)","223093"
"4303558","Camargo (RS)","22914"
"4303608","Cambará do Sul (RS)","11123"
"4303673","Campestre da Serra (RS)","29657"
"4303707","Campina das Missões (RS)","6890"
"4303806","Campinas do Sul (RS)","11318"
"4303905","Campo Bom (RS)","665521"
"4304002","Campo Novo (RS)","23157"
"4304101","Campos Borges (RS)","5889"
"4304200","Candelária (RS)","54406"
"4304309","Cândido Godói (RS)","15702"
"4304358","Candiota (RS)","91397"
"4304408","Canela (RS)","85999"
"4304507","Canguçu (RS)","61857"
"4304606","Canoas (RS)","2319881"
"4304614","Canudos do Vale (RS)","1385"
"4304622","Capão Bonito do Sul (RS)","5070"
"4304630","Capão da Canoa (RS)","106549"
"4304655","Capão do Cipó (RS)","13151"
"4304663","Capão do Leão (RS)","46236"
"4304671","Capivari do Sul (RS)","20160"
"4304689","Capela de Santana (RS)","22900"
"4304697","Capitão (RS)","1598"
"4304705","Carazinho (RS)","388532"
"4304713","Caraá (RS)","3963"
"4304804","Carlos Barbosa (RS)","488716"
"4304853","Carlos Gomes (RS)","782"
"4304903","Casca (RS)","50785"
"4304952","Caseiros (RS)","10993"
"4305009","Catuípe (RS)","22578"
"4305108","Caxias do Sul (RS)","3423420"
"4305116","Centenário (RS)","2599"
"4305124","Cerrito (RS)","3724"
"4305132","Cerro Branco (RS)","1944"
"4305157","Cerro Grande (RS)","1007"
"4305173","Cerro Grande do Sul (RS)","9486"
"4305207","Cerro Largo (RS)","114291"
"4305306","Chapada (RS)","29119"
"4305355","Charqueadas (RS)","103835"
"4305371","Charrua (RS)","1893"
"4305405","Chiapetta (RS)","8226"
"4305439","Chuí (RS)","29025"
"4305447","Chuvisca (RS)","2691"
"4305454","Cidreira (RS)","16154"
"4305504","Ciríaco (RS)","4905"
"4305587","Colinas (RS)","3944"
"4305603","Colorado (RS)","10065"
"4305702","Condor (RS)","25072"
"4305801","Constantina (RS)","20627"
"4305835","Coqueiro Baixo (RS)","952"
"4305850","Coqueiros do Sul (RS)","5103"
"4305871","Coronel Barros (RS)","18016"
"4305900","Coronel Bicaco (RS)","15286"
"4305934","Coronel Pilar (RS)","1234"
"4305959","Cotiporã (RS)","8235"
"4305975","Coxilha (RS)","6912"
"4306007","Crissiumal (RS)","25031"
"4306056","Cristal (RS)","9627"
"4306072","Cristal do Sul (RS)","1407"
"4306106","Cruz Alta (RS)","452557"
"4306130","Cruzaltense (RS)","3292"
"4306205","Cruzeiro do Sul (RS)","41615"
"4306304","David Canabarro (RS)","6534"
"4306320","Derrubadas (RS)","2223"
"4306353","Dezesseis de Novembro (RS)","1217"
"4306379","Dilermando de Aguiar (RS)","2277"
"4306403","Dois Irmãos (RS)","306722"
"4306429","Dois Irmãos das Missões (RS)","2669"
"4306452","Dois Lajeados (RS)","5090"
"4306502","Dom Feliciano (RS)","10911"
"4306551","Dom Pedro de Alcântara (RS)","4469"
"4306601","Dom Pedrito (RS)","89543"
"4306700","Dona Francisca (RS)","4310"
"4306734","Doutor Maurício Cardoso (RS)","11952"
"4306759","Doutor Ricardo (RS)","4143"
"4306767","Eldorado do Sul (RS)","383503"
"4306809","Encantado (RS)","109402"
"4306908","Encruzilhada do Sul (RS)","28109"
"4306924","Engenho Velho (RS)","2136"
"4306932","Entre-Ijuís (RS)","27661"
"4306957","Entre Rios do Sul (RS)","3567"
"4306973","Erebango (RS)","8253"
"4307005","Erechim (RS)","642964"
"4307054","Ernestina (RS)","10093"
"4307104","Herval (RS)","4791"
"4307203","Erval Grande (RS)","5923"
"4307302","Erval Seco (RS)","16535"
"4307401","Esmeralda (RS)","7887"
"4307450","Esperança do Sul (RS)","3279"
"4307500","Espumoso (RS)","63680"
"4307559","Estação (RS)","44933"
"4307609","Estância Velha (RS)","147216"
"4307708","Esteio (RS)","508848"
"4307807","Estrela (RS)","165827"
"4307815","Estrela Velha (RS)","6728"
"4307831","Eugênio de Castro (RS)","10588"
"4307864","Fagundes Varela (RS)","5991"
"4307906","Farroupilha (RS)","595119"
"4308003","Faxinal do Soturno (RS)","14068"
"4308052","Faxinalzinho (RS)","1935"
"4308078","Fazenda Vilanova (RS)","11968"
"4308102","Feliz (RS)","47850"
"4308201","Flores da Cunha (RS)","259506"
"4308250","Floriano Peixoto (RS)","1908"
"4308300","Fontoura Xavier (RS)","8214"
"4308409","Formigueiro (RS)","11257"
"4308433","Forquetinha (RS)","1664"
"4308458","Fortaleza dos Valos (RS)","15335"
"4308508","Frederico Westphalen (RS)","108402"
"4308607","Garibaldi (RS)","331444"
"4308656","Garruchos (RS)","4424"
"4308706","Gaurama (RS)","24881"
"4308805","General Câmara (RS)","5713"
"4308854","Gentil (RS)","7150"
"4308904","Getúlio Vargas (RS)","37568"
"4309001","Giruá (RS)","50153"
"4309050","Glorinha (RS)","34039"
"4309100","Gramado (RS)","192874"
"4309126","Gramado dos Loureiros (RS)","1014"
"4309159","Gramado Xavier (RS)","1402"
"4309209","Gravataí (RS)","3296158"
"4309258","Guabiju (RS)","3244"
"4309308","Guaíba (RS)","1716162"
"4309407","Guaporé (RS)","78135"
"4309506","Guarani das Missões (RS)","28433"
"4309555","Harmonia (RS)","18559"
"4309571","Herveiras (RS)","1475"
"4309605","Horizontina (RS)","388033"
"4309654","Hulha Negra (RS)","16374"
"4309704","Humaitá (RS)","10420"
"4309753","Ibarama (RS)","3353"
"4309803","Ibiaçá (RS)","18877"
"4309902","Ibiraiaras (RS)","25709"
"4309951","Ibirapuitã (RS)","3781"
"4310009","Ibirubá (RS)","97402"
"4310108","Igrejinha (RS)","213403"
"4310207","Ijuí (RS)","327653"
"4310306","Ilópolis (RS)","7002"
"4310330","Imbé (RS)","31259"
"4310363","Imigrante (RS)","30182"
"4310405","Independência (RS)","20514"
"4310413","Inhacorá (RS)","2460"
"4310439","Ipê (RS)","8719"
"4310462","Ipiranga do Sul (RS)","3524"
"4310504","Iraí (RS)","14699"
"4310538","Itaara (RS)","4824"
"4310553","Itacurubi (RS)","2078"
"4310579","Itapuca (RS)","751"
"4310603","Itaqui (RS)","123006"
"4310652","Itati (RS)","1635"
"4310702","Itatiba do Sul (RS)","2465"
"4310751","Ivorá (RS)","1236"
"4310801","Ivoti (RS)","140930"
"4310850","Jaboticaba (RS)","3589"
"4310876","Jacuizinho (RS)","1760"
"4310900","Jacutinga (RS)","6641"
"4311007","Jaguarão (RS)","43000"
"4311106","Jaguari (RS)","13126"
"4311122","Jaquirana (RS)","2609"
"4311130","Jari (RS)","2817"
"4311155","Jóia (RS)","18706"
"4311205","Júlio de Castilhos (RS)","128992"
"4311239","Lagoa Bonita do Sul (RS)","1327"
"4311254","Lagoão (RS)","2154"
"4311270","Lagoa dos Três Cantos (RS)","4093"
"4311304","Lagoa Vermelha (RS)","86170"
"4311403","Lajeado (RS)","552799"
"4311429","Lajeado do Bugre (RS)","932"
"4311502","Lavras do Sul (RS)","6635"
"4311601","Liberato Salzano (RS)","7336"
"4311627","Lindolfo Collor (RS)","23104"
"4311643","Linha Nova (RS)","1151"
"4311700","Machadinho (RS)","8872"
"4311718","Maçambará (RS)","9141"
"4311734","Mampituba (RS)","1401"
"4311759","Manoel Viana (RS)","10654"
"4311775","Maquiné (RS)","6262"
"4311791","Maratá (RS)","4548"
"4311809","Marau (RS)","221455"
"4311908","Marcelino Ramos (RS)","6351"
"4311981","Mariana Pimentel (RS)","3111"
"4312005","Mariano Moro (RS)","2415"
"4312054","Marques de Souza (RS)","4498"
"4312104","Mata (RS)","6158"
"4312138","Mato Castelhano (RS)","5261"
"4312153","Mato Leitão (RS)","10620"
"4312179","Mato Queimado (RS)","1302"
"4312203","Maximiliano de Almeida (RS)","4534"
"4312252","Minas do Leão (RS)","23620"
"4312302","Miraguaí (RS)","10239"
"4312351","Montauri (RS)","5477"
"4312377","Monte Alegre dos Campos (RS)","2599"
"4312385","Monte Belo do Sul (RS)","8186"
"4312401","Montenegro (RS)","561842"
"4312427","Mormaço (RS)","6593"
"4312443","Morrinhos do Sul (RS)","2221"
"4312450","Morro Redondo (RS)","8352"
"4312476","Morro Reuter (RS)","15602"
"4312500","Mostardas (RS)","15247"
"4312609","Muçum (RS)","23108"
"4312617","Muitos Capões (RS)","12347"
"4312625","Muliterno (RS)","1480"
"4312658","Não-Me-Toque (RS)","144838"
"4312674","Nicolau Vergueiro (RS)","5251"
"4312708","Nonoai (RS)","35346"
"4312757","Nova Alvorada (RS)","28926"
"4312807","Nova Araçá (RS)","23705"
"4312906","Nova Bassano (RS)","39780"
"4312955","Nova Boa Vista (RS)","7338"
"4313003","Nova Bréscia (RS)","5597"
"4313011","Nova Candelária (RS)","16449"
"4313037","Nova Esperança do Sul (RS)","9122"
"4313060","Nova Hartz (RS)","65982"
"4313086","Nova Pádua (RS)","4737"
"4313102","Nova Palma (RS)","22530"
"4313201","Nova Petrópolis (RS)","87870"
"4313300","Nova Prata (RS)","151985"
"4313334","Nova Ramada (RS)","7247"
"4313359","Nova Roma do Sul (RS)","10708"
"4313375","Nova Santa Rita (RS)","267782"
"4313391","Novo Cabrais (RS)","4526"
"4313409","Novo Hamburgo (RS)","1162819"
"4313425","Novo Machado (RS)","6368"
"4313441","Novo Tiradentes (RS)","1830"
"4313466","Novo Xingu (RS)","1983"
"4313490","Novo Barreiro (RS)","4276"
"4313508","Osório (RS)","415600"
"4313607","Paim Filho (RS)","4784"
"4313656","Palmares do Sul (RS)","33323"
"4313706","Palmeira das Missões (RS)","124802"
"4313805","Palmitinho (RS)","8156"
"4313904","Panambi (RS)","208090"
"4313953","Pantano Grande (RS)","26975"
"4314001","Paraí (RS)","34869"
"4314027","Paraíso do Sul (RS)","7485"
"4314035","Pareci Novo (RS)","7979"
"4314050","Parobé (RS)","105469"
"4314068","Passa Sete (RS)","3685"
"4314076","Passo do Sobrado (RS)","12538"
"4314100","Passo Fundo (RS)","1182822"
"4314134","Paulo Bento (RS)","7601"
"4314159","Paverama (RS)","12533"
"4314175","Pedras Altas (RS)","2084"
"4314209","Pedro Osório (RS)","6662"
"4314308","Pejuçara (RS)","9759"
"4314407","Pelotas (RS)","814429"
"4314423","Picada Café (RS)","33446"
"4314456","Pinhal (RS)","4725"
"4314464","Pinhal da Serra (RS)","24909"
"4314472","Pinhal Grande (RS)","8806"
"4314498","Pinheirinho do Vale (RS)","2871"
"4314506","Pinheiro Machado (RS)","16531"
"4314548","Pinto Bandeira (RS)","4713"
"4314555","Pirapó (RS)","1789"
"4314605","Piratini (RS)","19538"
"4314704","Planalto (RS)","12364"
"4314753","Poço das Antas (RS)","6480"
"4314779","Pontão (RS)","9618"
"4314787","Ponte Preta (RS)","2541"
"4314803","Portão (RS)","154624"
"4314902","Porto Alegre (RS)","10600233"
"4315008","Porto Lucena (RS)","3846"
"4315057","Porto Mauá (RS)","2607"
"4315073","Porto Vera Cruz (RS)","879"
"4315107","Porto Xavier (RS)","9377"
"4315131","Pouso Novo (RS)","1609"
"4315149","Presidente Lucena (RS)","11319"
"4315156","Progresso (RS)","4576"
"4315172","Protásio Alves (RS)","2327"
"4315206","Putinga (RS)","4503"
"4315305","Quaraí (RS)","25073"
"4315313","Quatro Irmãos (RS)","3737"
"4315321","Quevedos (RS)","7371"
"4315354","Quinze de Novembro (RS)","8184"
"4315404","Redentora (RS)","6441"
"4315453","Relvado (RS)","1531"
"4315503","Restinga Sêca (RS)","28211"
"4315552","Rio dos Índios (RS)","3779"
"4315602","Rio Grande (RS)","1611229"
"4315701","Rio Pardo (RS)","58127"
"4315750","Riozinho (RS)","10810"
"4315800","Roca Sales (RS)","30347"
"4315909","Rodeio Bonito (RS)","25162"
"4315958","Rolador (RS)","2684"
"4316006","Rolante (RS)","61017"
"4316105","Ronda Alta (RS)","20924"
"4316204","Rondinha (RS)","9576"
"4316303","Roque Gonzales (RS)","7302"
"4316402","Rosário do Sul (RS)","66075"
"4316428","Sagrada Família (RS)","2589"
"4316436","Saldanha Marinho (RS)","9804"
"4316451","Salto do Jacuí (RS)","17990"
"4316477","Salvador das Missões (RS)","10415"
"4316501","Salvador do Sul (RS)","36471"
"4316600","Sananduva (RS)","54869"
"4316709","Santa Bárbara do Sul (RS)","50830"
"4316733","Santa Cecília do Sul (RS)","1482"
"4316758","Santa Clara do Sul (RS)","19111"
"4316808","Santa Cruz do Sul (RS)","2327245"
"4316907","Santa Maria (RS)","691012"
"4316956","Santa Maria do Herval (RS)","32341"
"4316972","Santa Margarida do Sul (RS)","6720"
"4317004","Santana da Boa Vista (RS)","5796"
"4317103","Sant'Ana do Livramento (RS)","138670"
"4317202","Santa Rosa (RS)","333992"
"4317251","Santa Tereza (RS)","1609"
"4317301","Santa Vitória do Palmar (RS)","51413"
"4317400","Santiago (RS)","97451"
"4317509","Santo Ângelo (RS)","219183"
"4317558","Santo Antônio do Palma (RS)","4307"
"4317608","Santo Antônio da Patrulha (RS)","144436"
"4317707","Santo Antônio das Missões (RS)","17549"
"4317756","Santo Antônio do Planalto (RS)","3903"
"4317806","Santo Augusto (RS)","63269"
"4317905","Santo Cristo (RS)","56219"
"4317954","Santo Expedito do Sul (RS)","1737"
"4318002","São Borja (RS)","154714"
"4318051","São Domingos do Sul (RS)","3409"
"4318101","São Francisco de Assis (RS)","20399"
"4318200","São Francisco de Paula (RS)","32166"
"4318309","São Gabriel (RS)","135344"
"4318408","São Jerônimo (RS)","47104"
"4318424","São João da Urtiga (RS)","9012"
"4318432","São João do Polêsine (RS)","5002"
"4318440","São Jorge (RS)","3566"
"4318457","São José das Missões (RS)","2479"
"4318465","São José do Herval (RS)","4414"
"4318481","São José do Hortêncio (RS)","9824"
"4318499","São José do Inhacorá (RS)","6304"
"4318507","São José do Norte (RS)","19560"
"4318606","São José do Ouro (RS)","21477"
"4318614","São José do Sul (RS)","6309"
"4318622","São José dos Ausentes (RS)","2978"
"4318705","São Leopoldo (RS)","1183435"
"4318804","São Lourenço do Sul (RS)","77673"
"4318903","São Luiz Gonzaga (RS)","95176"
"4319000","São Marcos (RS)","106853"
"4319109","São Martinho (RS)","27200"
"4319125","São Martinho da Serra (RS)","8582"
"4319158","São Miguel das Missões (RS)","21982"
"4319208","São Nicolau (RS)","5141"
"4319307","São Paulo das Missões (RS)","5322"
"4319356","São Pedro da Serra (RS)","5297"
"4319364","São Pedro das Missões (RS)","2291"
"4319372","São Pedro do Butiá (RS)","3965"
"4319406","São Pedro do Sul (RS)","27014"
"4319505","São Sebastião do Caí (RS)","75423"
"4319604","São Sepé (RS)","66764"
"4319703","São Valentim (RS)","4995"
"4319711","São Valentim do Sul (RS)","2764"
"4319737","São Valério do Sul (RS)","976"
"4319752","São Vendelino (RS)","5982"
"4319802","São Vicente do Sul (RS)","9986"
"4319901","Sapiranga (RS)","332797"
"4320008","Sapucaia do Sul (RS)","376122"
"4320107","Sarandi (RS)","94732"
"4320206","Seberi (RS)","28512"
"4320230","Sede Nova (RS)","5866"
"4320263","Segredo (RS)","3342"
"4320305","Selbach (RS)","21990"
"4320321","Senador Salgado Filho (RS)","5565"
"4320354","Sentinela do Sul (RS)","4130"
"4320404","Serafina Corrêa (RS)","68087"
"4320453","Sério (RS)","1083"
"4320503","Sertão (RS)","9615"
"4320552","Sertão Santana (RS)","16241"
"4320578","Sete de Setembro (RS)","1575"
"4320602","Severiano de Almeida (RS)","5203"
"4320651","Silveira Martins (RS)","2976"
"4320677","Sinimbu (RS)","11073"
"4320701","Sobradinho (RS)","30123"
"4320800","Soledade (RS)","70118"
"4320859","Tabaí (RS)","3300"
"4320909","Tapejara (RS)","119831"
"4321006","Tapera (RS)","47381"
"4321105","Tapes (RS)","20240"
"4321204","Taquara (RS)","110122"
"4321303","Taquari (RS)","77608"
"4321329","Taquaruçu do Sul (RS)","8792"
"4321352","Tavares (RS)","3855"
"4321402","Tenente Portela (RS)","28036"
"4321436","Terra de Areia (RS)","20138"
"4321451","Teutônia (RS)","154845"
"4321469","Tio Hugo (RS)","10192"
"4321477","Tiradentes do Sul (RS)","8611"
"4321493","Toropi (RS)","3105"
"4321501","Torres (RS)","79517"
"4321600","Tramandaí (RS)","71495"
"4321626","Travesseiro (RS)","2238"
"4321634","Três Arroios (RS)","3805"
"4321667","Três Cachoeiras (RS)","22315"
"4321709","Três Coroas (RS)","128554"
"4321808","Três de Maio (RS)","107994"
"4321832","Três Forquilhas (RS)","1539"
"4321857","Três Palmeiras (RS)","6691"
"4321907","Três Passos (RS)","81107"
"4321956","Trindade do Sul (RS)","11567"
"4322004","Triunfo (RS)","1803723"
"4322103","Tucunduva (RS)","16657"
"4322152","Tunas (RS)","2903"
"4322186","Tupanci do Sul (RS)","1180"
"4322202","Tupanciretã (RS)","81015"
"4322251","Tupandi (RS)","39105"
"4322301","Tuparendi (RS)","23561"
"4322327","Turuçu (RS)","4727"
"4322343","Ubiretama (RS)","2299"
"4322350","União da Serra (RS)","1679"
"4322376","Unistalda (RS)","1587"
"4322400","Uruguaiana (RS)","227922"
"4322509","Vacaria (RS)","198426"
"4322525","Vale Verde (RS)","2161"
"4322533","Vale do Sol (RS)","10343"
"4322541","Vale Real (RS)","10643"
"4322558","Vanini (RS)","1687"
