,cod_loja,mes,cnt_feriados
3395,1034,12,1.0
3396,1034,1,1.0
3397,1034,2,0.0
3398,1034,3,0.0
3399,1034,4,2.0
3400,1034,5,1.0
3401,1034,6,0.0
3402,1034,7,0.0
3403,1034,8,0.0
3404,1034,9,1.0
3405,1034,10,1.0
3406,1034,11,2.0
3407,1034,12,1.0
3408,1036,1,1.0
3409,1036,2,0.0
3410,1036,3,0.0
3411,1036,4,1.0
3412,1036,5,1.0
3413,1036,6,0.0
3414,1036,7,0.0
3415,1036,8,0.0
3416,1036,9,1.0
3417,1036,10,1.0
3418,1036,11,2.0
3419,1036,12,1.0
3420,1036,1,1.0
3421,1036,2,0.0
3422,1036,3,0.0
3423,1036,4,1.0
3424,1036,5,1.0
3425,1036,6,0.0
3426,1036,7,0.0
3427,1036,8,0.0
3428,1036,9,1.0
3429,1036,10,1.0
3430,1036,11,2.0
3431,1036,12,1.0
3432,1039,1,1.0
3433,1039,2,0.0
3434,1039,3,0.0
3435,1039,4,1.0
3436,1039,5,1.0
3437,1039,6,0.0
3438,1039,7,0.0
3439,1039,8,0.0
3440,1039,9,1.0
3441,1039,10,1.0
3442,1039,11,2.0
3443,1039,12,1.0
3444,1039,1,1.0
3445,1039,2,0.0
3446,1039,3,0.0
3447,1039,4,1.0
3448,1039,5,1.0
3449,1039,6,0.0
3450,1039,7,0.0
3451,1039,8,0.0
3452,1039,9,1.0
3453,1039,10,1.0
3454,1039,11,2.0
3455,1039,12,1.0
3456,1059,1,1.0
3457,1059,2,0.0
3458,1059,3,0.0
3459,1059,4,1.0
3460,1059,5,1.0
3461,1059,6,0.0
3462,1059,7,1.0
3463,1059,8,0.0
3464,1059,9,1.0
3465,1059,10,1.0
3466,1059,11,2.0
3467,1059,12,1.0
3468,1059,1,1.0
3469,1059,2,0.0
3470,1059,3,0.0
3471,1059,4,1.0
3472,1059,5,1.0
3473,1059,6,0.0
3474,1059,7,1.0
3475,1059,8,0.0
3476,1059,9,1.0
3477,1059,10,1.0
3478,1059,11,2.0
3479,1059,12,1.0
3480,1065,1,1.0
3481,1065,2,0.0
3482,1065,3,0.0
3483,1065,4,1.0
3484,1065,5,1.0
3485,1065,6,0.0
3486,1065,7,1.0
3487,1065,8,0.0
3488,1065,9,1.0
3489,1065,10,1.0
3490,1065,11,2.0
3491,1065,12,1.0
3492,1065,1,1.0
3493,1065,2,0.0
3494,1065,3,0.0
3495,1065,4,1.0
3496,1065,5,1.0
3497,1065,6,0.0
3498,1065,7,1.0
3499,1065,8,0.0
3500,1065,9,1.0
3501,1065,10,1.0
3502,1065,11,2.0
3503,1065,12,1.0
3504,1069,1,1.0
3505,1069,2,0.0
3506,1069,3,0.0
3507,1069,4,1.0
3508,1069,5,1.0
3509,1069,6,0.0
3510,1069,7,0.0
3511,1069,8,0.0
3512,1069,9,1.0
3513,1069,10,1.0
3514,1069,11,2.0
3515,1069,12,1.0
3516,1069,1,1.0
3517,1069,2,0.0
3518,1069,3,0.0
3519,1069,4,1.0
3520,1069,5,1.0
3521,1069,6,0.0
3522,1069,7,0.0
3523,1069,8,0.0
3524,1069,9,1.0
3525,1069,10,1.0
3526,1069,11,2.0
3527,1069,12,1.0
3528,1073,1,1.0
3529,1073,2,0.0
3530,1073,3,0.0
3531,1073,4,1.0
3532,1073,5,1.0
3533,1073,6,0.0
3534,1073,7,0.0
3535,1073,8,1.0
3536,1073,9,1.0
3537,1073,10,1.0
3538,1073,11,2.0
3539,1073,12,1.0
3540,1073,1,1.0
3541,1073,2,0.0
3542,1073,3,0.0
3543,1073,4,1.0
3544,1073,5,1.0
3545,1073,6,0.0
3546,1073,7,0.0
3547,1073,8,1.0
3548,1073,9,1.0
3549,1073,10,1.0
3550,1073,11,2.0
3551,1073,12,1.0
3552,1082,1,1.0
3553,1082,2,0.0
3554,1082,3,0.0
3555,1082,4,1.0
3556,1082,5,1.0
3557,1082,6,0.0
3558,1082,7,1.0
3559,1082,8,0.0
3560,1082,9,1.0
3561,1082,10,1.0
3562,1082,11,2.0
3563,1082,12,1.0
3564,1082,1,1.0
3565,1082,2,0.0
3566,1082,3,0.0
3567,1082,4,1.0
3568,1082,5,1.0
3569,1082,6,0.0
3570,1082,7,1.0
3571,1082,8,0.0
3572,1082,9,1.0
3573,1082,10,1.0
3574,1082,11,2.0
3575,1082,12,1.0
3576,1089,1,1.0
3577,1089,2,0.0
3578,1089,3,0.0
3579,1089,4,1.0
3580,1089,5,1.0
3581,1089,6,0.0
3582,1089,7,1.0
3583,1089,8,0.0
3584,1089,9,1.0
3585,1089,10,1.0
3586,1089,11,2.0
3587,1089,12,1.0
3588,1089,1,1.0
3589,1089,2,0.0
3590,1089,3,0.0
3591,1089,4,1.0
3592,1089,5,1.0
3593,1089,6,0.0
3594,1089,7,1.0
3595,1089,8,0.0
3596,1089,9,1.0
3597,1089,10,1.0
3598,1089,11,2.0
3599,1089,12,1.0
3600,1093,1,1.0
3601,1093,2,0.0
3602,1093,3,1.0
3603,1093,4,1.0
3604,1093,5,1.0
3605,1093,6,1.0
3606,1093,7,1.0
3607,1093,8,0.0
3608,1093,9,1.0
3609,1093,10,1.0
3610,1093,11,2.0
3611,1093,12,2.0
3612,1093,1,1.0
3613,1093,2,0.0
3614,1093,3,1.0
3615,1093,4,1.0
3616,1093,5,1.0
3617,1093,6,1.0
3618,1093,7,1.0
3619,1093,8,0.0
3620,1093,9,1.0
3621,1093,10,1.0
3622,1093,11,2.0
3623,1093,12,2.0
3624,1094,1,1.0
3625,1094,2,0.0
3626,1094,3,0.0
3627,1094,4,1.0
3628,1094,5,1.0
3629,1094,6,0.0
3630,1094,7,1.0
3631,1094,8,0.0
3632,1094,9,1.0
3633,1094,10,1.0
3634,1094,11,2.0
3635,1094,12,1.0
3636,1094,1,1.0
3637,1094,2,0.0
3638,1094,3,0.0
3639,1094,4,1.0
3640,1094,5,1.0
3641,1094,6,0.0
3642,1094,7,1.0
3643,1094,8,0.0
3644,1094,9,1.0
3645,1094,10,1.0
3646,1094,11,2.0
3647,1094,12,1.0
3648,1099,1,1.0
3649,1099,2,0.0
3650,1099,3,0.0
3651,1099,4,1.0
3652,1099,5,1.0
3653,1099,6,0.0
3654,1099,7,1.0
3655,1099,8,0.0
3656,1099,9,1.0
3657,1099,10,1.0
3658,1099,11,2.0
3659,1099,12,1.0
3660,1099,1,1.0
3661,1099,2,0.0
3662,1099,3,0.0
3663,1099,4,1.0
3664,1099,5,1.0
3665,1099,6,0.0
3666,1099,7,1.0
3667,1099,8,0.0
3668,1099,9,1.0
3669,1099,10,1.0
3670,1099,11,2.0
3671,1099,12,1.0
3672,1106,1,1.0
3673,1106,2,0.0
3674,1106,3,0.0
3675,1106,4,2.0
3676,1106,5,1.0
3677,1106,6,0.0
3678,1106,7,0.0
3679,1106,8,0.0
3680,1106,9,1.0
3681,1106,10,1.0
3682,1106,11,3.0
3683,1106,12,1.0
3684,1106,1,1.0
3685,1106,2,0.0
3686,1106,3,0.0
3687,1106,4,2.0
3688,1106,5,1.0
3689,1106,6,0.0
3690,1106,7,0.0
3691,1106,8,0.0
3692,1106,9,1.0
3693,1106,10,1.0
3694,1106,11,3.0
3695,1106,12,1.0
3696,1109,1,1.0
3697,1109,2,0.0
3698,1109,3,0.0
3699,1109,4,1.0
3700,1109,5,1.0
3701,1109,6,0.0
3702,1109,7,0.0
3703,1109,8,1.0
3704,1109,9,1.0
3705,1109,10,1.0
3706,1109,11,3.0
3707,1109,12,1.0
3708,1109,1,1.0
3709,1109,2,0.0
3710,1109,3,0.0
3711,1109,4,1.0
3712,1109,5,1.0
3713,1109,6,0.0
3714,1109,7,0.0
3715,1109,8,1.0
3716,1109,9,1.0
3717,1109,10,1.0
3718,1109,11,3.0
3719,1109,12,1.0
3720,1114,1,1.0
3721,1114,2,0.0
3722,1114,3,0.0
3723,1114,4,1.0
3724,1114,5,1.0
3725,1114,6,0.0
3726,1114,7,0.0
3727,1114,8,1.0
3728,1114,9,1.0
3729,1114,10,1.0
3730,1114,11,3.0
3731,1114,12,1.0
3732,1114,1,1.0
3733,1114,2,0.0
3734,1114,3,0.0
3735,1114,4,1.0
3736,1114,5,1.0
3737,1114,6,0.0
3738,1114,7,0.0
3739,1114,8,1.0
3740,1114,9,1.0
3741,1114,10,1.0
3742,1114,11,3.0
3743,1114,12,1.0
3744,1124,1,1.0
3745,1124,2,0.0
3746,1124,3,0.0
3747,1124,4,2.0
3748,1124,5,1.0
3749,1124,6,0.0
3750,1124,7,0.0
3751,1124,8,0.0
3752,1124,9,1.0
3753,1124,10,1.0
3754,1124,11,2.0
3755,1124,12,1.0
3756,1124,1,1.0
3757,1124,2,0.0
3758,1124,3,0.0
3759,1124,4,2.0
3760,1124,5,1.0
3761,1124,6,0.0
3762,1124,7,0.0
3763,1124,8,0.0
3764,1124,9,1.0
3765,1124,10,1.0
3766,1124,11,2.0
3767,1124,12,1.0
3768,1126,1,1.0
3769,1126,2,0.0
3770,1126,3,0.0
3771,1126,4,2.0
3772,1126,5,1.0
3773,1126,6,0.0
3774,1126,7,0.0
3775,1126,8,0.0
3776,1126,9,1.0
3777,1126,10,1.0
3778,1126,11,3.0
3779,1126,12,1.0
3780,1126,1,1.0
3781,1126,2,0.0
3782,1126,3,0.0
3783,1126,4,2.0
3784,1126,5,1.0
3785,1126,6,0.0
3786,1126,7,0.0
3787,1126,8,0.0
3788,1126,9,1.0
3789,1126,10,1.0
3790,1126,11,3.0
3791,1126,12,1.0
3792,1145,1,1.0
3793,1145,2,0.0
3794,1145,3,0.0
3795,1145,4,1.0
3796,1145,5,1.0
3797,1145,6,0.0
3798,1145,7,0.0
3799,1145,8,0.0
3800,1145,9,1.0
3801,1145,10,1.0
3802,1145,11,2.0
3803,1145,12,1.0
3804,1145,1,1.0
3805,1145,2,0.0
3806,1145,3,0.0
3807,1145,4,1.0
3808,1145,5,1.0
3809,1145,6,0.0
3810,1145,7,0.0
3811,1145,8,0.0
3812,1145,9,1.0
3813,1145,10,1.0
3814,1145,11,2.0
3815,1145,12,1.0
3816,1148,1,1.0
3817,1148,2,0.0
3818,1148,3,0.0
3819,1148,4,1.0
3820,1148,5,1.0
3821,1148,6,0.0
3822,1148,7,0.0
3823,1148,8,0.0
3824,1148,9,1.0
3825,1148,10,1.0
3826,1148,11,2.0
3827,1148,12,1.0
3828,1148,1,1.0
3829,1148,2,0.0
3830,1148,3,0.0
3831,1148,4,1.0
3832,1148,5,1.0
3833,1148,6,0.0
3834,1148,7,0.0
3835,1148,8,0.0
3836,1148,9,1.0
3837,1148,10,1.0
3838,1148,11,2.0
3839,1148,12,1.0
3840,1151,1,1.0
3841,1151,2,0.0
3842,1151,3,0.0
3843,1151,4,1.0
3844,1151,5,1.0
3845,1151,6,0.0
3846,1151,7,1.0
3847,1151,8,0.0
3848,1151,9,1.0
3849,1151,10,1.0
3850,1151,11,2.0
3851,1151,12,1.0
3852,1151,1,1.0
3853,1151,2,0.0
3854,1151,3,0.0
3855,1151,4,1.0
3856,1151,5,1.0
3857,1151,6,0.0
3858,1151,7,1.0
3859,1151,8,0.0
3860,1151,9,1.0
3861,1151,10,1.0
3862,1151,11,2.0
3863,1151,12,1.0
3864,1153,1,1.0
3865,1153,2,0.0
3866,1153,3,0.0
3867,1153,4,2.0
3868,1153,5,1.0
3869,1153,6,0.0
3870,1153,7,0.0
3871,1153,8,0.0
3872,1153,9,1.0
3873,1153,10,1.0
3874,1153,11,2.0
3875,1153,12,1.0
3876,1153,1,1.0
3877,1153,2,0.0
3878,1153,3,0.0
3879,1153,4,2.0
3880,1153,5,1.0
3881,1153,6,0.0
3882,1153,7,0.0
3883,1153,8,0.0
3884,1153,9,1.0
3885,1153,10,1.0
3886,1153,11,2.0
3887,1153,12,1.0
3888,1156,1,1.0
3889,1156,2,0.0
3890,1156,3,0.0
3891,1156,4,1.0
3892,1156,5,1.0
3893,1156,6,0.0
3894,1156,7,1.0
3895,1156,8,0.0
3896,1156,9,1.0
3897,1156,10,1.0
3898,1156,11,2.0
3899,1156,12,1.0
3900,1156,1,1.0
3901,1156,2,0.0
3902,1156,3,0.0
3903,1156,4,1.0
3904,1156,5,1.0
3905,1156,6,0.0
3906,1156,7,1.0
3907,1156,8,0.0
3908,1156,9,1.0
3909,1156,10,1.0
3910,1156,11,2.0
3911,1156,12,1.0
3912,1164,1,1.0
3913,1164,2,0.0
3914,1164,3,0.0
3915,1164,4,1.0
3916,1164,5,1.0
3917,1164,6,0.0
3918,1164,7,0.0
3919,1164,8,0.0
3920,1164,9,1.0
3921,1164,10,1.0
3922,1164,11,2.0
3923,1164,12,1.0
3924,1164,1,1.0
3925,1164,2,0.0
3926,1164,3,0.0
3927,1164,4,1.0
3928,1164,5,1.0
3929,1164,6,0.0
3930,1164,7,0.0
3931,1164,8,0.0
3932,1164,9,1.0
3933,1164,10,1.0
3934,1164,11,2.0
3935,1164,12,1.0
3936,1173,1,1.0
3937,1173,2,0.0
3938,1173,3,0.0
3939,1173,4,2.0
3940,1173,5,1.0
3941,1173,6,0.0
3942,1173,7,0.0
3943,1173,8,0.0
3944,1173,9,1.0
3945,1173,10,1.0
3946,1173,11,2.0
3947,1173,12,1.0
3948,1173,1,1.0
3949,1173,2,0.0
3950,1173,3,0.0
3951,1173,4,2.0
3952,1173,5,1.0
3953,1173,6,0.0
3954,1173,7,0.0
3955,1173,8,0.0
3956,1173,9,1.0
3957,1173,10,1.0
3958,1173,11,2.0
3959,1173,12,1.0
3960,1175,1,1.0
3961,1175,2,0.0
3962,1175,3,0.0
3963,1175,4,1.0
3964,1175,5,1.0
3965,1175,6,0.0
3966,1175,7,0.0
3967,1175,8,0.0
3968,1175,9,1.0
3969,1175,10,2.0
3970,1175,11,2.0
3971,1175,12,2.0
3972,1175,1,1.0
3973,1175,2,0.0
3974,1175,3,0.0
3975,1175,4,1.0
3976,1175,5,1.0
3977,1175,6,0.0
3978,1175,7,0.0
3979,1175,8,0.0
3980,1175,9,1.0
3981,1175,10,2.0
3982,1175,11,2.0
3983,1175,12,2.0
3984,1180,1,1.0
3985,1180,2,0.0
3986,1180,3,0.0
3987,1180,4,1.0
3988,1180,5,1.0
3989,1180,6,0.0
3990,1180,7,0.0
3991,1180,8,0.0
3992,1180,9,1.0
3993,1180,10,1.0
3994,1180,11,2.0
3995,1180,12,1.0
3996,1180,1,1.0
3997,1180,2,0.0
3998,1180,3,0.0
3999,1180,4,1.0
4000,1180,5,1.0
4001,1180,6,0.0
4002,1180,7,0.0
4003,1180,8,0.0
4004,1180,9,1.0
4005,1180,10,1.0
4006,1180,11,2.0
4007,1180,12,1.0
4008,1186,1,1.0
4009,1186,2,0.0
4010,1186,3,0.0
4011,1186,4,1.0
4012,1186,5,1.0
4013,1186,6,0.0
4014,1186,7,1.0
4015,1186,8,0.0
4016,1186,9,1.0
4017,1186,10,1.0
4018,1186,11,2.0
4019,1186,12,1.0
4020,1186,1,1.0
4021,1186,2,0.0
4022,1186,3,0.0
4023,1186,4,1.0
4024,1186,5,1.0
4025,1186,6,0.0
4026,1186,7,1.0
4027,1186,8,0.0
4028,1186,9,1.0
4029,1186,10,1.0
4030,1186,11,2.0
4031,1186,12,1.0
4032,1196,1,1.0
4033,1196,2,0.0
4034,1196,3,0.0
4035,1196,4,1.0
4036,1196,5,1.0
4037,1196,6,0.0
4038,1196,7,1.0
4039,1196,8,0.0
4040,1196,9,1.0
4041,1196,10,1.0
4042,1196,11,2.0
4043,1196,12,1.0
4044,1196,1,1.0
4045,1196,2,0.0
4046,1196,3,0.0
4047,1196,4,1.0
4048,1196,5,1.0
4049,1196,6,0.0
4050,1196,7,1.0
4051,1196,8,0.0
4052,1196,9,1.0
4053,1196,10,1.0
4054,1196,11,2.0
4055,1196,12,1.0
4056,1199,1,1.0
4057,1199,2,0.0
4058,1199,3,0.0
4059,1199,4,1.0
4060,1199,5,1.0
4061,1199,6,0.0
4062,1199,7,0.0
4063,1199,8,0.0
4064,1199,9,1.0
4065,1199,10,1.0
4066,1199,11,2.0
4067,1199,12,1.0
4068,1199,1,1.0
4069,1199,2,0.0
4070,1199,3,0.0
4071,1199,4,1.0
4072,1199,5,1.0
4073,1199,6,0.0
4074,1199,7,0.0
4075,1199,8,0.0
4076,1199,9,1.0
4077,1199,10,1.0
4078,1199,11,2.0
4079,1199,12,1.0
4080,1208,1,1.0
4081,1208,2,0.0
4082,1208,3,0.0
4083,1208,4,1.0
4084,1208,5,1.0
4085,1208,6,0.0
4086,1208,7,0.0
4087,1208,8,0.0
4088,1208,9,1.0
4089,1208,10,1.0
4090,1208,11,3.0
4091,1208,12,1.0
4092,1208,1,1.0
4093,1208,2,0.0
4094,1208,3,0.0
4095,1208,4,1.0
4096,1208,5,1.0
4097,1208,6,0.0
4098,1208,7,0.0
4099,1208,8,0.0
4100,1208,9,1.0
4101,1208,10,1.0
4102,1208,11,3.0
4103,1208,12,1.0
4104,1213,1,1.0
4105,1213,2,0.0
4106,1213,3,0.0
4107,1213,4,1.0
4108,1213,5,1.0
4109,1213,6,0.0
4110,1213,7,0.0
4111,1213,8,0.0
4112,1213,9,2.0
4113,1213,10,1.0
4114,1213,11,2.0
4115,1213,12,1.0
4116,1213,1,1.0
4117,1213,2,0.0
4118,1213,3,0.0
4119,1213,4,1.0
4120,1213,5,1.0
4121,1213,6,0.0
4122,1213,7,0.0
4123,1213,8,0.0
4124,1213,9,2.0
4125,1213,10,1.0
4126,1213,11,2.0
4127,1213,12,1.0
4128,1226,1,1.0
4129,1226,2,0.0
4130,1226,3,0.0
4131,1226,4,1.0
4132,1226,5,1.0
4133,1226,6,0.0
4134,1226,7,1.0
4135,1226,8,0.0
4136,1226,9,1.0
4137,1226,10,1.0
4138,1226,11,2.0
4139,1226,12,1.0
4140,1226,1,1.0
4141,1226,2,0.0
4142,1226,3,0.0
4143,1226,4,1.0
4144,1226,5,1.0
4145,1226,6,0.0
4146,1226,7,1.0
4147,1226,8,0.0
4148,1226,9,1.0
4149,1226,10,1.0
4150,1226,11,2.0
4151,1226,12,1.0
4152,1234,1,1.0
4153,1234,2,0.0
4154,1234,3,0.0
4155,1234,4,1.0
4156,1234,5,1.0
4157,1234,6,0.0
4158,1234,7,1.0
4159,1234,8,0.0
4160,1234,9,1.0
4161,1234,10,1.0
4162,1234,11,2.0
4163,1234,12,1.0
4164,1234,1,1.0
4165,1234,2,0.0
4166,1234,3,0.0
4167,1234,4,1.0
4168,1234,5,1.0
4169,1234,6,0.0
4170,1234,7,1.0
4171,1234,8,0.0
4172,1234,9,1.0
4173,1234,10,1.0
4174,1234,11,2.0
4175,1234,12,1.0
4176,1246,1,1.0
4177,1246,2,0.0
4178,1246,3,0.0
4179,1246,4,1.0
4180,1246,5,1.0
4181,1246,6,0.0
4182,1246,7,0.0
4183,1246,8,0.0
4184,1246,9,1.0
4185,1246,10,1.0
4186,1246,11,2.0
4187,1246,12,1.0
4188,1246,1,1.0
4189,1246,2,0.0
4190,1246,3,0.0
4191,1246,4,1.0
4192,1246,5,1.0
4193,1246,6,0.0
4194,1246,7,0.0
4195,1246,8,0.0
4196,1246,9,1.0
4197,1246,10,1.0
4198,1246,11,2.0
4199,1246,12,1.0
4200,1247,1,1.0
4201,1247,2,0.0
4202,1247,3,0.0
4203,1247,4,1.0
4204,1247,5,1.0
4205,1247,6,0.0
4206,1247,7,1.0
4207,1247,8,0.0
4208,1247,9,1.0
4209,1247,10,1.0
4210,1247,11,2.0
4211,1247,12,1.0
4212,1247,1,1.0
4213,1247,2,0.0
4214,1247,3,0.0
4215,1247,4,1.0
4216,1247,5,1.0
4217,1247,6,0.0
4218,1247,7,1.0
4219,1247,8,0.0
4220,1247,9,1.0
4221,1247,10,1.0
4222,1247,11,2.0
4223,1247,12,1.0
4224,1254,1,1.0
4225,1254,2,0.0
4226,1254,3,0.0
4227,1254,4,1.0
4228,1254,5,1.0
4229,1254,6,0.0
4230,1254,7,1.0
4231,1254,8,0.0
4232,1254,9,1.0
4233,1254,10,1.0
4234,1254,11,2.0
4235,1254,12,1.0
4236,1254,1,1.0
4237,1254,2,0.0
4238,1254,3,0.0
4239,1254,4,1.0
4240,1254,5,1.0
4241,1254,6,0.0
4242,1254,7,1.0
4243,1254,8,0.0
4244,1254,9,1.0
4245,1254,10,1.0
4246,1254,11,2.0
4247,1254,12,1.0
4248,1267,1,1.0
4249,1267,2,0.0
4250,1267,3,0.0
4251,1267,4,1.0
4252,1267,5,1.0
4253,1267,6,0.0
4254,1267,7,1.0
4255,1267,8,0.0
4256,1267,9,1.0
4257,1267,10,1.0
4258,1267,11,2.0
4259,1267,12,1.0
4260,1267,1,1.0
4261,1267,2,0.0
4262,1267,3,0.0
4263,1267,4,1.0
4264,1267,5,1.0
4265,1267,6,0.0
4266,1267,7,1.0
4267,1267,8,0.0
4268,1267,9,1.0
4269,1267,10,1.0
4270,1267,11,2.0
4271,1267,12,1.0
4272,1274,1,1.0
4273,1274,2,0.0
4274,1274,3,0.0
4275,1274,4,1.0
4276,1274,5,1.0
4277,1274,6,0.0
4278,1274,7,1.0
4279,1274,8,0.0
4280,1274,9,1.0
4281,1274,10,1.0
4282,1274,11,2.0
4283,1274,12,1.0
4284,1274,1,1.0
4285,1274,2,0.0
4286,1274,3,0.0
4287,1274,4,1.0
4288,1274,5,1.0
4289,1274,6,0.0
4290,1274,7,1.0
4291,1274,8,0.0
4292,1274,9,1.0
4293,1274,10,1.0
4294,1274,11,2.0
4295,1274,12,1.0
4296,1279,1,1.0
4297,1279,2,0.0
4298,1279,3,0.0
4299,1279,4,1.0
4300,1279,5,1.0
4301,1279,6,0.0
4302,1279,7,0.0
4303,1279,8,0.0
4304,1279,9,1.0
4305,1279,10,1.0
4306,1279,11,2.0
4307,1279,12,1.0
4308,1279,1,1.0
4309,1279,2,0.0
4310,1279,3,0.0
4311,1279,4,1.0
4312,1279,5,1.0
4313,1279,6,0.0
4314,1279,7,0.0
4315,1279,8,0.0
4316,1279,9,1.0
4317,1279,10,1.0
4318,1279,11,2.0
4319,1279,12,1.0
4320,1283,1,1.0
4321,1283,2,0.0
4322,1283,3,0.0
4323,1283,4,2.0
4324,1283,5,1.0
4325,1283,6,0.0
4326,1283,7,0.0
4327,1283,8,0.0
4328,1283,9,1.0
4329,1283,10,1.0
4330,1283,11,3.0
4331,1283,12,1.0
4332,1283,1,1.0
4333,1283,2,0.0
4334,1283,3,0.0
4335,1283,4,2.0
4336,1283,5,1.0
4337,1283,6,0.0
4338,1283,7,0.0
4339,1283,8,0.0
4340,1283,9,1.0
4341,1283,10,1.0
4342,1283,11,3.0
4343,1283,12,1.0
4344,1287,1,1.0
4345,1287,2,0.0
4346,1287,3,0.0
4347,1287,4,1.0
4348,1287,5,1.0
4349,1287,6,0.0
4350,1287,7,1.0
4351,1287,8,0.0
4352,1287,9,1.0
4353,1287,10,1.0
4354,1287,11,2.0
4355,1287,12,1.0
4356,1287,1,1.0
4357,1287,2,0.0
4358,1287,3,0.0
4359,1287,4,1.0
4360,1287,5,1.0
4361,1287,6,0.0
4362,1287,7,1.0
4363,1287,8,0.0
4364,1287,9,1.0
4365,1287,10,1.0
4366,1287,11,2.0
4367,1287,12,1.0
4368,1292,1,1.0
4369,1292,2,0.0
4370,1292,3,0.0
4371,1292,4,1.0
4372,1292,5,1.0
4373,1292,6,0.0
4374,1292,7,0.0
4375,1292,8,0.0
4376,1292,9,2.0
4377,1292,10,1.0
4378,1292,11,2.0
4379,1292,12,1.0
4380,1292,1,1.0
4381,1292,2,0.0
4382,1292,3,0.0
4383,1292,4,1.0
4384,1292,5,1.0
4385,1292,6,0.0
4386,1292,7,0.0
4387,1292,8,0.0
4388,1292,9,2.0
4389,1292,10,1.0
4390,1292,11,2.0
4391,1292,12,1.0
4392,1298,1,1.0
4393,1298,2,0.0
4394,1298,3,0.0
4395,1298,4,1.0
4396,1298,5,1.0
4397,1298,6,0.0
4398,1298,7,0.0
4399,1298,8,0.0
4400,1298,9,1.0
4401,1298,10,1.0
4402,1298,11,2.0
4403,1298,12,2.0
4404,1298,1,1.0
4405,1298,2,0.0
4406,1298,3,0.0
4407,1298,4,1.0
4408,1298,5,1.0
4409,1298,6,0.0
4410,1298,7,0.0
4411,1298,8,0.0
4412,1298,9,1.0
4413,1298,10,1.0
4414,1298,11,2.0
4415,1298,12,2.0
4416,1308,1,1.0
4417,1308,2,0.0
4418,1308,3,0.0
4419,1308,4,2.0
4420,1308,5,1.0
4421,1308,6,0.0
4422,1308,7,0.0
4423,1308,8,0.0
4424,1308,9,1.0
4425,1308,10,1.0
4426,1308,11,3.0
4427,1308,12,1.0
4428,1308,1,1.0
4429,1308,2,0.0
4430,1308,3,0.0
4431,1308,4,2.0
4432,1308,5,1.0
4433,1308,6,0.0
4434,1308,7,0.0
4435,1308,8,0.0
4436,1308,9,1.0
4437,1308,10,1.0
4438,1308,11,3.0
4439,1308,12,1.0
4440,1314,1,2.0
4441,1314,2,0.0
4442,1314,3,1.0
4443,1314,4,1.0
4444,1314,5,1.0
4445,1314,6,1.0
4446,1314,7,0.0
4447,1314,8,0.0
4448,1314,9,2.0
4449,1314,10,1.0
4450,1314,11,3.0
4451,1314,12,1.0
4452,1314,1,2.0
4453,1314,2,0.0
4454,1314,3,1.0
4455,1314,4,1.0
4456,1314,5,1.0
4457,1314,6,1.0
4458,1314,7,0.0
4459,1314,8,0.0
4460,1314,9,2.0
4461,1314,10,1.0
4462,1314,11,3.0
4463,1314,12,1.0
4464,1317,1,1.0
4465,1317,2,0.0
4466,1317,3,0.0
4467,1317,4,1.0
4468,1317,5,1.0
4469,1317,6,0.0
4470,1317,7,0.0
4471,1317,8,0.0
4472,1317,9,1.0
4473,1317,10,1.0
4474,1317,11,2.0
4475,1317,12,1.0
4476,1317,1,1.0
4477,1317,2,0.0
4478,1317,3,0.0
4479,1317,4,1.0
4480,1317,5,1.0
4481,1317,6,0.0
4482,1317,7,0.0
4483,1317,8,0.0
4484,1317,9,1.0
4485,1317,10,1.0
4486,1317,11,2.0
4487,1317,12,1.0
4488,1321,1,1.0
4489,1321,2,0.0
4490,1321,3,0.0
4491,1321,4,1.0
4492,1321,5,1.0
4493,1321,6,0.0
4494,1321,7,0.0
4495,1321,8,0.0
4496,1321,9,1.0
4497,1321,10,1.0
4498,1321,11,2.0
4499,1321,12,1.0
4500,1321,1,1.0
4501,1321,2,0.0
4502,1321,3,0.0
4503,1321,4,1.0
4504,1321,5,1.0
4505,1321,6,0.0
4506,1321,7,0.0
4507,1321,8,0.0
4508,1321,9,1.0
4509,1321,10,1.0
4510,1321,11,2.0
4511,1321,12,1.0
4512,1322,1,1.0
4513,1322,2,0.0
4514,1322,3,0.0
4515,1322,4,1.0
4516,1322,5,1.0
4517,1322,6,0.0
4518,1322,7,1.0
4519,1322,8,0.0
4520,1322,9,1.0
4521,1322,10,1.0
4522,1322,11,2.0
4523,1322,12,1.0
4524,1322,1,1.0
4525,1322,2,0.0
4526,1322,3,0.0
4527,1322,4,1.0
4528,1322,5,1.0
4529,1322,6,0.0
4530,1322,7,1.0
4531,1322,8,0.0
4532,1322,9,1.0
4533,1322,10,1.0
4534,1322,11,2.0
4535,1322,12,1.0
4536,1334,1,1.0
4537,1334,2,0.0
4538,1334,3,0.0
4539,1334,4,2.0
4540,1334,5,1.0
4541,1334,6,0.0
4542,1334,7,0.0
4543,1334,8,0.0
4544,1334,9,1.0
4545,1334,10,1.0
4546,1334,11,2.0
4547,1334,12,1.0
4548,1334,1,1.0
4549,1334,2,0.0
4550,1334,3,0.0
4551,1334,4,2.0
4552,1334,5,1.0
4553,1334,6,0.0
4554,1334,7,0.0
4555,1334,8,0.0
4556,1334,9,1.0
4557,1334,10,1.0
4558,1334,11,2.0
4559,1334,12,1.0
