cod_loja,UF
3625,43
3628,23
3629,23
3632,23
3633,23
3637,33
3638,33
3640,15
3652,52
3653,52
3654,52
3680,15
3682,51
3687,42
