"cod_mun","nome_mun","pib"
"4206900","Ibirama (SC)","421545"
"4207007","Içara (SC)","2101908"
"4207106","Ilhota (SC)","681625"
"4207205","Imaruí (SC)","181515"
"4207304","Imbituba (SC)","1547410"
"4207403","Imbuia (SC)","123573"
"4207502","Indaial (SC)","2499704"
"4207577","Iomerê (SC)","127198"
"4207601","Ipira (SC)","84480"
"4207650","Iporã do Oeste (SC)","256031"
"4207684","Ipuaçu (SC)","223037"
"4207700","Ipumirim (SC)","313369"
"4207759","Iraceminha (SC)","95671"
"4207809","Irani (SC)","210977"
"4207858","Irati (SC)","34931"
"4207908","Irineópolis (SC)","299264"
"4208005","Itá (SC)","240134"
"4208104","Itaiópolis (SC)","704218"
"4208203","Itajaí (SC)","21913882"
"4208302","Itapema (SC)","1698077"
"4208401","Itapiranga (SC)","753901"
"4208450","Itapoá (SC)","714536"
"4208500","Ituporanga (SC)","831607"
"4208609","Jaborá (SC)","141799"
"4208708","Jacinto Machado (SC)","318404"
"4208807","Jaguaruna (SC)","473324"
"4208906","Jaraguá do Sul (SC)","8528976"
"4208955","Jardinópolis (SC)","37698"
"4209003","Joaçaba (SC)","1576907"
"4209102","Joinville (SC)","27378205"
"4209151","José Boiteux (SC)","108751"
"4209177","Jupiá (SC)","52774"
"4209201","Lacerdópolis (SC)","93043"
"4209300","Lages (SC)","5074152"
"4209409","Laguna (SC)","841698"
"4209458","Lajeado Grande (SC)","39369"
"4209508","Laurentino (SC)","257418"
"4209607","Lauro Müller (SC)","355200"
"4209706","Lebon Régis (SC)","223560"
"4209805","Leoberto Leal (SC)","93070"
"4209854","Lindóia do Sul (SC)","109463"
"4209904","Lontras (SC)","314188"
"4210001","Luiz Alves (SC)","570948"
"4210035","Luzerna (SC)","158845"
"4210050","Macieira (SC)","43148"
"4210100","Mafra (SC)","1659985"
"4210209","Major Gercino (SC)","46437"
"4210308","Major Vieira (SC)","186000"
"4210407","Maracajá (SC)","180988"
"4210506","Maravilha (SC)","1054989"
"4210555","Marema (SC)","60405"
"4210605","Massaranduba (SC)","588956"
"4210704","Matos Costa (SC)","48425"
"4210803","Meleiro (SC)","242031"
"4210852","Mirim Doce (SC)","55138"
"4210902","Modelo (SC)","108048"
"4211009","Mondaí (SC)","581186"
"4211058","Monte Carlo (SC)","137059"
"4211108","Monte Castelo (SC)","158960"
"4211207","Morro da Fumaça (SC)","635361"
"4211256","Morro Grande (SC)","133331"
"4211306","Navegantes (SC)","4106551"
"4211405","Nova Erechim (SC)","154485"
"4211454","Nova Itaberaba (SC)","126487"
"4211504","Nova Trento (SC)","523515"
"4211603","Nova Veneza (SC)","706798"
"4211652","Novo Horizonte (SC)","81223"
"4211702","Orleans (SC)","972451"
"4211751","Otacílio Costa (SC)","695651"
"4211801","Ouro (SC)","159943"
"4211850","Ouro Verde (SC)","86235"
"4211876","Paial (SC)","38901"
"4211892","Painel (SC)","57574"
"4211900","Palhoça (SC)","4832015"
"4212007","Palma Sola (SC)","201953"
"4212056","Palmeira (SC)","106406"
"4212106","Palmitos (SC)","574725"
"4212205","Papanduva (SC)","543649"
"4212239","Paraíso (SC)","88818"
"4212254","Passo de Torres (SC)","140030"
"4212270","Passos Maia (SC)","136223"
"4212304","Paulo Lopes (SC)","181257"
"4212403","Pedras Grandes (SC)","138674"
"4212502","Penha (SC)","673705"
"4212601","Peritiba (SC)","83677"
"4212650","Pescaria Brava (SC)","130954"
"4212700","Petrolândia (SC)","167122"
"4212809","Balneário Piçarras (SC)","839048"
"4212908","Pinhalzinho (SC)","1019308"
"4213005","Pinheiro Preto (SC)","165766"
"4213104","Piratuba (SC)","653189"
"4213153","Planalto Alegre (SC)","88599"
"4213203","Pomerode (SC)","1918862"
"4213302","Ponte Alta (SC)","109883"
"4213351","Ponte Alta do Norte (SC)","110196"
"4213401","Ponte Serrada (SC)","225630"
"4213500","Porto Belo (SC)","944823"
"4213609","Porto União (SC)","702997"
"4213708","Pouso Redondo (SC)","520561"
"4213807","Praia Grande (SC)","155412"
"4213906","Presidente Castello Branco (SC)","45913"
"4214003","Presidente Getúlio (SC)","625706"
"4214102","Presidente Nereu (SC)","55114"
"4214151","Princesa (SC)","66927"
"4214201","Quilombo (SC)","347490"
"4214300","Rancho Queimado (SC)","102966"
"4214409","Rio das Antas (SC)","176869"
"4214508","Rio do Campo (SC)","162911"
"4214607","Rio do Oeste (SC)","194681"
"4214706","Rio dos Cedros (SC)","310212"
"4214805","Rio do Sul (SC)","2571376"
"4214904","Rio Fortuna (SC)","237652"
"4215000","Rio Negrinho (SC)","1092305"
"4215059","Rio Rufino (SC)","50134"
"4215075","Riqueza (SC)","99914"
"4215109","Rodeio (SC)","273837"
"4215208","Romelândia (SC)","82283"
"4215307","Salete (SC)","180668"
"4215356","Saltinho (SC)","71675"
"4215406","Salto Veloso (SC)","171571"
"4215455","Sangão (SC)","280637"
"4215505","Santa Cecília (SC)","419251"
"4215554","Santa Helena (SC)","64482"
"4215604","Santa Rosa de Lima (SC)","48259"
"4215653","Santa Rosa do Sul (SC)","136644"
"4215679","Santa Terezinha (SC)","192897"
"4215687","Santa Terezinha do Progresso (SC)","49459"
"4215695","Santiago do Sul (SC)","32283"
"4215703","Santo Amaro da Imperatriz (SC)","753610"
"4215752","São Bernardino (SC)","57847"
"4215802","São Bento do Sul (SC)","2992809"
"4215901","São Bonifácio (SC)","61801"
"4216008","São Carlos (SC)","340012"
"4216057","São Cristóvão do Sul (SC)","147702"
"4216107","São Domingos (SC)","309421"
"4216206","São Francisco do Sul (SC)","3993553"
"4216255","São João do Oeste (SC)","213204"
"4216305","São João Batista (SC)","860226"
"4216354","São João do Itaperiú (SC)","165937"
"4216404","São João do Sul (SC)","188879"
"4216503","São Joaquim (SC)","858521"
"4216602","São José (SC)","10131013"
"4216701","São José do Cedro (SC)","389369"
"4216800","São José do Cerrito (SC)","227941"
"4216909","São Lourenço do Oeste (SC)","839374"
"4217006","São Ludgero (SC)","582846"
"4217105","São Martinho (SC)","74945"
"4217154","São Miguel da Boa Vista (SC)","34045"
"4217204","São Miguel do Oeste (SC)","1449262"
"4217253","São Pedro de Alcântara (SC)","71101"
"4217303","Saudades (SC)","324652"
"4217402","Schroeder (SC)","478757"
"4217501","Seara (SC)","812693"
"4217550","Serra Alta (SC)","77381"
"4217600","Siderópolis (SC)","457695"
"4217709","Sombrio (SC)","751251"
"4217758","Sul Brasil (SC)","51488"
"4217808","Taió (SC)","573530"
"4217907","Tangará (SC)","411909"
"4217956","Tigrinhos (SC)","37669"
"4218004","Tijucas (SC)","1466587"
"4218103","Timbé do Sul (SC)","115079"
"4218202","Timbó (SC)","1832021"
"4218251","Timbó Grande (SC)","187372"
"4218301","Três Barras (SC)","1043262"
"4218350","Treviso (SC)","215546"
"4218400","Treze de Maio (SC)","143692"
"4218509","Treze Tílias (SC)","614749"
"4218608","Trombudo Central (SC)","232352"
"4218707","Tubarão (SC)","3514932"
"4218756","Tunápolis (SC)","119067"
"4218806","Turvo (SC)","518006"
"4218855","União do Oeste (SC)","60672"
"4218905","Urubici (SC)","232334"
"4218954","Urupema (SC)","68708"
"4219002","Urussanga (SC)","794243"
"4219101","Vargeão (SC)","133061"
"4219150","Vargem (SC)","59498"
"4219176","Vargem Bonita (SC)","384140"
"4219200","Vidal Ramos (SC)","250107"
"4219309","Videira (SC)","2205750"
"4219358","Vitor Meireles (SC)","117880"
"4219408","Witmarsum (SC)","120808"
"4219507","Xanxerê (SC)","1603411"
"4219606","Xavantina (SC)","182978"
"4219705","Xaxim (SC)","929324"
"4219853","Zortéa (SC)","69089"
"4220000","Balneário Rincão (SC)","212942"
"4300034","Aceguá (RS)","262135"
"4300059","Água Santa (RS)","257307"
"4300109","Agudo (RS)","486170"
"4300208","Ajuricaba (RS)","255858"
"4300307","Alecrim (RS)","106115"
"4300406","Alegrete (RS)","2019527"
"4300455","Alegria (RS)","101635"
"4300471","Almirante Tamandaré do Sul (RS)","130307"
"4300505","Alpestre (RS)","527201"
"4300554","Alto Alegre (RS)","63872"
"4300570","Alto Feliz (RS)","84070"
"4300604","Alvorada (RS)","2607247"
"4300638","Amaral Ferrador (RS)","102866"
"4300646","Ametista do Sul (RS)","99737"
"4300661","André da Rocha (RS)","101540"
"4300703","Anta Gorda (RS)","202064"
"4300802","Antônio Prado (RS)","538849"
"4300851","Arambaré (RS)","143179"
"4300877","Araricá (RS)","144405"
"4300901","Aratiba (RS)","883438"
"4301008","Arroio do Meio (RS)","1058560"
"4301057","Arroio do Sal (RS)","222978"
"4301073","Arroio do Padre (RS)","58530"
"4301107","Arroio dos Ratos (RS)","236533"
"4301206","Arroio do Tigre (RS)","334638"
"4301305","Arroio Grande (RS)","617672"
"4301404","Arvorezinha (RS)","257089"
"4301503","Augusto Pestana (RS)","293856"
"4301552","Áurea (RS)","96975"
"4301602","Bagé (RS)","3006499"
"4301636","Balneário Pinhal (RS)","219203"
"4301651","Barão (RS)","173470"
"4301701","Barão de Cotegipe (RS)","206014"
"4301750","Barão do Triunfo (RS)","114248"
"4301800","Barracão (RS)","185717"
"4301859","Barra do Guarita (RS)","42093"
"4301875","Barra do Quaraí (RS)","202081"
"4301909","Barra do Ribeiro (RS)","330717"
"4301925","Barra do Rio Azul (RS)","48442"
"4301958","Barra Funda (RS)","113539"
"4302006","Barros Cassal (RS)","191845"
"4302055","Benjamin Constant do Sul (RS)","30466"
"4302105","Bento Gonçalves (RS)","5531266"
"4302154","Boa Vista das Missões (RS)","114285"
"4302204","Boa Vista do Buricá (RS)","193520"
"4302220","Boa Vista do Cadeado (RS)","217578"
"4302238","Boa Vista do Incra (RS)","156878"
"4302253","Boa Vista do Sul (RS)","73419"
"4302303","Bom Jesus (RS)","305269"
"4302352","Bom Princípio (RS)","534970"
"4302378","Bom Progresso (RS)","53405"
"4302402","Bom Retiro do Sul (RS)","263135"
"4302451","Boqueirão do Leão (RS)","133406"
"4302501","Bossoroca (RS)","272205"
"4302584","Bozano (RS)","105479"
"4302600","Braga (RS)","76153"
"4302659","Brochier (RS)","86883"
"4302709","Butiá (RS)","433648"
"4302808","Caçapava do Sul (RS)","815749"
"4302907","Cacequi (RS)","321115"
"4303004","Cachoeira do Sul (RS)","2298800"
"4303103","Cachoeirinha (RS)","4960250"
"4303202","Cacique Doble (RS)","96032"
"4303301","Caibaté (RS)","159188"
"4303400","Caiçara (RS)","97406"
"4303509","Camaquã (RS)","2027360"
"4303558","Camargo (RS)","166717"
"4303608","Cambará do Sul (RS)","148647"
"4303673","Campestre da Serra (RS)","146996"
"4303707","Campina das Missões (RS)","146341"
"4303806","Campinas do Sul (RS)","192729"
"4303905","Campo Bom (RS)","2815006"
"4304002","Campo Novo (RS)","190055"
"4304101","Campos Borges (RS)","86438"
"4304200","Candelária (RS)","773002"
"4304309","Cândido Godói (RS)","223341"
"4304358","Candiota (RS)","504959"
"4304408","Canela (RS)","1001465"
"4304507","Canguçu (RS)","1140454"
"4304606","Canoas (RS)","18947513"
"4304614","Canudos do Vale (RS)","42190"
"4304622","Capão Bonito do Sul (RS)","143309"
"4304630","Capão da Canoa (RS)","1441573"
"4304655","Capão do Cipó (RS)","241954"
"4304663","Capão do Leão (RS)","542227"
"4304671","Capivari do Sul (RS)","222234"
"4304689","Capela de Santana (RS)","197606"
"4304697","Capitão (RS)","67619"
"4304705","Carazinho (RS)","2611747"
"4304713","Caraá (RS)","102216"
"4304804","Carlos Barbosa (RS)","2204423"
"4304853","Carlos Gomes (RS)","33061"
"4304903","Casca (RS)","407996"
"4304952","Caseiros (RS)","120028"
"4305009","Catuípe (RS)","330740"
"4305108","Caxias do Sul (RS)","21717020"
"4305116","Centenário (RS)","69414"
"4305124","Cerrito (RS)","98973"
"4305132","Cerro Branco (RS)","74321"
"4305157","Cerro Grande (RS)","46270"
"4305173","Cerro Grande do Sul (RS)","167690"
"4305207","Cerro Largo (RS)","640790"
"4305306","Chapada (RS)","436887"
"4305355","Charqueadas (RS)","1050976"
"4305371","Charrua (RS)","70794"
"4305405","Chiapetta (RS)","197362"
"4305439","Chuí (RS)","240582"
"4305447","Chuvisca (RS)","103800"
"4305454","Cidreira (RS)","278661"
"4305504","Ciríaco (RS)","120907"
"4305587","Colinas (RS)","68074"
"4305603","Colorado (RS)","172327"
"4305702","Condor (RS)","313700"
"4305801","Constantina (RS)","269562"
"4305835","Coqueiro Baixo (RS)","32721"
"4305850","Coqueiros do Sul (RS)","103675"
"4305871","Coronel Barros (RS)","141681"
"4305900","Coronel Bicaco (RS)","263685"
"4305934","Coronel Pilar (RS)","38672"
"4305959","Cotiporã (RS)","145837"
"4305975","Coxilha (RS)","201007"
"4306007","Crissiumal (RS)","330299"
"4306056","Cristal (RS)","197782"
"4306072","Cristal do Sul (RS)","50840"
"4306106","Cruz Alta (RS)","3188890"
"4306130","Cruzaltense (RS)","69091"
"4306205","Cruzeiro do Sul (RS)","348752"
"4306304","David Canabarro (RS)","120360"
"4306320","Derrubadas (RS)","76699"
"4306353","Dezesseis de Novembro (RS)","37652"
"4306379","Dilermando de Aguiar (RS)","107526"
"4306403","Dois Irmãos (RS)","1688574"
"4306429","Dois Irmãos das Missões (RS)","102499"
"4306452","Dois Lajeados (RS)","92836"
"4306502","Dom Feliciano (RS)","249430"
"4306551","Dom Pedro de Alcântara (RS)","56179"
"4306601","Dom Pedrito (RS)","1363474"
"4306700","Dona Francisca (RS)","72882"
"4306734","Doutor Maurício Cardoso (RS)","174514"
"4306759","Doutor Ricardo (RS)","52180"
"4306767","Eldorado do Sul (RS)","1590085"
"4306809","Encantado (RS)","827011"
"4306908","Encruzilhada do Sul (RS)","535725"
"4306924","Engenho Velho (RS)","47683"
"4306932","Entre-Ijuís (RS)","342757"
"4306957","Entre Rios do Sul (RS)","192832"
"4306973","Erebango (RS)","103244"
"4307005","Erechim (RS)","4484452"
"4307054","Ernestina (RS)","130766"
"4307104","Herval (RS)","140457"
"4307203","Erval Grande (RS)","91536"
"4307302","Erval Seco (RS)","230346"
"4307401","Esmeralda (RS)","178991"
"4307450","Esperança do Sul (RS)","68346"
"4307500","Espumoso (RS)","667391"
"4307559","Estação (RS)","322308"
"4307609","Estância Velha (RS)","1310205"
"4307708","Esteio (RS)","3183305"
"4307807","Estrela (RS)","1275215"
"4307815","Estrela Velha (RS)","126032"
"4307831","Eugênio de Castro (RS)","174353"
"4307864","Fagundes Varela (RS)","78638"
"4307906","Farroupilha (RS)","3161847"
"4308003","Faxinal do Soturno (RS)","185254"
"4308052","Faxinalzinho (RS)","56252"
"4308078","Fazenda Vilanova (RS)","115058"
"4308102","Feliz (RS)","402874"
"4308201","Flores da Cunha (RS)","1481282"
"4308250","Floriano Peixoto (RS)","50303"
"4308300","Fontoura Xavier (RS)","186421"
"4308409","Formigueiro (RS)","182092"
"4308433","Forquetinha (RS)","40708"
"4308458","Fortaleza dos Valos (RS)","247741"
"4308508","Frederico Westphalen (RS)","1050979"
"4308607","Garibaldi (RS)","1812742"
"4308656","Garruchos (RS)","102349"
"4308706","Gaurama (RS)","230041"
"4308805","General Câmara (RS)","151173"
"4308854","Gentil (RS)","99166"
"4308904","Getúlio Vargas (RS)","498602"
"4309001","Giruá (RS)","636943"
"4309050","Glorinha (RS)","339676"
"4309100","Gramado (RS)","1720061"
"4309126","Gramado dos Loureiros (RS)","42856"
"4309159","Gramado Xavier (RS)","82398"
"4309209","Gravataí (RS)","12406079"
"4309258","Guabiju (RS)","67518"
"4309308","Guaíba (RS)","5629242"
"4309407","Guaporé (RS)","828596"
"4309506","Guarani das Missões (RS)","300187"
"4309555","Harmonia (RS)","160015"
"4309571","Herveiras (RS)","63053"
"4309605","Horizontina (RS)","1583978"
"4309654","Hulha Negra (RS)","159541"
"4309704","Humaitá (RS)","137572"
"4309753","Ibarama (RS)","88033"
"4309803","Ibiaçá (RS)","192692"
"4309902","Ibiraiaras (RS)","238584"
"4309951","Ibirapuitã (RS)","95213"
"4310009","Ibirubá (RS)","904036"
"4310108","Igrejinha (RS)","1593833"
"4310207","Ijuí (RS)","3194967"
"4310306","Ilópolis (RS)","111440"
"4310330","Imbé (RS)","481496"
"4310363","Imigrante (RS)","180911"
"4310405","Independência (RS)","218216"
"4310413","Inhacorá (RS)","58514"
"4310439","Ipê (RS)","196153"
"4310462","Ipiranga do Sul (RS)","85248"
"4310504","Iraí (RS)","174917"
"4310538","Itaara (RS)","88332"
"4310553","Itacurubi (RS)","87626"
"4310579","Itapuca (RS)","53533"
"4310603","Itaqui (RS)","1338664"
"4310652","Itati (RS)","60372"
"4310702","Itatiba do Sul (RS)","64610"
"4310751","Ivorá (RS)","48558"
"4310801","Ivoti (RS)","903806"
"4310850","Jaboticaba (RS)","85925"
"4310876","Jacuizinho (RS)","98924"
"4310900","Jacutinga (RS)","116811"
"4311007","Jaguarão (RS)","722427"
"4311106","Jaguari (RS)","239855"
"4311122","Jaquirana (RS)","68295"
"4311130","Jari (RS)","176716"
"4311155","Jóia (RS)","406480"
"4311205","Júlio de Castilhos (RS)","1052967"
"4311239","Lagoa Bonita do Sul (RS)","59984"
"4311254","Lagoão (RS)","104486"
"4311270","Lagoa dos Três Cantos (RS)","75573"
"4311304","Lagoa Vermelha (RS)","964817"
"4311403","Lajeado (RS)","3662790"
"4311429","Lajeado do Bugre (RS)","43932"
"4311502","Lavras do Sul (RS)","218583"
"4311601","Liberato Salzano (RS)","124610"
"4311627","Lindolfo Collor (RS)","300111"
"4311643","Linha Nova (RS)","46470"
"4311700","Machadinho (RS)","153117"
"4311718","Maçambará (RS)","246055"
"4311734","Mampituba (RS)","56508"
"4311759","Manoel Viana (RS)","234733"
"4311775","Maquiné (RS)","112146"
"4311791","Maratá (RS)","92295"
"4311809","Marau (RS)","1891799"
"4311908","Marcelino Ramos (RS)","112408"
"4311981","Mariana Pimentel (RS)","67318"
"4312005","Mariano Moro (RS)","47102"
"4312054","Marques de Souza (RS)","83452"
"4312104","Mata (RS)","106930"
"4312138","Mato Castelhano (RS)","81916"
"4312153","Mato Leitão (RS)","130501"
"4312179","Mato Queimado (RS)","49999"
"4312203","Maximiliano de Almeida (RS)","97658"
"4312252","Minas do Leão (RS)","151996"
"4312302","Miraguaí (RS)","118701"
"4312351","Montauri (RS)","53667"
"4312377","Monte Alegre dos Campos (RS)","72833"
"4312385","Monte Belo do Sul (RS)","131827"
"4312401","Montenegro (RS)","3301681"
"4312427","Mormaço (RS)","88566"
"4312443","Morrinhos do Sul (RS)","60072"
"4312450","Morro Redondo (RS)","89237"
"4312476","Morro Reuter (RS)","172771"
"4312500","Mostardas (RS)","365899"
"4312609","Muçum (RS)","283719"
"4312617","Muitos Capões (RS)","376581"
"4312625","Muliterno (RS)","44184"
"4312658","Não-Me-Toque (RS)","1146546"
"4312674","Nicolau Vergueiro (RS)","81721"
"4312708","Nonoai (RS)","366978"
"4312757","Nova Alvorada (RS)","160516"
"4312807","Nova Araçá (RS)","187514"
"4312906","Nova Bassano (RS)","490525"
"4312955","Nova Boa Vista (RS)","79950"
"4313003","Nova Bréscia (RS)","99428"
"4313011","Nova Candelária (RS)","135458"
"4313037","Nova Esperança do Sul (RS)","129215"
"4313060","Nova Hartz (RS)","613593"
"4313086","Nova Pádua (RS)","66678"
"4313102","Nova Palma (RS)","278466"
"4313201","Nova Petrópolis (RS)","762696"
"4313300","Nova Prata (RS)","1199908"
"4313334","Nova Ramada (RS)","111208"
"4313359","Nova Roma do Sul (RS)","166545"
"4313375","Nova Santa Rita (RS)","1130729"
"4313391","Novo Cabrais (RS)","91838"
"4313409","Novo Hamburgo (RS)","8736151"
"4313425","Novo Machado (RS)","116080"
"4313441","Novo Tiradentes (RS)","47223"
"4313466","Novo Xingu (RS)","49152"
"4313490","Novo Barreiro (RS)","81260"
"4313508","Osório (RS)","2026364"
"4313607","Paim Filho (RS)","101438"
"4313656","Palmares do Sul (RS)","493763"
"4313706","Palmeira das Missões (RS)","1354145"
"4313805","Palmitinho (RS)","179332"
"4313904","Panambi (RS)","1972116"
"4313953","Pantano Grande (RS)","331885"
"4314001","Paraí (RS)","256863"
"4314027","Paraíso do Sul (RS)","161235"
"4314035","Pareci Novo (RS)","88120"
"4314050","Parobé (RS)","1144719"
"4314068","Passa Sete (RS)","107221"
"4314076","Passo do Sobrado (RS)","172328"
"4314100","Passo Fundo (RS)","8584861"
"4314134","Paulo Bento (RS)","93958"
"4314159","Paverama (RS)","166152"
"4314175","Pedras Altas (RS)","107684"
"4314209","Pedro Osório (RS)","151626"
"4314308","Pejuçara (RS)","219479"
"4314407","Pelotas (RS)","8573355"
"4314423","Picada Café (RS)","293085"
"4314456","Pinhal (RS)","73582"
"4314464","Pinhal da Serra (RS)","330768"
"4314472","Pinhal Grande (RS)","490998"
"4314498","Pinheirinho do Vale (RS)","86378"
"4314506","Pinheiro Machado (RS)","292134"
"4314548","Pinto Bandeira (RS)","48581"
"4314555","Pirapó (RS)","56662"
"4314605","Piratini (RS)","396354"
"4314704","Planalto (RS)","191425"
"4314753","Poço das Antas (RS)","71265"
"4314779","Pontão (RS)","213853"
"4314787","Ponte Preta (RS)","49553"
"4314803","Portão (RS)","1077214"
"4314902","Porto Alegre (RS)","73862306"
"4315008","Porto Lucena (RS)","100508"
"4315057","Porto Mauá (RS)","54358"
"4315073","Porto Vera Cruz (RS)","32142"
"4315107","Porto Xavier (RS)","156012"
"4315131","Pouso Novo (RS)","43988"
"4315149","Presidente Lucena (RS)","104623"
"4315156","Progresso (RS)","125130"
"4315172","Protásio Alves (RS)","52386"
"4315206","Putinga (RS)","93335"
"4315305","Quaraí (RS)","445210"
"4315313","Quatro Irmãos (RS)","106464"
"4315321","Quevedos (RS)","138697"
"4315354","Quinze de Novembro (RS)","137618"
"4315404","Redentora (RS)","156732"
"4315453","Relvado (RS)","45837"
"4315503","Restinga Sêca (RS)","426060"
"4315552","Rio dos Índios (RS)","78961"
"4315602","Rio Grande (RS)","9215701"
"4315701","Rio Pardo (RS)","872294"
"4315750","Riozinho (RS)","112681"
"4315800","Roca Sales (RS)","436850"
"4315909","Rodeio Bonito (RS)","185704"
"4315958","Rolador (RS)","82796"
"4316006","Rolante (RS)","566895"
"4316105","Ronda Alta (RS)","300105"
"4316204","Rondinha (RS)","176060"
"4316303","Roque Gonzales (RS)","772170"
"4316402","Rosário do Sul (RS)","921813"
"4316428","Sagrada Família (RS)","52447"
"4316436","Saldanha Marinho (RS)","138117"
"4316451","Salto do Jacuí (RS)","615036"
"4316477","Salvador das Missões (RS)","114762"
"4316501","Salvador do Sul (RS)","282987"
"4316600","Sananduva (RS)","515992"
"4316709","Santa Bárbara do Sul (RS)","582261"
"4316733","Santa Cecília do Sul (RS)","69601"
"4316758","Santa Clara do Sul (RS)","230969"
"4316808","Santa Cruz do Sul (RS)","8238767"
"4316907","Santa Maria (RS)","7152149"
"4316956","Santa Maria do Herval (RS)","268147"
"4316972","Santa Margarida do Sul (RS)","161092"
"4317004","Santana da Boa Vista (RS)","175436"
"4317103","Sant'Ana do Livramento (RS)","2575389"
"4317202","Santa Rosa (RS)","2810212"
"4317251","Santa Tereza (RS)","42523"
"4317301","Santa Vitória do Palmar (RS)","960548"
"4317400","Santiago (RS)","1271105"
"4317509","Santo Ângelo (RS)","2318885"
"4317558","Santo Antônio do Palma (RS)","76756"
"4317608","Santo Antônio da Patrulha (RS)","1266970"
"4317707","Santo Antônio das Missões (RS)","317673"
"4317756","Santo Antônio do Planalto (RS)","93150"
"4317806","Santo Augusto (RS)","572660"
"4317905","Santo Cristo (RS)","501596"
"4317954","Santo Expedito do Sul (RS)","63430"
"4318002","São Borja (RS)","1784089"
"4318051","São Domingos do Sul (RS)","64716"
"4318101","São Francisco de Assis (RS)","445295"
"4318200","São Francisco de Paula (RS)","602431"
"4318309","São Gabriel (RS)","1708475"
"4318408","São Jerônimo (RS)","590487"
"4318424","São João da Urtiga (RS)","120248"
"4318432","São João do Polêsine (RS)","74193"
"4318440","São Jorge (RS)","81530"
"4318457","São José das Missões (RS)","51791"
"4318465","São José do Herval (RS)","47258"
"4318481","São José do Hortêncio (RS)","122892"
"4318499","São José do Inhacorá (RS)","82105"
"4318507","São José do Norte (RS)","337815"
"4318606","São José do Ouro (RS)","298759"
"4318614","São José do Sul (RS)","80787"
"4318622","São José dos Ausentes (RS)","82199"
"4318705","São Leopoldo (RS)","7829272"
"4318804","São Lourenço do Sul (RS)","1108701"
"4318903","São Luiz Gonzaga (RS)","1134868"
"4319000","São Marcos (RS)","706530"
"4319109","São Martinho (RS)","245783"
"4319125","São Martinho da Serra (RS)","167985"
"4319158","São Miguel das Missões (RS)","427312"
"4319208","São Nicolau (RS)","130470"
"4319307","São Paulo das Missões (RS)","145062"
"4319356","São Pedro da Serra (RS)","71855"
"4319364","São Pedro das Missões (RS)","51490"
"4319372","São Pedro do Butiá (RS)","90610"
"4319406","São Pedro do Sul (RS)","365929"
"4319505","São Sebastião do Caí (RS)","631811"
"4319604","São Sepé (RS)","823029"
"4319703","São Valentim (RS)","87735"
"4319711","São Valentim do Sul (RS)","54724"
"4319737","São Valério do Sul (RS)","54232"
"4319752","São Vendelino (RS)","64028"
"4319802","São Vicente do Sul (RS)","226617"
"4319901","Sapiranga (RS)","3286119"
"4320008","Sapucaia do Sul (RS)","3135020"
"4320107","Sarandi (RS)","842809"
"4320206","Seberi (RS)","316080"
"4320230","Sede Nova (RS)","87939"
"4320263","Segredo (RS)","131398"
"4320305","Selbach (RS)","211070"
"4320321","Senador Salgado Filho (RS)","80721"
"4320354","Sentinela do Sul (RS)","84589"
"4320404","Serafina Corrêa (RS)","618494"
"4320453","Sério (RS)","41915"
"4320503","Sertão (RS)","276634"
"4320552","Sertão Santana (RS)","170216"
"4320578","Sete de Setembro (RS)","62921"
"4320602","Severiano de Almeida (RS)","97652"
"4320651","Silveira Martins (RS)","48652"
"4320677","Sinimbu (RS)","201151"
"4320701","Sobradinho (RS)","370494"
"4320800","Soledade (RS)","868945"
"4320859","Tabaí (RS)","68608"
"4320909","Tapejara (RS)","875684"
"4321006","Tapera (RS)","406431"
"4321105","Tapes (RS)","370131"
"4321204","Taquara (RS)","1256709"
"4321303","Taquari (RS)","679787"
"4321329","Taquaruçu do Sul (RS)","98779"
"4321352","Tavares (RS)","84534"
"4321402","Tenente Portela (RS)","394671"
"4321436","Terra de Areia (RS)","218481"
"4321451","Teutônia (RS)","1289617"
"4321469","Tio Hugo (RS)","109328"
"4321477","Tiradentes do Sul (RS)","123463"
"4321493","Toropi (RS)","64258"
"4321501","Torres (RS)","1162766"
"4321600","Tramandaí (RS)","1011455"
"4321626","Travesseiro (RS)","61639"
"4321634","Três Arroios (RS)","74197"
"4321667","Três Cachoeiras (RS)","241520"
"4321709","Três Coroas (RS)","911456"
"4321808","Três de Maio (RS)","946236"
"4321832","Três Forquilhas (RS)","51729"
"4321857","Três Palmeiras (RS)","114407"
"4321907","Três Passos (RS)","779906"
"4321956","Trindade do Sul (RS)","161103"
"4322004","Triunfo (RS)","8803874"
"4322103","Tucunduva (RS)","196721"
"4322152","Tunas (RS)","81328"
"4322186","Tupanci do Sul (RS)","42919"
"4322202","Tupanciretã (RS)","1073417"
"4322251","Tupandi (RS)","415872"
"4322301","Tuparendi (RS)","264509"
"4322327","Turuçu (RS)","99674"
"4322343","Ubiretama (RS)","57827"
"4322350","União da Serra (RS)","50882"
"4322376","Unistalda (RS)","59453"
"4322400","Uruguaiana (RS)","2807639"
"4322509","Vacaria (RS)","2131390"
"4322525","Vale Verde (RS)","76100"
"4322533","Vale do Sol (RS)","231582"
"4322541","Vale Real (RS)","130699"
"4322558","Vanini (RS)","57348"
"4322608","Venâncio Aires (RS)","2696507"
"4322707","Vera Cruz (RS)","597025"
"4322806","Veranópolis (RS)","1405090"
