cod_loja,cod_ap,cod_municipio,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,0
1044,4310009001001,4310009,,FEATURE_02_VALUE_06,False,37.06,FEATURE_05_VALUE_03,3,0.13815619362668802,0.147484260664353,8.21138894,4.940223298093071,,,,,,,,,9
1045,4211504001001,4211504,,FEATURE_02_VALUE_04,False,20.77,FEATURE_05_VALUE_03,2,0.17365626993316502,0.17847465619242,5.102140400000001,7.34160487482564,,,,,,,,,14
1046,4211900003007,4211900,,FEATURE_02_VALUE_03,False,28.21,FEATURE_05_VALUE_03,19,0.133367965306623,0.132701362310555,71.58376581,1.2671621270583502,,,100.0,86.2,50.0,100.0,99.0,95.8,14
1047,4204558001001,4204558,,FEATURE_02_VALUE_06,False,26.43,FEATURE_05_VALUE_03,1,0.184361501355198,0.18853311577008602,4.35039563,7.23274989150875,,,,,,,,,14
1048,3552502005001,3552502,,FEATURE_02_VALUE_03,False,43.76,FEATURE_05_VALUE_06,8,0.21676335025073104,0.21158341309842102,102.97508486,2.10319685922602,,,100.0,56.9,0.0,100.0,90.0,80.3,6
1049,4314902004021,4314902,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,True,33.46,FEATURE_05_VALUE_05,8,0.116197735939536,0.117093552085394,842.4716612999999,3.7240997327450605,,,100.0,95.6,0.0,100.0,85.5,90.4,9
1050,2314102003001,2314102,,FEATURE_02_VALUE_06,False,23.5,FEATURE_05_VALUE_03,3,0.146195373797608,0.127290327598246,6.6543488,1.69715895590781,,,,,,,,,21
1051,2305001003002,2305001,,FEATURE_02_VALUE_06,False,24.3,FEATURE_05_VALUE_03,3,0.146195373797608,0.127290327598246,6.72445193,2.5542131746315495,,,,,,,,,21
1052,-1,-1,,FEATURE_02_VALUE_06,False,28.0,FEATURE_05_VALUE_03,4,0.32774311708934495,0.31484326525170503,2.61541977,9.602458229306698,,,,,,,,,0
1053,5105580001001,5105580,,FEATURE_02_VALUE_06,False,25.0,FEATURE_05_VALUE_03,1,0.173184354672034,0.180092937941626,2.86379803,9.207255317189949,,,,,,,,,15
1054,5101258001001,5101258,,FEATURE_02_VALUE_04,False,23.4,FEATURE_05_VALUE_03,2,0.276459504796804,0.266934324087013,5.45214737,6.23169439770674,,,,,,,,,15
1055,2408102004006,2408102,,FEATURE_02_VALUE_03,False,21.25,FEATURE_05_VALUE_05,3,0.17812525200506102,0.17387936240557902,507.85469052,2.6438179489950002,,,100.0,89.4,100.0,100.0,97.8,97.6,12
1056,2414209001001,2414209,,FEATURE_02_VALUE_04,False,18.0,FEATURE_05_VALUE_05,4,0.19375707174961102,0.15525835371757402,3.96240687,7.509762691498951,,,,,,,,,12
1057,3507803001001,3507803,,FEATURE_02_VALUE_03,False,25.31,FEATURE_05_VALUE_03,3,0.19144279720493104,0.18346116273752,9.485638699999999,4.26257459505541,,,,,,,,,27
1058,3520103003001,3520103,,FEATURE_02_VALUE_03,False,35.55,FEATURE_05_VALUE_03,3,0.148790274075698,0.151885629825259,12.77626991,3.36394523497157,,,,,,,,,27
1060,3509502005019,3509502,FEATURE_01_VALUE_03,FEATURE_02_VALUE_03,True,12.6,FEATURE_05_VALUE_05,3,0.18165982132119599,0.17793854192416197,589.72783319,4.12336418411508,,,,,,,,,27
1061,3547304003003,3547304,,FEATURE_02_VALUE_03,False,32.71,FEATURE_05_VALUE_03,10,0.20949501049637198,0.22247544692786303,54.4439596,0.7900516693791769,,,,,,,,,6
1062,3518800005009,3518800,,FEATURE_02_VALUE_03,False,30.09,FEATURE_05_VALUE_03,4,0.208766597327068,0.20454290622445698,551.93508231,1.1322626154813502,,,94.0,92.3,100.0,100.0,95.8,95.7,27
1063,3550308005021,3550308,,FEATURE_02_VALUE_03,True,43.02,FEATURE_05_VALUE_03,6,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,99.6,91.2,100.0,100.0,74.8,89.2,6
1064,3550308005112,3550308,,FEATURE_02_VALUE_02,True,26.29,FEATURE_05_VALUE_03,4,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
1066,3550308005058,3550308,,FEATURE_02_VALUE_02,True,39.15,FEATURE_05_VALUE_03,9,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,100.0,94.4,66.7,100.0,99.3,97.7,6
1067,1301704003001,1301704,,FEATURE_02_VALUE_06,False,28.12,FEATURE_05_VALUE_03,8,0.198835172663338,0.16465902373707597,15.57544086,1.9492417449612098,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,,29
1068,4205407005022,4205407,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,30.31,FEATURE_05_VALUE_03,29,0.133367965306623,0.132701362310555,302.26614975,1.9161574655623899,,,93.4,68.1,100.0,100.0,96.9,91.4,14
1070,-1,-1,,FEATURE_02_VALUE_06,False,28.2,FEATURE_05_VALUE_03,5,0.207150935969518,0.213091115220355,6.68880202,3.8262865888655098,,,,,,,,,0
1071,1500404003001,1500404,,FEATURE_02_VALUE_02,False,28.5,FEATURE_05_VALUE_03,4,0.18250526785071106,0.179139846770707,11.13483876,1.8294244630639198,,,,,,,,,5
1072,1600303005010,1600303,,FEATURE_02_VALUE_02,False,69.0,FEATURE_05_VALUE_03,19,0.10761919863155,0.10308254735258698,325.53112019,1.97294435639267,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,93.4,96.7,100.0,100.0,89.3,94.1,28
1074,5214507001001,5214507,,FEATURE_02_VALUE_06,False,25.52,FEATURE_05_VALUE_03,4,0.19089644321124496,0.17942305290278895,7.80324353,3.65751069821879,,,,,,,,,3
1075,3301702005008,3301702,,FEATURE_02_VALUE_02,False,42.78,FEATURE_05_VALUE_05,4,0.0983988290578631,0.0894600495753896,240.35104721,0.792995358711451,,,,,,,,,4
1076,1302603005022,1302603,,FEATURE_02_VALUE_02,True,21.6,FEATURE_05_VALUE_06,8,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,,,,,,,,,29
1077,5201306001001,5201306,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,25.25,FEATURE_05_VALUE_03,3,0.236130068753726,0.22945224691710997,6.07278192,4.6559269950647195,,,,,,,,,3
1078,5300108005001,5300108,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,True,40.0,FEATURE_05_VALUE_05,7,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,,,,,,,25
1079,5201108005007,5201108,,FEATURE_02_VALUE_04,True,34.95,FEATURE_05_VALUE_03,4,0.17992923349355605,0.17866959160173002,141.9016877,2.182863972103,,,100.0,84.8,0.0,100.0,63.0,81.7,3
1080,5208707005037,5208707,FEATURE_01_VALUE_03,FEATURE_02_VALUE_03,False,16.4,FEATURE_05_VALUE_06,6,0.19089644321124496,0.17942305290278895,661.41587319,2.7958400695604997,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,,,,,,,3
1081,5208707005029,5208707,,FEATURE_02_VALUE_03,False,53.0,FEATURE_05_VALUE_06,9,0.19089644321124496,0.17942305290278895,661.41587319,2.7958400695604997,,,81.6,88.4,100.0,50.0,57.0,70.0,3
1083,3154309001001,3154309,,FEATURE_02_VALUE_06,False,26.2,FEATURE_05_VALUE_03,3,0.183772082678276,0.185890840823924,4.6300095,5.657708628005659,,,,,,,,,16
1084,3118304003005,3118304,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,11.6,FEATURE_05_VALUE_06,6,0.132030960316266,0.131017949085746,52.40885829,3.18925857711229,,,,,,,,,8
1085,3557105003005,3557105,,FEATURE_02_VALUE_06,False,27.65,FEATURE_05_VALUE_06,3,0.214434663070268,0.21756776155306398,46.76668811,5.4777712044523295,,,,,,,,,6
1086,2601102003001,2601102,,FEATURE_02_VALUE_03,False,39.25,FEATURE_05_VALUE_03,9,0.156993080949126,0.17652533981068105,22.49658574,2.4154589371980695,,,,,,,,,2
1087,3552809005010,3552809,,FEATURE_02_VALUE_03,False,32.93,FEATURE_05_VALUE_03,8,0.22015772231641398,0.209369771303964,114.94123103,3.67407973487841,,,100.0,88.1,100.0,100.0,77.1,89.8,6
1088,3538600001001,3538600,,FEATURE_02_VALUE_06,False,25.52,FEATURE_05_VALUE_03,2,0.17845901846104,0.174987368965328,11.60234905,3.7470023980815297,,,,,,,,,19
1090,3202801003002,3202801,,FEATURE_02_VALUE_04,False,30.58,FEATURE_05_VALUE_03,4,0.271994806157976,0.253400986545648,7.02269651,2.9178338001867403,,,,,,,,,20
1091,3170206005011,3170206,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,81.58,FEATURE_05_VALUE_05,11,0.146773165485083,0.137831795844566,316.82227638,1.81169813485677,,,97.0,83.8,100.0,100.0,99.6,96.4,16
1092,-1,-1,,FEATURE_02_VALUE_04,False,23.5,FEATURE_05_VALUE_03,1,0.18688858857237697,0.17713642124175102,5.07365561,3.00147072065312,,,,,,,,,0
1095,3539806003005,3539806,,FEATURE_02_VALUE_03,False,40.0,FEATURE_05_VALUE_03,8,0.21676335025073104,0.21158341309842102,46.98686942,2.6363660330600296,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,75.0,56.2,0.0,50.0,58.1,54.0,6
1096,2911907001001,2911907,,FEATURE_02_VALUE_04,False,26.68,FEATURE_05_VALUE_03,2,0.10792849346691999,0.10760614878508,6.72725876,3.82000152800061,,,,,,,,,10
1097,2500304003001,2500304,,FEATURE_02_VALUE_02,False,25.5,FEATURE_05_VALUE_03,4,0.129540358744464,0.135205753487927,7.93454156,3.49088878028346,,,100.0,92.3,100.0,100.0,100.0,98.8,23
1098,3143302005001,3143302,,FEATURE_02_VALUE_02,False,33.85,FEATURE_05_VALUE_03,8,0.21246910180577103,0.220986517501092,110.81193763,1.52149106124002,,,80.3,92.2,100.0,50.0,91.5,82.9,16
1100,3205176001001,3205176,,FEATURE_02_VALUE_06,False,23.12,FEATURE_05_VALUE_03,2,0.262918373872454,0.232816236764597,1.98504244,6.822678583611929,,,,,,,,,20
1101,2705507001001,2705507,,FEATURE_02_VALUE_06,False,26.6,FEATURE_05_VALUE_03,3,0.20149016080600102,0.207083844202094,7.10561007,3.52920416446091,,,,,,,,,22
1102,4105409001001,4105409,,FEATURE_02_VALUE_04,False,31.29,FEATURE_05_VALUE_03,2,0.21569208010087698,0.233340503447366,5.682332499999999,5.00200080032013,,,,,,,,,1
1103,3552809005004,3552809,,FEATURE_02_VALUE_03,False,64.28,FEATURE_05_VALUE_05,14,0.22015772231641398,0.209369771303964,114.94123103,3.67407973487841,,,88.0,80.3,100.0,100.0,100.0,93.7,6
1104,4312658001001,4312658,,FEATURE_02_VALUE_06,False,31.55,FEATURE_05_VALUE_03,3,0.160155517019077,0.171125684599846,7.76549419,5.88339118668,,,,,,,,,9
1105,4210506001001,4210506,,FEATURE_02_VALUE_04,False,18.45,FEATURE_05_VALUE_03,2,0.20103299819073497,0.21298497779171602,8.48907496,4.10761963442185,,,,,,,,,14
1107,3526407001001,3526407,,FEATURE_02_VALUE_04,False,31.43,FEATURE_05_VALUE_03,4,0.17939524335229198,0.17404819841205404,11.95468088,3.65176745544844,,,100.0,85.7,100.0,100.0,56.9,81.9,19
1108,3556008001001,3556008,,FEATURE_02_VALUE_06,False,25.88,FEATURE_05_VALUE_03,2,0.24226463026749898,0.24646143616282898,6.04794484,7.40521327014218,,,,,,,,,6
1110,2804607001001,2804607,,FEATURE_02_VALUE_04,False,28.08,FEATURE_05_VALUE_03,4,0.26174180422251997,0.222979405649627,7.31239642,3.8109756097561003,,,100.0,85.8,100.0,100.0,71.0,87.3,18
1111,4119905004006,4119905,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,9.0,FEATURE_05_VALUE_06,5,0.167462213607307,0.13043041731357902,136.44173731,2.3678096281059,,,,,,,,,1
1112,2513703003004,2513703,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,40.5,FEATURE_05_VALUE_03,7,0.101557578651284,0.0564022527312486,51.86844151,0.7410701052319549,,,100.0,91.6,100.0,100.0,95.9,97.1,23
1113,2931053001001,2931053,,FEATURE_02_VALUE_04,False,28.39,FEATURE_05_VALUE_03,3,0.18992953999936,0.190606903037721,3.04189413,5.649079200090389,,,,,,,,,10
1115,3550308005206,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,True,59.45,FEATURE_05_VALUE_03,7,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,85.9,86.4,100.0,100.0,96.2,92.9,6
1116,3512308001001,3512308,,FEATURE_02_VALUE_04,False,25.57,FEATURE_05_VALUE_03,2,0.165469467884666,0.153727633690906,7.12648157,5.74514535217741,,,,,,,,,27
1117,3304144003007,3304144,,FEATURE_02_VALUE_04,False,27.04,FEATURE_05_VALUE_03,5,0.0983988290578631,0.0894600495753896,35.48702422,1.39244736548958,,,69.6,0.0,66.7,50.0,31.5,42.1,4
1118,3550308005264,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,True,39.12,FEATURE_05_VALUE_03,6,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,100.0,91.6,100.0,100.0,97.3,97.7,6
1119,4209102005008,4209102,,FEATURE_02_VALUE_03,False,43.5,FEATURE_05_VALUE_03,32,0.146729639879962,0.15623974713747302,283.94443252,1.4231051799249699,,,100.0,86.2,100.0,100.0,98.9,96.0,14
1120,3143104003002,3143104,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,41.0,FEATURE_05_VALUE_03,3,0.13290797217969502,0.135603824460643,14.78359927,2.0860713019170998,,,,,,,,,16
1121,3548906005011,3548906,,FEATURE_02_VALUE_06,False,54.73,FEATURE_05_VALUE_05,9,0.21748857969098398,0.208620239795471,118.65689387,2.4856145060462596,FEATURE_11_VALUE_02,FEATURE_12_VALUE_02,,,,,,,6
1122,5104203001001,5104203,,FEATURE_02_VALUE_04,False,27.0,FEATURE_05_VALUE_03,4,0.225805965322702,0.222364220185181,5.29446784,6.898454746136871,,,,,,,,,15
1123,2805703001001,2805703,,FEATURE_02_VALUE_04,False,32.7,FEATURE_05_VALUE_03,4,0.22276761065230702,0.21788140723147,10.73464873,3.37211262856179,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,,18
1125,4205407005022,4205407,,FEATURE_02_VALUE_03,False,28.93,FEATURE_05_VALUE_02,18,0.133367965306623,0.132701362310555,302.26614975,1.9161574655623899,,,,,,,,,14
1127,4209102005015,4209102,,FEATURE_02_VALUE_03,False,44.87,FEATURE_05_VALUE_05,44,0.146729639879962,0.15623974713747302,283.94443252,1.4231051799249699,,,94.0,84.1,100.0,100.0,96.1,94.4,14
1128,3205200005002,3205200,,FEATURE_02_VALUE_02,False,42.95,FEATURE_05_VALUE_05,11,0.118748745112078,0.110059743182675,232.30176399,2.1152292273913704,,,100.0,76.4,100.0,100.0,86.1,91.1,20
1129,3550308005012,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,True,29.45,FEATURE_05_VALUE_05,17,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,100.0,93.3,91.7,100.0,95.1,96.9,6
1130,2311603001001,2311603,,FEATURE_02_VALUE_06,True,25.23,FEATURE_05_VALUE_03,7,0.25231518415475396,0.21261734452990197,5.81845373,3.6667644470519196,,,,,,,,,21
1131,4110102003001,4110102,,FEATURE_02_VALUE_04,False,25.8,FEATURE_05_VALUE_03,3,0.261203299242489,0.275535565205144,5.86648854,3.2200933827081,,,,,,,,,1
1132,4205407005001,4205407,,FEATURE_02_VALUE_03,False,51.74,FEATURE_05_VALUE_05,41,0.133367965306623,0.132701362310555,302.26614975,1.9161574655623899,,,100.0,83.9,50.0,100.0,88.4,91.6,14
1133,3530607005003,3530607,,FEATURE_02_VALUE_02,False,36.73,FEATURE_05_VALUE_03,5,0.21676335025073104,0.21158341309842102,168.30354708,1.8839798131563001,FEATURE_11_VALUE_01,FEATURE_12_VALUE_02,,,,,,,19
1134,4218707003001,4218707,,FEATURE_02_VALUE_02,False,42.8,FEATURE_05_VALUE_03,9,0.199854467713688,0.19353139053434804,47.20948873,2.9159336333505,,,,,,,,,14
1135,3503307003007,3503307,,FEATURE_02_VALUE_02,False,52.66,FEATURE_05_VALUE_03,9,0.16336292178731399,0.15969210353688598,60.83061611,3.1033011365840397,,,,,,,,,27
1136,1508159003001,1508159,,FEATURE_02_VALUE_06,False,24.26,FEATURE_05_VALUE_03,6,0.20714427937055602,0.174367025655048,10.26865865,2.24789821516882,FEATURE_11_VALUE_02,FEATURE_12_VALUE_02,,,,,,,5
1137,1302603005027,1302603,FEATURE_01_VALUE_08,FEATURE_02_VALUE_02,True,29.42,FEATURE_05_VALUE_05,6,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,FEATURE_11_VALUE_01,FEATURE_12_VALUE_01,88.0,98.1,100.0,100.0,100.0,96.6,29
1138,1302603005012,1302603,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,53.0,FEATURE_05_VALUE_05,6,0.108044703501888,0.10676164476695098,1024.6840934,1.7495168174734,,,,,,,,,29
1139,4113700005001,4113700,,FEATURE_02_VALUE_02,False,24.43,FEATURE_05_VALUE_06,5,0.198418796959021,0.199365039174852,257.07080942,2.73598310256836,,,,,,,,,1
1140,1505031001001,1505031,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,26.8,FEATURE_05_VALUE_03,8,0.28291446872430603,0.251501609181123,8.03994582,3.9785160135269506,FEATURE_11_VALUE_02,FEATURE_12_VALUE_01,,,,,,,5
1141,-1,-1,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,False,31.04,FEATURE_05_VALUE_03,6,0.193822991174892,0.193442973435833,6.68740184,1.8522291577913998,,,,,,,,,0
1142,4105508003001,4105508,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,False,54.88,FEATURE_05_VALUE_03,6,0.159553623134512,0.15900499668440501,31.54610572,2.5801457782364703,,,96.9,85.6,100.0,100.0,99.6,96.7,1
1143,2609402003001,2609402,,FEATURE_02_VALUE_02,False,21.0,FEATURE_05_VALUE_03,3,0.1242655343867,0.0727125830348488,23.53200408,1.63891438311263,,,,,,,,,2
1144,3204708003001,3204708,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,32.6,FEATURE_05_VALUE_03,3,0.262918373872454,0.232816236764597,13.08764259,2.7526976436908197,,,,,,,,,20
1146,3201605003001,3201605,,FEATURE_02_VALUE_06,False,25.82,FEATURE_05_VALUE_03,2,0.22088468592298602,0.199936289799673,8.97483987,3.2126449706043,,,,,,,,,20
1147,3204104001001,3204104,,FEATURE_02_VALUE_06,False,26.83,FEATURE_05_VALUE_03,2,0.273831608867603,0.25689378972119,7.76738016,3.7609537778780697,,,,,,,,,20
1149,3203502001001,3203502,,FEATURE_02_VALUE_06,False,24.69,FEATURE_05_VALUE_03,3,0.273831608867603,0.25689378972119,5.78460061,5.20183104452767,,,,,,,,,20
1150,3201001001001,3201001,,FEATURE_02_VALUE_06,True,25.0,FEATURE_05_VALUE_03,4,0.262918373872454,0.232816236764597,3.97128385,6.52826739783262,,,,,,,,,20
1152,4306403003001,4306403,,FEATURE_02_VALUE_04,False,36.0,FEATURE_05_VALUE_03,4,0.140449240676218,0.136630796487754,15.72443818,3.3140016570008304,,,89.5,86.0,100.0,100.0,96.2,93.9,9
1154,3300233003002,3300233,,FEATURE_02_VALUE_04,False,28.2,FEATURE_05_VALUE_03,2,0.12597824352472098,0.12265527954931099,13.73124671,6.43769916631796,,,,,,,,,4
1155,3507407001001,3507407,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,26.18,FEATURE_05_VALUE_03,3,0.183696638072003,0.18760963909243103,6.33832673,6.42302010405293,,,,,,,,,27
1157,3509502005011,3509502,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,51.35,FEATURE_05_VALUE_05,4,0.18165982132119599,0.17793854192416197,589.72783319,4.12336418411508,,,,,,,,,27
1158,4219705001001,4219705,,FEATURE_02_VALUE_06,False,27.21,FEATURE_05_VALUE_03,3,0.196014354331958,0.20627360315880802,9.33388304,3.61925443358668,,,,,,,,,14
1159,2932804001001,2932804,,FEATURE_02_VALUE_04,False,24.0,FEATURE_05_VALUE_03,3,0.144647610821929,0.13217695653046602,4.66847047,5.10386362476395,FEATURE_11_VALUE_06,FEATURE_12_VALUE_02,,,,,,,10
1160,2914505001001,2914505,,FEATURE_02_VALUE_04,False,22.42,FEATURE_05_VALUE_03,2,0.14705985653789902,0.13863677873888097,4.94024801,3.3388981636060096,,,,,,,,,10
1161,2211209001001,2211209,,FEATURE_02_VALUE_06,False,33.2,FEATURE_05_VALUE_03,4,0.14819691193599696,0.13792262031963698,6.59022247,4.75941173670934,,,,,,,,,7
1162,3550704003004,3550704,,FEATURE_02_VALUE_06,False,34.58,FEATURE_05_VALUE_02,4,0.18830545180480604,0.18658544601520002,38.88308941,3.6135870874488103,,,,,,,,,6
1163,3550308005140,3550308,,FEATURE_02_VALUE_03,True,37.7,FEATURE_05_VALUE_03,5,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,93.6,88.1,100.0,100.0,98.1,95.8,6
1165,3148004003009,3148004,,FEATURE_02_VALUE_06,False,36.07,FEATURE_05_VALUE_05,13,0.163788186448569,0.161865419858545,65.02746087,2.01664403543916,,,,,,,,,16
1166,3550308005243,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_02,True,27.88,FEATURE_05_VALUE_03,9,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
1167,2700300004004,2700300,FEATURE_01_VALUE_03,FEATURE_02_VALUE_06,False,9.73,FEATURE_05_VALUE_06,1,0.24626398221326198,0.23622233267470397,75.62651640000001,2.16400566103881,,,,,,,,,22
1168,2700300004006,2700300,,FEATURE_02_VALUE_06,False,29.0,FEATURE_05_VALUE_03,6,0.24626398221326198,0.23622233267470397,75.62651640000001,2.16400566103881,,,,,,,,,22
1169,3163706003002,3163706,,FEATURE_02_VALUE_02,False,45.0,FEATURE_05_VALUE_03,5,0.152223429297174,0.14242825243804,19.90006557,2.2330899265313398,,,100.0,64.5,0.0,100.0,96.4,89.6,16
1170,3550308005193,3550308,FEATURE_01_VALUE_03,FEATURE_02_VALUE_03,True,12.0,FEATURE_05_VALUE_06,6,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
1171,3550308005192,3550308,,FEATURE_02_VALUE_03,True,35.31,FEATURE_05_VALUE_03,6,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,100.0,96.9,100.0,100.0,96.0,98.1,6
1172,3554508003002,3554508,,FEATURE_02_VALUE_06,False,49.04,FEATURE_05_VALUE_03,11,0.226762845005806,0.203901727090584,18.49965419,2.48793352241628,,,,,,,,,6
1174,3509502005006,3509502,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,True,95.7,FEATURE_05_VALUE_05,23,0.18165982132119599,0.17793854192416197,589.72783319,4.12336418411508,,,96.3,87.5,100.0,90.0,69.1,84.5,27
1176,2610707003012,2610707,,FEATURE_02_VALUE_02,False,22.78,FEATURE_05_VALUE_05,4,0.1242655343867,0.0727125830348488,148.31820845,1.23942614569454,,,,,,,,,2
1177,3525904005019,3525904,FEATURE_01_VALUE_10,FEATURE_02_VALUE_03,False,32.52,FEATURE_05_VALUE_05,8,0.254780238181455,0.24696395645968303,188.31757217,2.48820590401497,,,,,,,,,19
1178,3108305001001,3108305,,FEATURE_02_VALUE_04,False,25.06,FEATURE_05_VALUE_03,6,0.163188894715266,0.154549783601701,5.84265512,5.3527459586768,,,,,,,,,8
1179,3123601001001,3123601,,FEATURE_02_VALUE_02,False,29.32,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,7.2930437,3.6673023324042795,,,,,,,,,8
1181,3152501003001,3152501,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,False,27.48,FEATURE_05_VALUE_06,3,0.163188894715266,0.154549783601701,60.79033893,3.47593954645941,,,,,,,,,16
1182,3550308005053,3550308,FEATURE_01_VALUE_08,FEATURE_02_VALUE_03,True,50.7,FEATURE_05_VALUE_05,9,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,99.2,93.0,100.0,100.0,98.4,96.0,6
1183,5300108005003,5300108,,FEATURE_02_VALUE_06,True,46.62,FEATURE_05_VALUE_05,5,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,,,,,,,25
1184,4205704001001,4205704,,FEATURE_02_VALUE_04,False,20.14,FEATURE_05_VALUE_03,4,0.199854467713688,0.19353139053434804,8.44035234,4.74811262523147,,,,,,,,,14
1185,4217709003001,4217709,FEATURE_01_VALUE_08,FEATURE_02_VALUE_04,False,34.04,FEATURE_05_VALUE_03,3,0.173900738837029,0.174444493810435,9.81697212,3.45232341365739,,,,,,,,,14
1187,3111606003001,3111606,,FEATURE_02_VALUE_04,False,18.5,FEATURE_05_VALUE_03,3,0.167990698683764,0.16289364280521,5.93448456,3.46272377852419,,,,,,,,,8
1188,-1,-1,,FEATURE_02_VALUE_04,False,30.0,FEATURE_05_VALUE_03,5,0.19125211700342604,0.194069599927863,7.05323781,1.7721070352649297,,,100.0,96.5,66.7,100.0,77.1,90.0,0
1189,-1,-1,,FEATURE_02_VALUE_02,True,32.5,FEATURE_05_VALUE_03,3,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,,,,,,,,,0
1190,4208302003002,4208302,,FEATURE_02_VALUE_04,False,39.31,FEATURE_05_VALUE_03,6,0.169939584308514,0.18051844262921402,27.15683069,5.25495279300741,,,100.0,90.0,100.0,100.0,90.6,93.0,14
1191,-1,-1,,FEATURE_02_VALUE_02,True,35.12,FEATURE_05_VALUE_06,9,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,0
1192,3507100001001,3507100,,FEATURE_02_VALUE_06,False,28.56,FEATURE_05_VALUE_03,3,0.17845901846104,0.174987368965328,9.04646932,4.34310532030402,,,,,,,,,27
1193,3201308005012,3201308,,FEATURE_02_VALUE_06,False,25.78,FEATURE_05_VALUE_03,4,0.118748745112078,0.110059743182675,148.70348692,1.30957931074222,,,,,,,,,20
1194,2927002003002,2927002,,FEATURE_02_VALUE_02,False,25.0,FEATURE_05_VALUE_03,16,0.156398507799793,0.14094424173871803,9.29799532,2.4504398539537795,,,,,,,,,10
1195,5002209001001,5002209,FEATURE_01_VALUE_10,FEATURE_02_VALUE_04,True,30.49,FEATURE_05_VALUE_03,3,0.236813321949031,0.266772786154512,6.96743196,4.75127096498313,,,100.0,98.5,100.0,100.0,100.0,99.8,26
1197,3550308005024,3550308,FEATURE_01_VALUE_10,FEATURE_02_VALUE_06,True,34.48,FEATURE_05_VALUE_03,2,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
1198,4314407004016,4314407,,FEATURE_02_VALUE_02,False,24.24,FEATURE_05_VALUE_06,8,0.18878349940585998,0.19471789232421696,120.40311983,2.04157224395038,,,,,,,,,9
1200,3151404001001,3151404,,FEATURE_02_VALUE_06,False,35.0,FEATURE_05_VALUE_03,4,0.154487420241595,0.153436738375742,9.65366449,3.6666300003666605,,,,,,,,,16
1201,3549409003002,3549409,,FEATURE_02_VALUE_02,False,43.55,FEATURE_05_VALUE_03,4,0.167411950555478,0.162652270695002,23.99940099,1.9956096587507501,,,88.0,84.1,100.0,100.0,95.1,85.9,6
1202,3550308005050,3550308,,FEATURE_02_VALUE_06,True,25.5,FEATURE_05_VALUE_06,7,0.19010222782583397,0.179139940969186,5593.905463,2.81588342075523,,,,,,,,,6
